_id,actor_id,last_update,product,quantity
61d4dceb0f6f8823f6b7fea4,1,107,2001,1
61d4dceb0f6f8823f6b7fea5,2,107,2001,16
61d4dceb0f6f8823f6b7fea6,1,108,2001,1
61d4dceb0f6f8823f6b7fea7,2,108,2001,15
61d4dceb0f6f8823f6b7fea8,1,109,2001,1
61d4dceb0f6f8823f6b7fea9,2,109,2001,14
61d4dceb0f6f8823f6b7feaa,1,110,2001,1
61d4dceb0f6f8823f6b7feab,2,110,2001,13
61d4dceb0f6f8823f6b7feac,1,111,2001,1
61d4dceb0f6f8823f6b7fead,2,111,2001,12
61d4dceb0f6f8823f6b7feae,1,112,2001,1
61d4dceb0f6f8823f6b7feaf,2,112,2001,11
61d4dceb0f6f8823f6b7feb0,1,113,2001,1
61d4dceb0f6f8823f6b7feb1,2,113,2001,10
61d4dceb0f6f8823f6b7feb2,1,114,2001,1
61d4dceb0f6f8823f6b7feb3,2,114,2001,9
61d4dceb0f6f8823f6b7feb4,1,115,2001,1
61d4dceb0f6f8823f6b7feb5,2,115,2001,8
61d4dceb0f6f8823f6b7feb6,1,116,2001,1
61d4dceb0f6f8823f6b7feb7,2,116,2001,7
61d4dceb0f6f8823f6b7feb8,1,117,2001,1
61d4dceb0f6f8823f6b7feb9,2,117,2001,6
61d4dceb0f6f8823f6b7feba,1,118,2001,1
61d4dceb0f6f8823f6b7febb,2,118,2001,5
61d4dceb0f6f8823f6b7febc,1,119,2001,1
61d4dceb0f6f8823f6b7febd,2,119,2001,4
61d4dceb0f6f8823f6b7febe,1,120,2001,1
61d4dceb0f6f8823f6b7febf,2,120,2001,3
61d4dceb0f6f8823f6b7fec0,1,121,2001,1
61d4dceb0f6f8823f6b7fec1,2,121,2001,2
61d4dceb0f6f8823f6b7fec2,3,121,3001,99
61d4dceb0f6f8823f6b7fec3,1,122,2001,1
61d4dceb0f6f8823f6b7fec4,2,122,3001,1
61d4dceb0f6f8823f6b7fec5,2,122,2001,1
61d4dceb0f6f8823f6b7fec6,3,122,3001,98
61d4dceb0f6f8823f6b7fec7,1,123,2001,1
61d4dceb0f6f8823f6b7fec8,2,123,3001,1
61d4dceb0f6f8823f6b7fec9,2,123,2001,0
61d4dceb0f6f8823f6b7feca,3,123,3001,97
61d4dceb0f6f8823f6b7fecb,1,124,2001,1
61d4dceb0f6f8823f6b7fecc,2,124,3001,1
61d4dceb0f6f8823f6b7fecd,3,124,3001,96
61d4dceb0f6f8823f6b7fece,2,125,3001,1
61d4dceb0f6f8823f6b7fecf,3,125,3001,95
61d4dceb0f6f8823f6b7fed0,2,126,3001,1
61d4dceb0f6f8823f6b7fed1,3,126,3001,94
61d4dceb0f6f8823f6b7fed2,2,127,3001,1
61d4dceb0f6f8823f6b7fed3,3,127,3001,93
61d4dcec0f6f8823f6b7fed4,2,128,3001,1
61d4dcec0f6f8823f6b7fed5,3,128,3001,92
61d4dcec0f6f8823f6b7fed6,2,129,3001,1
61d4dcec0f6f8823f6b7fed7,3,129,3001,91
61d4dcec0f6f8823f6b7fed8,2,130,3001,1
61d4dcec0f6f8823f6b7fed9,3,130,3001,90
61d4dcec0f6f8823f6b7feda,2,131,3001,1
61d4dcec0f6f8823f6b7fedb,3,131,3001,89
61d4dcec0f6f8823f6b7fedc,2,132,3001,1
61d4dcec0f6f8823f6b7fedd,3,132,3001,88
61d4dcec0f6f8823f6b7fede,2,133,3001,1
61d4dcec0f6f8823f6b7fedf,3,133,3001,87
61d4dcec0f6f8823f6b7fee0,2,134,3001,1
61d4dcec0f6f8823f6b7fee1,3,134,3001,86
61d4dcec0f6f8823f6b7fee2,2,135,3001,1
61d4dcec0f6f8823f6b7fee3,3,135,3001,85
61d4dcec0f6f8823f6b7fee4,2,136,3001,1
61d4dcec0f6f8823f6b7fee5,3,136,3001,84
61d4dcec0f6f8823f6b7fee6,2,137,3001,1
61d4dcec0f6f8823f6b7fee7,3,137,3001,83
61d4dcec0f6f8823f6b7fee8,2,138,3001,1
61d4dcec0f6f8823f6b7fee9,3,138,3001,82
61d4dcec0f6f8823f6b7feea,2,139,3001,1
61d4dcec0f6f8823f6b7feeb,3,139,3001,81
61d4dcec0f6f8823f6b7feec,2,140,3001,1
61d4dcec0f6f8823f6b7feed,3,140,3001,80
61d4dcec0f6f8823f6b7feee,2,141,3001,1
61d4dcec0f6f8823f6b7feef,3,141,3001,79
61d4dcec0f6f8823f6b7fef0,2,142,3001,1
61d4dcec0f6f8823f6b7fef1,3,142,3001,78
61d4dcec0f6f8823f6b7fef2,2,143,3001,1
61d4dcec0f6f8823f6b7fef3,3,143,3001,77
61d4dcec0f6f8823f6b7fef4,2,144,3001,1
61d4dcec0f6f8823f6b7fef5,3,144,3001,76
61d4dcec0f6f8823f6b7fef6,2,145,3001,1
61d4dcec0f6f8823f6b7fef7,3,145,3001,75
61d4dcec0f6f8823f6b7fef8,2,146,3001,1
61d4dcec0f6f8823f6b7fef9,3,146,3001,74
61d4dcec0f6f8823f6b7fefa,2,147,3001,1
61d4dcec0f6f8823f6b7fefb,3,147,3001,73
61d4dcec0f6f8823f6b7fefc,2,148,3001,1
61d4dcec0f6f8823f6b7fefd,3,148,3001,72
61d4dcec0f6f8823f6b7fefe,2,149,3001,1
61d4dcec0f6f8823f6b7feff,3,149,3001,71
61d4dcec0f6f8823f6b7ff00,2,150,3001,1
61d4dcec0f6f8823f6b7ff01,3,150,3001,70
61d4dcec0f6f8823f6b7ff02,2,151,3001,1
61d4dcec0f6f8823f6b7ff03,3,151,3001,69
61d4dced0f6f8823f6b7ff04,2,152,3001,1
61d4dced0f6f8823f6b7ff05,3,152,3001,68
61d4dced0f6f8823f6b7ff06,2,153,3001,1
61d4dced0f6f8823f6b7ff07,3,153,3001,67
61d4dced0f6f8823f6b7ff08,2,154,3001,1
61d4dced0f6f8823f6b7ff09,3,154,3001,66
61d4dced0f6f8823f6b7ff0a,2,155,3001,1
61d4dced0f6f8823f6b7ff0b,3,155,3001,65
61d4dced0f6f8823f6b7ff0c,2,156,3001,1
61d4dced0f6f8823f6b7ff0d,3,156,3001,64
61d4dced0f6f8823f6b7ff0e,2,157,3001,1
61d4dced0f6f8823f6b7ff0f,3,157,3001,63
61d4dced0f6f8823f6b7ff10,2,158,3001,1
61d4dced0f6f8823f6b7ff11,3,158,3001,62
61d4dced0f6f8823f6b7ff12,2,159,3001,1
61d4dced0f6f8823f6b7ff13,3,159,3001,61
61d4dced0f6f8823f6b7ff14,2,160,3001,1
61d4dced0f6f8823f6b7ff15,3,160,3001,60
61d4dced0f6f8823f6b7ff16,2,161,3001,1
61d4dced0f6f8823f6b7ff17,3,161,3001,59
61d4dced0f6f8823f6b7ff18,2,162,3001,1
61d4dced0f6f8823f6b7ff19,3,162,3001,58
61d4dced0f6f8823f6b7ff1a,2,163,3001,1
61d4dced0f6f8823f6b7ff1b,3,163,3001,57
61d4dced0f6f8823f6b7ff1c,2,164,3001,1
61d4dced0f6f8823f6b7ff1d,3,164,3001,56
61d4dced0f6f8823f6b7ff1e,2,165,3001,1
61d4dced0f6f8823f6b7ff1f,3,165,3001,55
61d4dced0f6f8823f6b7ff20,2,166,3001,1
61d4dced0f6f8823f6b7ff21,3,166,3001,54
61d4dced0f6f8823f6b7ff22,2,167,3001,1
61d4dced0f6f8823f6b7ff23,3,167,3001,53
61d4dced0f6f8823f6b7ff24,2,168,3001,1
61d4dced0f6f8823f6b7ff25,3,168,3001,52
61d4dced0f6f8823f6b7ff26,2,169,3001,1
61d4dced0f6f8823f6b7ff27,3,169,3001,51
61d4dced0f6f8823f6b7ff28,2,170,3001,1
61d4dced0f6f8823f6b7ff29,3,170,3001,50
61d4dced0f6f8823f6b7ff2a,2,171,3001,1
61d4dced0f6f8823f6b7ff2b,3,171,3001,49
61d4dcee0f6f8823f6b7ff2c,2,172,3001,1
61d4dcee0f6f8823f6b7ff2d,3,172,3001,48
61d4dcee0f6f8823f6b7ff2e,2,173,3001,1
61d4dcee0f6f8823f6b7ff2f,3,173,3001,47
61d4dcee0f6f8823f6b7ff30,2,174,3001,1
61d4dcee0f6f8823f6b7ff31,3,174,3001,46
61d4dcee0f6f8823f6b7ff32,2,175,3001,1
61d4dcee0f6f8823f6b7ff33,3,175,3001,45
61d4dcee0f6f8823f6b7ff34,2,176,3001,1
61d4dcee0f6f8823f6b7ff35,3,176,3001,44
61d4dcee0f6f8823f6b7ff36,2,177,3001,1
61d4dcee0f6f8823f6b7ff37,3,177,3001,43
61d4dcee0f6f8823f6b7ff38,2,178,3001,1
61d4dcee0f6f8823f6b7ff39,3,178,3001,42
61d4dcee0f6f8823f6b7ff3a,2,179,3001,1
61d4dcee0f6f8823f6b7ff3b,3,179,3001,41
61d4dcee0f6f8823f6b7ff3c,2,180,3001,1
61d4dcee0f6f8823f6b7ff3d,3,180,3001,40
61d4dcee0f6f8823f6b7ff3e,2,181,3001,1
61d4dcee0f6f8823f6b7ff3f,3,181,3001,39
61d4dcee0f6f8823f6b7ff40,2,182,3001,1
61d4dcee0f6f8823f6b7ff41,3,182,3001,38
61d4dcee0f6f8823f6b7ff42,2,183,3001,1
61d4dcee0f6f8823f6b7ff43,3,183,3001,37
61d4dcee0f6f8823f6b7ff44,2,184,3001,1
61d4dcee0f6f8823f6b7ff45,3,184,3001,36
61d4dcee0f6f8823f6b7ff46,2,185,3001,1
61d4dcee0f6f8823f6b7ff47,3,185,3001,35
61d4dcee0f6f8823f6b7ff48,2,186,3001,1
61d4dcee0f6f8823f6b7ff49,3,186,3001,34
61d4dcee0f6f8823f6b7ff4a,2,187,3001,1
61d4dcee0f6f8823f6b7ff4b,3,187,3001,33
61d4dcee0f6f8823f6b7ff4c,2,188,3001,1
61d4dcee0f6f8823f6b7ff4d,3,188,3001,32
61d4dcee0f6f8823f6b7ff4e,2,189,3001,1
61d4dcee0f6f8823f6b7ff4f,3,189,3001,31
61d4dcee0f6f8823f6b7ff50,2,190,3001,1
61d4dcee0f6f8823f6b7ff51,3,190,3001,30
61d4dcef0f6f8823f6b7ff52,2,191,3001,1
61d4dcef0f6f8823f6b7ff53,3,191,3001,29
61d4dcef0f6f8823f6b7ff54,2,192,3001,1
61d4dcef0f6f8823f6b7ff55,3,192,3001,28
61d4dcef0f6f8823f6b7ff56,2,193,3001,1
61d4dcef0f6f8823f6b7ff57,3,193,3001,27
61d4dcef0f6f8823f6b7ff58,2,194,3001,1
61d4dcef0f6f8823f6b7ff59,3,194,3001,26
61d4dcef0f6f8823f6b7ff5a,2,195,3001,1
61d4dcef0f6f8823f6b7ff5b,3,195,3001,25
61d4dcef0f6f8823f6b7ff5c,2,196,3001,1
61d4dcef0f6f8823f6b7ff5d,3,196,3001,24
61d4dcef0f6f8823f6b7ff5e,2,197,3001,1
61d4dcef0f6f8823f6b7ff5f,3,197,3001,23
61d4dcef0f6f8823f6b7ff60,2,198,3001,1
61d4dcef0f6f8823f6b7ff61,3,198,3001,22
61d4dcef0f6f8823f6b7ff62,2,199,3001,1
61d4dcef0f6f8823f6b7ff63,3,199,3001,21
61d4dcef0f6f8823f6b7ff64,2,200,3001,1
61d4dcef0f6f8823f6b7ff65,3,200,3001,20
61d4dcef0f6f8823f6b7ff66,2,201,3001,1
61d4dcef0f6f8823f6b7ff67,3,201,3001,19
61d4dcef0f6f8823f6b7ff68,2,202,3001,1
61d4dcef0f6f8823f6b7ff69,3,202,3001,18
61d4dcef0f6f8823f6b7ff6a,2,203,3001,1
61d4dcef0f6f8823f6b7ff6b,3,203,3001,17
61d4dcef0f6f8823f6b7ff6c,2,204,3001,1
61d4dcef0f6f8823f6b7ff6d,3,204,3001,16
61d4dcef0f6f8823f6b7ff6e,2,205,3001,1
61d4dcef0f6f8823f6b7ff6f,3,205,3001,15
61d4dcef0f6f8823f6b7ff70,2,206,3001,1
61d4dcef0f6f8823f6b7ff71,3,206,3001,14
61d4dcf00f6f8823f6b7ff72,2,207,3001,1
61d4dcf00f6f8823f6b7ff73,3,207,3001,13
61d4dcf00f6f8823f6b7ff74,2,208,3001,1
61d4dcf00f6f8823f6b7ff75,3,208,3001,12
61d4dcf00f6f8823f6b7ff76,2,209,3001,1
61d4dcf00f6f8823f6b7ff77,3,209,3001,11
61d4dcf00f6f8823f6b7ff78,2,210,3001,1
61d4dcf00f6f8823f6b7ff79,3,210,3001,10
61d4dcf00f6f8823f6b7ff7a,2,211,3001,1
61d4dcf00f6f8823f6b7ff7b,3,211,3001,9
61d4dcf00f6f8823f6b7ff7c,2,212,3001,1
61d4dcf00f6f8823f6b7ff7d,3,212,3001,8
61d4dcf00f6f8823f6b7ff7e,2,213,3001,1
61d4dcf00f6f8823f6b7ff7f,3,213,3001,7
61d4dcf00f6f8823f6b7ff80,2,214,3001,1
61d4dcf00f6f8823f6b7ff81,3,214,3001,6
61d4dcf00f6f8823f6b7ff82,2,215,3001,1
61d4dcf00f6f8823f6b7ff83,3,215,3001,5
61d4dcf00f6f8823f6b7ff84,2,216,3001,1
61d4dcf00f6f8823f6b7ff85,3,216,3001,4
61d4dcf00f6f8823f6b7ff86,2,217,3001,1
61d4dcf00f6f8823f6b7ff87,3,217,3001,3
61d4dcf00f6f8823f6b7ff88,2,218,3001,1
61d4dcf00f6f8823f6b7ff89,3,218,3001,2
61d4dcf00f6f8823f6b7ff8a,4,218,4001,99
61d4dcf00f6f8823f6b7ff8b,2,219,3001,1
61d4dcf00f6f8823f6b7ff8c,3,219,4001,1
61d4dcf00f6f8823f6b7ff8d,3,219,3001,1
61d4dcf00f6f8823f6b7ff8e,4,219,4001,98
61d4dcf00f6f8823f6b7ff8f,2,220,3001,1
61d4dcf00f6f8823f6b7ff90,3,220,4001,1
61d4dcf00f6f8823f6b7ff91,3,220,3001,0
61d4dcf00f6f8823f6b7ff92,4,220,4001,97
61d4dcf00f6f8823f6b7ff93,2,221,3001,1
61d4dcf00f6f8823f6b7ff94,3,221,4001,1
61d4dcf00f6f8823f6b7ff95,4,221,4001,96
61d4dcf10f6f8823f6b7ff96,3,222,4001,1
61d4dcf10f6f8823f6b7ff97,4,222,4001,95
61d4dcf10f6f8823f6b7ff98,3,223,4001,1
61d4dcf10f6f8823f6b7ff99,4,223,4001,94
61d4dcf10f6f8823f6b7ff9a,3,224,4001,1
61d4dcf10f6f8823f6b7ff9b,4,224,4001,93
61d4dcf10f6f8823f6b7ff9c,3,225,4001,1
61d4dcf10f6f8823f6b7ff9d,4,225,4001,92
61d4dcf10f6f8823f6b7ff9e,3,226,4001,1
61d4dcf10f6f8823f6b7ff9f,4,226,4001,91
61d4dcf10f6f8823f6b7ffa0,3,227,4001,1
61d4dcf10f6f8823f6b7ffa1,4,227,4001,90
61d4dcf10f6f8823f6b7ffa2,3,228,4001,1
61d4dcf10f6f8823f6b7ffa3,4,228,4001,89
61d4dcf10f6f8823f6b7ffa4,3,229,4001,1
61d4dcf10f6f8823f6b7ffa5,4,229,4001,88
61d4dcf10f6f8823f6b7ffa6,3,230,4001,1
61d4dcf10f6f8823f6b7ffa7,4,230,4001,87
61d4dcf10f6f8823f6b7ffa8,3,231,4001,1
61d4dcf10f6f8823f6b7ffa9,4,231,4001,86
