4,2001,1,1,2000001,0
5,2001,1,1,2000002,0
6,2001,1,1,2000003,0
6,2001,1,1,2000002,1
6,2001,1,1,2000003,1
7,2001,1,1,2000004,0
7,2001,1,1,2000001,1
7,2001,1,1,2000004,1
8,2001,1,1,2000005,0
8,2001,1,1,2000005,1
9,2001,1,1,2000006,0
9,2001,1,1,2000006,1
10,2001,1,1,2000007,0
10,2001,1,1,2000007,1
11,2001,1,1,2000008,0
11,2001,1,1,2000008,1
12,2001,1,1,2000009,0
12,2001,1,1,2000009,1
13,2001,1,1,2000010,0
13,2001,1,1,2000010,1
14,2001,1,1,2000011,0
14,2001,1,1,2000011,1
15,2001,1,1,2000012,0
15,2001,1,1,2000012,1
16,2001,1,1,2000013,0
16,2001,1,1,2000013,1
17,2001,1,1,2000014,0
17,2001,1,1,2000014,1
18,2001,1,1,2000015,0
18,2001,1,1,2000015,1
19,2001,1,1,2000016,0
19,2001,1,1,2000016,1
20,2001,1,1,2000017,0
20,2001,1,1,2000017,1
21,2001,1,1,2000018,0
21,2001,1,1,2000018,1
22,2001,1,1,2000019,0
22,2001,1,1,2000019,1
23,2001,1,1,2000020,0
23,2001,1,1,2000020,1
24,2001,1,1,2000021,0
24,2001,1,1,2000021,1
25,2001,1,1,2000022,0
25,2001,1,1,2000022,1
26,2001,1,1,2000023,0
26,2001,1,1,2000023,1
