1,1001,3,0,1000001,0
1,1001,3,0,1000001,1
2,1001,5,0,1000002,0
3,1001,8,0,1000003,0
4,1001,1,0,1000004,0
5,1001,8,0,1000005,0
6,1001,4,0,1000006,0
6,1001,1,0,1000004,1
7,1001,5,0,1000007,0
8,1001,8,0,1000008,0
9,1001,4,0,1000009,0
10,1001,1,0,1000010,0
10,1001,1,0,1000010,1
11,1001,8,0,1000011,0
12,1001,8,0,1000012,0
13,1001,8,0,1000013,0
14,1001,5,0,1000014,0
15,1001,5,0,1000015,0
16,1001,5,0,1000016,0
17,1001,4,0,1000017,0
18,1001,1,0,1000018,0
18,1001,1,0,1000018,1
19,1001,1,0,1000019,0
19,1001,1,0,1000019,1
20,1001,3,0,1000020,0
21,1001,2,0,1000021,0
22,1001,2,0,1000022,0
23,1001,6,0,1000023,0
24,1001,8,0,1000024,0
25,1001,7,0,1000025,0
26,1001,7,0,1000026,0
