6,4001,1,3,4000001,0
7,4001,1,3,4000002,0
8,4001,1,3,4000003,0
8,4001,1,3,4000002,1
8,4001,1,3,4000003,1
9,4001,1,3,4000004,0
9,4001,1,3,4000001,1
9,4001,1,3,4000004,1
10,4001,1,3,4000005,0
10,4001,1,3,4000005,1
11,4001,1,3,4000006,0
11,4001,1,3,4000006,1
12,4001,1,3,4000007,0
12,4001,1,3,4000007,1
13,4001,1,3,4000008,0
13,4001,1,3,4000008,1
14,4001,1,3,4000009,0
14,4001,1,3,4000009,1
15,4001,1,3,4000010,0
15,4001,1,3,4000010,1
16,4001,1,3,4000011,0
16,4001,1,3,4000011,1
17,4001,1,3,4000012,0
17,4001,1,3,4000012,1
18,4001,1,3,4000013,0
18,4001,1,3,4000013,1
19,4001,1,3,4000014,0
19,4001,1,3,4000014,1
20,4001,1,3,4000015,0
20,4001,1,3,4000015,1
21,4001,1,3,4000016,0
21,4001,1,3,4000016,1
22,4001,1,3,4000017,0
22,4001,1,3,4000017,1
23,4001,1,3,4000018,0
23,4001,1,3,4000018,1
24,4001,1,3,4000019,0
24,4001,1,3,4000019,1
25,4001,1,3,4000020,0
25,4001,1,3,4000020,1
26,4001,1,3,4000021,0
26,4001,1,3,4000021,1
