3,3001,1,2,3000001,0
4,3001,1,2,3000002,0
5,3001,1,2,3000003,0
5,3001,1,2,3000002,1
5,3001,1,2,3000003,1
6,3001,1,2,3000004,0
6,3001,1,2,3000001,1
6,3001,1,2,3000004,1
7,3001,1,2,3000005,0
7,3001,1,2,3000005,1
8,3001,1,2,3000006,0
8,3001,1,2,3000006,1
9,3001,1,2,3000007,0
9,3001,1,2,3000007,1
10,3001,1,2,3000008,0
10,3001,1,2,3000008,1
11,3001,1,2,3000009,0
11,3001,1,2,3000009,1
12,3001,1,2,3000010,0
12,3001,1,2,3000010,1
13,3001,1,2,3000011,0
13,3001,1,2,3000011,1
14,3001,1,2,3000012,0
14,3001,1,2,3000012,1
15,3001,1,2,3000013,0
15,3001,1,2,3000013,1
16,3001,1,2,3000014,0
16,3001,1,2,3000014,1
17,3001,1,2,3000015,0
17,3001,1,2,3000015,1
18,3001,1,2,3000016,0
18,3001,1,2,3000016,1
19,3001,1,2,3000017,0
19,3001,1,2,3000017,1
20,3001,1,2,3000018,0
20,3001,1,2,3000018,1
21,3001,1,2,3000019,0
21,3001,1,2,3000019,1
22,3001,1,2,3000020,0
22,3001,1,2,3000020,1
23,3001,1,2,3000021,0
23,3001,1,2,3000021,1
24,3001,1,2,3000022,0
24,3001,1,2,3000022,1
25,3001,1,2,3000023,0
25,3001,1,2,3000023,1
26,3001,1,2,3000024,0
26,3001,1,2,3000024,1
27,3001,1,2,3000025,0
27,3001,1,2,3000025,1
28,3001,1,2,3000026,0
28,3001,1,2,3000026,1
29,3001,1,2,3000027,0
29,3001,1,2,3000027,1
30,3001,1,2,3000028,0
30,3001,1,2,3000028,1
31,3001,1,2,3000029,0
31,3001,1,2,3000029,1
32,3001,1,2,3000030,0
32,3001,1,2,3000030,1
33,3001,1,2,3000031,0
33,3001,1,2,3000031,1
34,3001,1,2,3000032,0
34,3001,1,2,3000032,1
35,3001,1,2,3000033,0
35,3001,1,2,3000033,1
36,3001,1,2,3000034,0
36,3001,1,2,3000034,1
37,3001,1,2,3000035,0
37,3001,1,2,3000035,1
38,3001,1,2,3000036,0
38,3001,1,2,3000036,1
39,3001,1,2,3000037,0
39,3001,1,2,3000037,1
40,3001,1,2,3000038,0
40,3001,1,2,3000038,1
41,3001,1,2,3000039,0
41,3001,1,2,3000039,1
42,3001,1,2,3000040,0
42,3001,1,2,3000040,1
43,3001,1,2,3000041,0
43,3001,1,2,3000041,1
44,3001,1,2,3000042,0
44,3001,1,2,3000042,1
45,3001,1,2,3000043,0
45,3001,1,2,3000043,1
46,3001,1,2,3000044,0
46,3001,1,2,3000044,1
47,3001,1,2,3000045,0
47,3001,1,2,3000045,1
48,3001,1,2,3000046,0
48,3001,1,2,3000046,1
49,3001,1,2,3000047,0
49,3001,1,2,3000047,1
50,3001,1,2,3000048,0
50,3001,1,2,3000048,1
51,3001,1,2,3000049,0
51,3001,1,2,3000049,1
52,3001,1,2,3000050,0
52,3001,1,2,3000050,1
53,3001,1,2,3000051,0
53,3001,1,2,3000051,1
54,3001,1,2,3000052,0
54,3001,1,2,3000052,1
55,3001,1,2,3000053,0
55,3001,1,2,3000053,1
56,3001,1,2,3000054,0
56,3001,1,2,3000054,1
57,3001,1,2,3000055,0
57,3001,1,2,3000055,1
58,3001,1,2,3000056,0
58,3001,1,2,3000056,1
59,3001,1,2,3000057,0
59,3001,1,2,3000057,1
60,3001,1,2,3000058,0
60,3001,1,2,3000058,1
61,3001,1,2,3000059,0
61,3001,1,2,3000059,1
62,3001,1,2,3000060,0
62,3001,1,2,3000060,1
63,3001,1,2,3000061,0
63,3001,1,2,3000061,1
64,3001,1,2,3000062,0
64,3001,1,2,3000062,1
65,3001,1,2,3000063,0
65,3001,1,2,3000063,1
66,3001,1,2,3000064,0
66,3001,1,2,3000064,1
67,3001,1,2,3000065,0
67,3001,1,2,3000065,1
68,3001,1,2,3000066,0
68,3001,1,2,3000066,1
69,3001,1,2,3000067,0
69,3001,1,2,3000067,1
70,3001,1,2,3000068,0
70,3001,1,2,3000068,1
71,3001,1,2,3000069,0
71,3001,1,2,3000069,1
72,3001,1,2,3000070,0
72,3001,1,2,3000070,1
73,3001,1,2,3000071,0
73,3001,1,2,3000071,1
74,3001,1,2,3000072,0
74,3001,1,2,3000072,1
75,3001,1,2,3000073,0
75,3001,1,2,3000073,1
76,3001,1,2,3000074,0
76,3001,1,2,3000074,1
77,3001,1,2,3000075,0
77,3001,1,2,3000075,1
78,3001,1,2,3000076,0
78,3001,1,2,3000076,1
79,3001,1,2,3000077,0
79,3001,1,2,3000077,1
80,3001,1,2,3000078,0
80,3001,1,2,3000078,1
81,3001,1,2,3000079,0
81,3001,1,2,3000079,1
82,3001,1,2,3000080,0
82,3001,1,2,3000080,1
83,3001,1,2,3000081,0
83,3001,1,2,3000081,1
84,3001,1,2,3000082,0
84,3001,1,2,3000082,1
85,3001,1,2,3000083,0
85,3001,1,2,3000083,1
86,3001,1,2,3000084,0
86,3001,1,2,3000084,1
87,3001,1,2,3000085,0
87,3001,1,2,3000085,1
88,3001,1,2,3000086,0
88,3001,1,2,3000086,1
89,3001,1,2,3000087,0
89,3001,1,2,3000087,1
90,3001,1,2,3000088,0
90,3001,1,2,3000088,1
91,3001,1,2,3000089,0
91,3001,1,2,3000089,1
92,3001,1,2,3000090,0
92,3001,1,2,3000090,1
93,3001,1,2,3000091,0
93,3001,1,2,3000091,1
94,3001,1,2,3000092,0
94,3001,1,2,3000092,1
95,3001,1,2,3000093,0
95,3001,1,2,3000093,1
96,3001,1,2,3000094,0
96,3001,1,2,3000094,1
97,3001,1,2,3000095,0
97,3001,1,2,3000095,1
98,3001,1,2,3000096,0
98,3001,1,2,3000096,1
99,3001,1,2,3000097,0
99,3001,1,2,3000097,1
100,3001,1,2,3000098,0
100,3001,1,2,3000098,1
101,3001,1,2,3000099,0
101,3001,1,2,3000099,1
102,3001,1,2,3000100,0
102,3001,1,2,3000100,1
103,3001,1,2,3000101,0
