Criation_Time, Product, Quantity, Client, Order_id, Status, Notes-fornecedor
54,1001,11821,0,1000054,0,1
54,2001,79656,1,2000010,0,2
55,1001,11856,0,1000055,0,1
55,2001,79656,1,2000011,0,2
56,1001,11819,0,1000056,0,1
56,2001,79649,1,2000012,0,2
57,1001,11832,0,1000057,0,1
57,2001,79663,1,2000013,0,2
58,1001,11727,0,1000058,0,1
58,2001,79649,1,2000014,0,2
59,1001,11704,0,1000059,0,1
59,2001,79636,1,2000015,0,2
60,1001,11698,0,1000060,0,1
60,2001,79622,1,2000016,0,2
61,1001,11652,0,1000061,0,1
61,2001,79582,1,2000017,0,2
62,1001,11702,0,1000062,0,1
62,2001,79541,1,2000018,0,2
63,1001,11721,0,1000063,0,1
63,2001,79513,1,2000019,0,2
64,1001,11855,0,1000064,0,1
64,2001,79527,1,2000020,0,2
65,1001,11870,0,1000065,0,1
65,2001,79534,1,2000021,0,2
66,1001,11883,0,1000066,0,1
66,2001,79548,1,2000022,0,2
67,1001,11808,0,1000067,0,1
67,2001,79562,1,2000023,0,2
68,1001,11766,0,1000068,0,1
68,2001,79575,1,2000024,0,2
69,1001,11791,0,1000069,0,1
69,2001,79608,1,2000025,0,2
70,1001,11815,0,1000070,0,1
70,2001,79642,1,2000026,0,2
71,1001,11830,0,1000071,0,1
71,2001,79668,1,2000027,0,2
72,1001,11882,0,1000072,0,1
72,2001,79709,1,2000028,0,2
73,1001,11868,0,1000073,0,1
73,2001,79736,1,2000029,0,2
74,1001,11832,0,1000074,0,1
74,2001,79750,1,2000030,0,2
75,1001,11863,0,1000075,0,1
75,2001,79777,1,2000031,0,2
76,1001,11901,0,1000076,0,1
76,2001,79804,1,2000032,0,2
77,1001,11865,0,1000077,0,1
77,2001,79818,1,2000033,0,2
78,1001,11890,0,1000078,0,1
78,2001,79839,1,2000034,0,2
79,1001,11900,0,1000079,0,1
79,2001,79880,1,2000035,0,2
80,1001,11922,0,1000080,0,1
80,2001,79927,1,2000036,0,2
81,1001,11980,0,1000081,0,1
81,2001,79982,1,2000037,0,2
82,1001,11968,0,1000082,0,1
82,2001,80030,1,2000038,0,2
83,1001,12066,0,1000083,0,1
83,2001,80087,1,2000039,0,2
84,1001,12151,0,1000084,0,1
84,2001,80158,1,2000040,0,2
85,1001,12159,0,1000085,0,1
85,2001,80236,1,2000041,0,2
86,1001,12128,0,1000086,0,1
86,2001,80300,1,2000042,0,2
87,1001,12114,0,1000087,0,1
87,2001,80363,1,2000043,0,2
88,1001,12109,0,1000088,0,1
88,2001,80425,1,2000044,0,2
89,1001,12115,0,1000089,0,1
89,2001,80514,1,2000045,0,2
90,1001,12127,0,1000090,0,1
90,2001,80602,1,2000046,0,2
91,1001,12162,0,1000091,0,1
91,2001,80704,1,2000047,0,2
92,1001,12140,0,1000092,0,1
92,2001,80811,1,2000048,0,2
93,1001,12189,0,1000093,0,1
93,2001,80919,1,2000049,0,2
94,1001,12246,0,1000094,0,1
94,2001,81035,1,2000050,0,2
95,1001,12259,0,1000095,0,1
95,2001,81125,1,2000051,0,2
96,1001,12173,0,1000096,0,1
96,2001,81187,1,2000052,0,2
97,1001,12239,0,1000097,0,1
97,2001,81269,1,2000053,0,2
98,1001,12166,0,1000098,0,1
98,2001,81343,1,2000054,0,2
99,1001,12193,0,1000099,0,1
99,2001,81436,1,2000055,0,2
100,1001,12193,0,1000100,0,1
100,2001,81523,1,2000056,0,2
101,1001,12219,0,1000101,0,1
101,2001,81609,1,2000057,0,2
102,1001,12259,0,1000102,0,1
102,2001,81703,1,2000058,0,2
103,1001,12281,0,1000103,0,1
103,2001,81791,1,2000059,0,2
104,1001,12271,0,1000104,0,1
104,2001,81878,1,2000060,0,2
105,1001,12271,0,1000105,0,1
105,2001,81971,1,2000061,0,2
106,1001,12296,0,1000106,0,1
106,2001,82065,1,2000062,0,2
107,1001,12271,0,1000107,0,1
107,2001,82145,1,2000063,0,2
108,1001,12338,0,1000108,0,1
108,2001,82245,1,2000064,0,2
109,1001,12276,0,1000109,0,1
109,2001,82330,1,2000065,0,2
110,1001,12250,0,1000110,0,1
110,2001,82402,1,2000066,0,2
111,1001,12163,0,1000111,0,1
111,2001,82454,1,2000067,0,2
112,1001,12161,0,1000112,0,1
112,2001,82493,1,2000068,0,2
113,1001,12166,0,1000113,0,1
113,2001,82531,1,2000069,0,2
114,1001,12124,0,1000114,0,1
114,2001,82544,1,2000070,0,2
115,1001,12123,0,1000115,0,1
115,2001,82538,1,2000071,0,2
116,1001,12064,0,1000116,0,1
116,2001,82518,1,2000072,0,2
117,1001,12132,0,1000117,0,1
117,2001,82518,1,2000073,0,2
118,1001,12101,0,1000118,0,1
118,2001,82518,1,2000074,0,2
119,1001,12158,0,1000119,0,1
119,2001,82525,1,2000075,0,2
120,1001,12158,0,1000120,0,1
120,2001,82531,1,2000076,0,2
121,1001,12152,0,1000121,0,1
121,2001,82538,1,2000077,0,2
122,1001,12143,0,1000122,0,1
122,2001,82538,1,2000078,0,2
123,1001,12114,0,1000123,0,1
123,2001,82531,1,2000079,0,2
124,1001,12091,0,1000124,0,1
124,2001,82511,1,2000080,0,2
125,1001,12136,0,1000125,0,1
125,2001,82484,1,2000081,0,2
126,1001,12084,0,1000126,0,1
126,2001,82444,1,2000082,0,2
127,1001,12044,0,1000127,0,1
127,2001,82418,1,2000083,0,2
128,1001,12017,0,1000128,0,1
128,2001,82371,1,2000084,0,2
129,1001,11996,0,1000129,0,1
129,2001,82339,1,2000085,0,2
130,1001,11983,0,1000130,0,1
130,2001,82292,1,2000086,0,2
131,1001,12025,0,1000131,0,1
131,2001,82252,1,2000087,0,2
132,1001,12104,0,1000132,0,1
132,2001,82232,1,2000088,0,2
133,1001,12127,0,1000133,0,1
133,2001,82205,1,2000089,0,2
134,1001,12147,0,1000134,0,1
134,2001,82170,1,2000090,0,2
135,1001,12108,0,1000135,0,1
135,2001,82136,1,2000091,0,2
136,1001,12129,0,1000136,0,1
136,2001,82101,1,2000092,0,2
137,1001,12143,0,1000137,0,1
137,2001,82066,1,2000093,0,2
138,1001,12060,0,1000138,0,1
138,2001,82025,1,2000094,0,2
139,1001,12084,0,1000139,0,1
139,2001,81963,1,2000095,0,2
140,1001,12139,0,1000140,0,1
140,2001,81935,1,2000096,0,2
141,1001,12133,0,1000141,0,1
141,2001,81907,1,2000097,0,2
142,1001,12143,0,1000142,0,1
142,2001,81907,1,2000098,0,2
143,1001,12146,0,1000143,0,1
143,2001,81900,1,2000099,0,2
144,1001,12225,0,1000144,0,1
144,2001,81914,1,2000100,0,2
145,1001,12121,0,1000145,0,1
145,2001,81914,1,2000101,0,2
146,1001,12053,0,1000146,0,1
146,2001,81900,1,2000102,0,2
147,1001,12028,0,1000147,0,1
147,2001,81887,1,2000103,0,2
148,1001,12048,0,1000148,0,1
148,2001,81874,1,2000104,0,2
149,1001,12034,0,1000149,0,1
149,2001,81860,1,2000105,0,2
150,1001,11938,0,1000150,0,1
150,2001,81814,1,2000106,0,2
151,1001,11866,0,1000151,0,1
151,2001,81748,1,2000107,0,2
152,1001,11894,0,1000152,0,1
152,2001,81695,1,2000108,0,2
153,1001,11892,0,1000153,0,1
153,2001,81641,1,2000109,0,2
154,1001,11969,0,1000154,0,1
154,2001,81608,1,2000110,0,2
155,1001,11933,0,1000155,0,1
155,2001,81575,1,2000111,0,2
156,1001,11920,0,1000156,0,1
156,2001,81528,1,2000112,0,2
157,1001,11926,0,1000157,0,1
157,2001,81494,1,2000113,0,2
158,1001,11907,0,1000158,0,1
158,2001,81461,1,2000114,0,2
159,1001,11912,0,1000159,0,1
159,2001,81441,1,2000115,0,2
160,1001,11891,0,1000160,0,1
160,2001,81422,1,2000116,0,2
161,1001,11926,0,1000161,0,1
161,2001,81409,1,2000117,0,2
162,1001,11883,0,1000162,0,1
162,2001,81376,1,2000118,0,2
163,1001,11825,0,1000163,0,1
163,2001,81316,1,2000119,0,2
164,1001,11802,0,1000164,0,1
164,2001,81250,1,2000120,0,2
165,1001,11782,0,1000165,0,1
165,2001,81169,1,2000121,0,2
166,1001,11784,0,1000166,0,1
166,2001,81103,1,2000122,0,2
167,1001,11741,0,1000167,0,1
167,2001,81016,1,2000123,0,2
168,1001,11725,0,1000168,0,1
168,2001,80929,1,2000124,0,2
169,1001,11746,0,1000169,0,1
169,2001,80856,1,2000125,0,2
170,1001,11746,0,1000170,0,1
170,2001,80783,1,2000126,0,2
171,1001,11746,0,1000171,0,1
171,2001,80701,1,2000127,0,2
172,1001,11812,0,1000172,0,1
172,2001,80625,1,2000128,0,2
173,1001,11884,0,1000173,0,1
173,2001,80569,1,2000129,0,2
174,1001,11873,0,1000174,0,1
174,2001,80506,1,2000130,0,2
175,1001,11888,0,1000175,0,1
175,2001,80428,1,2000131,0,2
176,1001,11904,0,1000176,0,1
176,2001,80378,1,2000132,0,2
177,1001,11896,0,1000177,0,1
177,2001,80343,1,2000133,0,2
178,1001,11964,0,1000178,0,1
178,2001,80329,1,2000134,0,2
179,1001,11970,0,1000179,0,1
179,2001,80315,1,2000135,0,2
180,1001,11986,0,1000180,0,1
180,2001,80301,1,2000136,0,2
181,1001,12035,0,1000181,0,1
181,2001,80322,1,2000137,0,2
182,1001,12051,0,1000182,0,1
182,2001,80363,1,2000138,0,2
183,1001,12007,0,1000183,0,1
183,2001,80391,1,2000139,0,2
184,1001,12046,0,1000184,0,1
184,2001,80426,1,2000140,0,2
185,1001,12066,0,1000185,0,1
185,2001,80447,1,2000141,0,2
186,1001,12085,0,1000186,0,1
186,2001,80482,1,2000142,0,2
187,1001,12088,0,1000187,0,1
187,2001,80517,1,2000143,0,2
188,1001,12070,0,1000188,0,1
188,2001,80552,1,2000144,0,2
189,1001,12129,0,1000189,0,1
189,2001,80602,1,2000145,0,2
190,1001,12082,0,1000190,0,1
190,2001,80643,1,2000146,0,2
191,1001,12044,0,1000191,0,1
191,2001,80678,1,2000147,0,2
192,1001,12021,0,1000192,0,1
192,2001,80698,1,2000148,0,2
193,1001,12005,0,1000193,0,1
193,2001,80726,1,2000149,0,2
194,1001,12060,0,1000194,0,1
194,2001,80773,1,2000150,0,2
195,1001,12059,0,1000195,0,1
195,2001,80827,1,2000151,0,2
196,1001,12169,0,1000196,0,1
196,2001,80916,1,2000152,0,2
197,1001,12170,0,1000197,0,1
197,2001,80997,1,2000153,0,2
198,1001,12118,0,1000198,0,1
198,2001,81084,1,2000154,0,2
199,1001,12081,0,1000199,0,1
199,2001,81156,1,2000155,0,2
200,1001,12123,0,1000200,0,1
200,2001,81235,1,2000156,0,2
201,1001,12143,0,1000201,0,1
201,2001,81321,1,2000157,0,2
202,1001,12222,0,1000202,0,1
202,2001,81421,1,2000158,0,2
203,1001,12212,0,1000203,0,1
203,2001,81508,1,2000159,0,2
204,1001,12203,0,1000204,0,1
204,2001,81582,1,2000160,0,2
205,1001,12188,0,1000205,0,1
205,2001,81649,1,2000161,0,2
206,1001,12212,0,1000206,0,1
206,2001,81716,1,2000162,0,2
207,1001,12264,0,1000207,0,1
207,2001,81797,1,2000163,0,2
208,1001,12229,0,1000208,0,1
208,2001,81871,1,2000164,0,2
209,1001,12198,0,1000209,0,1
209,2001,81918,1,2000165,0,2
210,1001,12142,0,1000210,0,1
210,2001,81958,1,2000166,0,2
211,1001,12201,0,1000211,0,1
211,2001,82005,1,2000167,0,2
212,1001,12225,0,1000212,0,1
212,2001,82045,1,2000168,0,2
213,1001,12186,0,1000213,0,1
213,2001,82073,1,2000169,0,2
214,1001,12187,0,1000214,0,1
214,2001,82113,1,2000170,0,2
215,1001,12117,0,1000215,0,1
215,2001,82126,1,2000171,0,2
216,1001,12162,0,1000216,0,1
216,2001,82146,1,2000172,0,2
217,1001,12182,0,1000217,0,1
217,2001,82166,1,2000173,0,2
218,1001,12195,0,1000218,0,1
218,2001,82193,1,2000174,0,2
219,1001,12174,0,1000219,0,1
219,2001,82213,1,2000175,0,2
220,1001,12125,0,1000220,0,1
220,2001,82213,1,2000176,0,2
221,1001,12112,0,1000221,0,1
221,2001,82220,1,2000177,0,2
222,1001,12108,0,1000222,0,1
222,2001,82233,1,2000178,0,2
223,1001,12124,0,1000223,0,1
223,2001,82253,1,2000179,0,2
224,1001,11937,0,1000224,0,1
224,2001,82240,1,2000180,0,2
225,1001,11898,0,1000225,0,1
225,2001,82208,1,2000181,0,2
226,1001,11891,0,1000226,0,1
226,2001,82177,1,2000182,0,2
227,1001,11894,0,1000227,0,1
227,2001,82118,1,2000183,0,2
228,1001,11951,0,1000228,0,1
228,2001,82072,1,2000184,0,2
229,1001,11936,0,1000229,0,1
229,2001,82033,1,2000185,0,2
230,1001,11950,0,1000230,0,1
230,2001,82007,1,2000186,0,2
231,1001,11910,0,1000231,0,1
231,2001,81961,1,2000187,0,2
232,1001,11888,0,1000232,0,1
232,2001,81902,1,2000188,0,2
233,1001,11884,0,1000233,0,1
233,2001,81835,1,2000189,0,2
234,1001,11884,0,1000234,0,1
234,2001,81762,1,2000190,0,2
235,1001,11823,0,1000235,0,1
235,2001,81683,1,2000191,0,2
236,1001,11866,0,1000236,0,1
236,2001,81609,1,2000192,0,2
237,1001,11838,0,1000237,0,1
237,2001,81529,1,2000193,0,2
238,1001,11831,0,1000238,0,1
238,2001,81434,1,2000194,0,2
239,1001,11838,0,1000239,0,1
239,2001,81353,1,2000195,0,2
240,1001,11858,0,1000240,0,1
240,2001,81278,1,2000196,0,2
241,1001,11852,0,1000241,0,1
241,2001,81210,1,2000197,0,2
242,1001,11844,0,1000242,0,1
242,2001,81135,1,2000198,0,2
243,1001,11812,0,1000243,0,1
243,2001,81046,1,2000199,0,2
244,1001,11809,0,1000244,0,1
244,2001,80957,1,2000200,0,2
245,1001,11802,0,1000245,0,1
245,2001,80875,1,2000201,0,2
246,1001,11766,0,1000246,0,1
246,2001,80801,1,2000202,0,2
247,1001,11775,0,1000247,0,1
247,2001,80712,1,2000203,0,2
248,1001,11772,0,1000248,0,1
248,2001,80622,1,2000204,0,2
249,1001,11775,0,1000249,0,1
249,2001,80525,1,2000205,0,2
250,1001,11767,0,1000250,0,1
250,2001,80435,1,2000206,0,2
251,1001,11787,0,1000251,0,1
251,2001,80359,1,2000207,0,2
252,1001,11810,0,1000252,0,1
252,2001,80296,1,2000208,0,2
253,1001,11807,0,1000253,0,1
253,2001,80226,1,2000209,0,2
254,1001,11873,0,1000254,0,1
254,2001,80169,1,2000210,0,2
255,1001,11891,0,1000255,0,1
255,2001,80155,1,2000211,0,2
256,1001,11886,0,1000256,0,1
256,2001,80155,1,2000212,0,2
257,1001,11885,0,1000257,0,1
257,2001,80155,1,2000213,0,2
258,1001,11861,0,1000258,0,1
258,2001,80148,1,2000214,0,2
259,1001,11850,0,1000259,0,1
259,2001,80121,1,2000215,0,2
260,1001,11807,0,1000260,0,1
260,2001,80093,1,2000216,0,2
261,1001,11761,0,1000261,0,1
261,2001,80052,1,2000217,0,2
262,1001,11722,0,1000262,0,1
262,2001,80012,1,2000218,0,2
263,1001,11718,0,1000263,0,1
263,2001,79979,1,2000219,0,2
264,1001,11739,0,1000264,0,1
264,2001,79945,1,2000220,0,2
265,1001,11765,0,1000265,0,1
265,2001,79918,1,2000221,0,2
266,1001,11772,0,1000266,0,1
266,2001,79904,1,2000222,0,2
267,1001,11767,0,1000267,0,1
267,2001,79884,1,2000223,0,2
268,1001,11723,0,1000268,0,1
268,2001,79864,1,2000224,0,2
269,1001,11696,0,1000269,0,1
269,2001,79830,1,2000225,0,2
270,1001,11671,0,1000270,0,1
270,2001,79797,1,2000226,0,2
271,1001,11718,0,1000271,0,1
271,2001,79763,1,2000227,0,2
272,1001,11740,0,1000272,0,1
272,2001,79743,1,2000228,0,2
273,1001,11736,0,1000273,0,1
273,2001,79716,1,2000229,0,2
274,1001,11767,0,1000274,0,1
274,2001,79709,1,2000230,0,2
275,1001,11761,0,1000275,0,1
275,2001,79696,1,2000231,0,2
276,1001,11801,0,1000276,0,1
276,2001,79696,1,2000232,0,2
277,1001,11834,0,1000277,0,1
277,2001,79709,1,2000233,0,2
278,1001,11817,0,1000278,0,1
278,2001,79723,1,2000234,0,2
279,1001,11846,0,1000279,0,1
279,2001,79736,1,2000235,0,2
280,1001,11872,0,1000280,0,1
280,2001,79757,1,2000236,0,2
281,1001,11864,0,1000281,0,1
281,2001,79777,1,2000237,0,2
282,1001,11860,0,1000282,0,1
282,2001,79798,1,2000238,0,2
283,1001,11827,0,1000283,0,1
283,2001,79798,1,2000239,0,2
284,1001,11838,0,1000284,0,1
284,2001,79805,1,2000240,0,2
285,1001,11841,0,1000285,0,1
285,2001,79798,1,2000241,0,2
286,1001,11780,0,1000286,0,1
286,2001,79777,1,2000242,0,2
287,1001,11814,0,1000287,0,1
287,2001,79757,1,2000243,0,2
288,1001,11824,0,1000288,0,1
288,2001,79743,1,2000244,0,2
289,1001,11763,0,1000289,0,1
289,2001,79722,1,2000245,0,2
290,1001,11780,0,1000290,0,1
290,2001,79709,1,2000246,0,2
291,1001,11711,0,1000291,0,1
291,2001,79688,1,2000247,0,2
292,1001,11738,0,1000292,0,1
292,2001,79682,1,2000248,0,2
293,1001,11729,0,1000293,0,1
293,2001,79682,1,2000249,0,2
294,1001,11715,0,1000294,0,1
294,2001,79682,1,2000250,0,2
295,1001,11719,0,1000295,0,1
295,2001,79682,1,2000251,0,2
296,1001,11698,0,1000296,0,1
296,2001,79662,1,2000252,0,2
297,1001,11678,0,1000297,0,1
297,2001,79642,1,2000253,0,2
298,1001,11654,0,1000298,0,1
298,2001,79622,1,2000254,0,2
299,1001,11579,0,1000299,0,1
299,2001,79589,1,2000255,0,2
300,1001,11600,0,1000300,0,1
300,2001,79570,1,2000256,0,2
301,1001,11636,0,1000301,0,1
301,2001,79563,1,2000257,0,2
302,1001,11602,0,1000302,0,1
302,2001,79537,1,2000258,0,2
303,1001,11542,0,1000303,0,1
303,2001,79498,1,2000259,0,2
304,1001,11562,0,1000304,0,1
304,2001,79459,1,2000260,0,2
305,1001,11569,0,1000305,0,1
305,2001,79420,1,2000261,0,2
306,1001,11574,0,1000306,0,1
306,2001,79380,1,2000262,0,2
307,1001,11555,0,1000307,0,1
307,2001,79327,1,2000263,0,2
308,1001,11562,0,1000308,0,1
308,2001,79266,1,2000264,0,2
309,1001,11602,0,1000309,0,1
309,2001,79219,1,2000265,0,2
310,1001,11602,0,1000310,0,1
310,2001,79165,1,2000266,0,2
311,1001,11604,0,1000311,0,1
311,2001,79110,1,2000267,0,2
312,1001,11655,0,1000312,0,1
312,2001,79061,1,2000268,0,2
313,1001,11623,0,1000313,0,1
313,2001,79006,1,2000269,0,2
314,1001,11637,0,1000314,0,1
314,2001,78964,1,2000270,0,2
315,1001,11630,0,1000315,0,1
315,2001,78916,1,2000271,0,2
316,1001,11603,0,1000316,0,1
316,2001,78867,1,2000272,0,2
317,1001,11618,0,1000317,0,1
317,2001,78826,1,2000273,0,2
318,1001,11617,0,1000318,0,1
318,2001,78785,1,2000274,0,2
319,1001,11593,0,1000319,0,1
319,2001,78736,1,2000275,0,2
320,1001,11645,0,1000320,0,1
320,2001,78708,1,2000276,0,2
321,1001,11578,0,1000321,0,1
321,2001,78660,1,2000277,0,2
322,1001,11603,0,1000322,0,1
322,2001,78640,1,2000278,0,2
323,1001,11578,0,1000323,0,1
323,2001,78605,1,2000279,0,2
324,1001,11569,0,1000324,0,1
324,2001,78564,1,2000280,0,2
325,1001,11519,0,1000325,0,1
325,2001,78524,1,2000281,0,2
326,1001,11579,0,1000326,0,1
326,2001,78496,1,2000282,0,2
327,1001,11577,0,1000327,0,1
327,2001,78469,1,2000283,0,2
328,1001,11558,0,1000328,0,1
328,2001,78441,1,2000284,0,2
329,1001,11460,0,1000329,0,1
329,2001,78401,1,2000285,0,2
330,1001,11448,0,1000330,0,1
330,2001,78368,1,2000286,0,2
331,1001,11444,0,1000331,0,1
331,2001,78335,1,2000287,0,2
332,1001,11368,0,1000332,0,1
332,2001,78283,1,2000288,0,2
333,1001,11316,0,1000333,0,1
333,2001,78217,1,2000289,0,2
334,1001,11345,0,1000334,0,1
334,2001,78178,1,2000290,0,2
335,1001,11271,0,1000335,0,1
335,2001,78121,1,2000291,0,2
336,1001,11278,0,1000336,0,1
336,2001,78056,1,2000292,0,2
337,1001,11259,0,1000337,0,1
337,2001,77991,1,2000293,0,2
338,1001,11206,0,1000338,0,1
338,2001,77920,1,2000294,0,2
339,1001,11223,0,1000339,0,1
339,2001,77849,1,2000295,0,2
340,1001,11291,0,1000340,0,1
340,2001,77783,1,2000296,0,2
341,1001,11276,0,1000341,0,1
341,2001,77709,1,2000297,0,2
342,1001,11363,0,1000342,0,1
342,2001,77662,1,2000298,0,2
343,1001,11314,0,1000343,0,1
343,2001,77587,1,2000299,0,2
344,1001,11339,0,1000344,0,1
344,2001,77519,1,2000300,0,2
345,1001,11291,0,1000345,0,1
345,2001,77445,1,2000301,0,2
346,1001,11287,0,1000346,0,1
346,2001,77370,1,2000302,0,2
347,1001,11256,0,1000347,0,1
347,2001,77295,1,2000303,0,2
348,1001,11299,0,1000348,0,1
348,2001,77227,1,2000304,0,2
349,1001,11311,0,1000349,0,1
349,2001,77158,1,2000305,0,2
350,1001,11273,0,1000350,0,1
350,2001,77089,1,2000306,0,2
351,1001,11278,0,1000351,0,1
351,2001,77005,1,2000307,0,2
352,1001,11309,0,1000352,0,1
352,2001,76943,1,2000308,0,2
353,1001,11262,0,1000353,0,1
353,2001,76867,1,2000309,0,2
354,1001,11336,0,1000354,0,1
354,2001,76811,1,2000310,0,2
355,1001,11330,0,1000355,0,1
355,2001,76761,1,2000311,0,2
356,1001,11273,0,1000356,0,1
356,2001,76706,1,2000312,0,2
357,1001,11295,0,1000357,0,1
357,2001,76636,1,2000313,0,2
358,1001,11301,0,1000358,0,1
358,2001,76580,1,2000314,0,2
359,1001,11310,0,1000359,0,1
359,2001,76523,1,2000315,0,2
360,1001,11317,0,1000360,0,1
360,2001,76488,1,2000316,0,2
361,1001,11312,0,1000361,0,1
361,2001,76460,1,2000317,0,2
362,1001,11331,0,1000362,0,1
362,2001,76433,1,2000318,0,2
363,1001,11303,0,1000363,0,1
363,2001,76419,1,2000319,0,2
364,1001,11334,0,1000364,0,1
364,2001,76419,1,2000320,0,2
365,1001,11326,0,1000365,0,1
365,2001,76419,1,2000321,0,2
