_id,actor_id,order_time,product,quantity,client,status,close_time
3000001,3,2,3001,10833,2,1,2.0
3000002,3,2,3001,10833,2,0,
3000003,3,3,3001,10833,2,0,
3000004,3,3,3001,21666,2,0,
3000005,3,4,3001,10833,2,0,
3000006,3,4,3001,21666,2,0,
3000007,3,5,3001,10833,2,0,
3000008,3,5,3001,21666,2,0,
3000009,3,6,3001,10833,2,0,
3000010,3,6,3001,21666,2,0,
3000011,3,7,3001,10833,2,0,
3000012,3,7,3001,21666,2,0,
3000013,3,8,3001,10833,2,0,
3000014,3,8,3001,21666,2,0,
3000015,3,9,3001,10833,2,0,
3000016,3,9,3001,21666,2,0,
3000017,3,10,3001,12301,2,0,
3000018,3,10,3001,24602,2,0,
3000019,3,11,3001,12301,2,0,
3000020,3,11,3001,24602,2,0,
3000021,3,12,3001,12301,2,0,
3000022,3,12,3001,24602,2,0,
3000023,3,13,3001,12301,2,0,
3000024,3,13,3001,24602,2,0,
3000025,3,14,3001,12301,2,0,
3000026,3,14,3001,24602,2,0,
3000027,3,15,3001,12301,2,0,
3000028,3,15,3001,24602,2,0,
3000029,3,16,3001,12301,2,0,
3000030,3,16,3001,24602,2,0,
3000031,3,17,3001,12301,2,0,
3000032,3,17,3001,24602,2,0,
3000033,3,18,3001,12301,2,0,
3000034,3,18,3001,24602,2,0,
3000035,3,19,3001,12301,2,0,
3000036,3,19,3001,24602,2,0,
3000037,3,20,3001,12944,2,0,
3000038,3,20,3001,25888,2,0,
3000039,3,21,3001,12944,2,0,
3000040,3,21,3001,25888,2,0,
3000041,3,22,3001,12944,2,0,
3000042,3,22,3001,25888,2,0,
3000043,3,23,3001,12944,2,0,
3000044,3,23,3001,25888,2,0,
3000045,3,24,3001,12944,2,0,
3000046,3,24,3001,25888,2,0,
3000047,3,25,3001,12944,2,0,
3000048,3,25,3001,25888,2,0,
3000049,3,26,3001,12944,2,0,
3000050,3,26,3001,25888,2,0,
3000051,3,27,3001,12944,2,0,
3000052,3,27,3001,25888,2,0,
3000053,3,28,3001,12944,2,0,
3000054,3,28,3001,25888,2,0,
3000055,3,29,3001,12944,2,0,
3000056,3,29,3001,25888,2,0,
3000057,3,30,3001,14430,2,0,
3000058,3,30,3001,28860,2,0,
3000059,3,31,3001,14430,2,0,
3000060,3,31,3001,28860,2,0,
3000061,3,32,3001,14430,2,0,
3000062,3,32,3001,28860,2,0,
3000063,3,33,3001,14430,2,0,
3000064,3,33,3001,28860,2,0,
3000065,3,34,3001,14430,2,0,
3000066,3,34,3001,28860,2,0,
3000067,3,35,3001,14430,2,0,
3000068,3,35,3001,28860,2,0,
3000069,3,36,3001,14430,2,0,
3000070,3,36,3001,28860,2,0,
3000071,3,37,3001,14430,2,0,
3000072,3,37,3001,28860,2,0,
3000073,3,38,3001,14430,2,0,
3000074,3,38,3001,28860,2,0,
3000075,3,39,3001,14430,2,0,
3000076,3,39,3001,28860,2,0,
3000077,3,40,3001,14145,2,0,
3000078,3,40,3001,28290,2,0,
3000079,3,41,3001,14145,2,0,
3000080,3,41,3001,28290,2,0,
3000081,3,42,3001,14145,2,0,
3000082,3,42,3001,28290,2,0,
3000083,3,43,3001,14145,2,0,
3000084,3,43,3001,28290,2,0,
3000085,3,44,3001,14145,2,0,
3000086,3,44,3001,28290,2,0,
3000087,3,45,3001,14145,2,0,
3000088,3,45,3001,28290,2,0,
3000089,3,46,3001,14145,2,0,
3000090,3,46,3001,28290,2,0,
3000091,3,47,3001,14145,2,0,
3000092,3,47,3001,28290,2,0,
3000093,3,48,3001,14145,2,0,
