_id,actor_id,order_time,product,quantity,client,status,close_time
1000001,1,1,1001,10833,0,1,1.0
1000002,1,2,1001,10833,0,0,
1000003,1,3,1001,10833,0,0,
1000004,1,4,1001,10833,0,0,
1000005,1,5,1001,10833,0,0,
1000006,1,6,1001,10833,0,0,
1000007,1,7,1001,10833,0,0,
1000008,1,8,1001,10833,0,0,
1000009,1,9,1001,10833,0,0,
1000010,1,10,1001,12301,0,0,
1000011,1,11,1001,12301,0,0,
1000012,1,12,1001,12301,0,0,
1000013,1,13,1001,12301,0,0,
1000014,1,14,1001,12301,0,0,
1000015,1,15,1001,12301,0,0,
1000016,1,16,1001,12301,0,0,
1000017,1,17,1001,12301,0,0,
1000018,1,18,1001,12301,0,0,
1000019,1,19,1001,12301,0,0,
1000020,1,20,1001,12944,0,0,
1000021,1,21,1001,12944,0,0,
1000022,1,22,1001,12944,0,0,
1000023,1,23,1001,12944,0,0,
1000024,1,24,1001,12944,0,0,
1000025,1,25,1001,12944,0,0,
1000026,1,26,1001,12944,0,0,
1000027,1,27,1001,12944,0,0,
1000028,1,28,1001,12944,0,0,
1000029,1,29,1001,12944,0,0,
1000030,1,30,1001,14430,0,0,
1000031,1,31,1001,14430,0,0,
1000032,1,32,1001,14430,0,0,
1000033,1,33,1001,14430,0,0,
1000034,1,34,1001,14430,0,0,
1000035,1,35,1001,14430,0,0,
1000036,1,36,1001,14430,0,0,
1000037,1,37,1001,14430,0,0,
1000038,1,38,1001,14430,0,0,
1000039,1,39,1001,14430,0,0,
1000040,1,40,1001,14145,0,0,
1000041,1,41,1001,14145,0,0,
1000042,1,42,1001,14145,0,0,
1000043,1,43,1001,14145,0,0,
1000044,1,44,1001,14145,0,0,
1000045,1,45,1001,14145,0,0,
1000046,1,46,1001,14145,0,0,
1000047,1,47,1001,14145,0,0,
1000048,1,48,1001,14145,0,0,
1000049,1,49,1001,14145,0,0,
1000050,1,50,1001,13355,0,0,
1000051,1,51,1001,13355,0,0,
1000052,1,52,1001,13355,0,0,
1000053,1,53,1001,13355,0,0,
1000054,1,54,1001,13355,0,0,
1000055,1,55,1001,13355,0,0,
1000056,1,56,1001,13355,0,0,
1000057,1,57,1001,13355,0,0,
1000058,1,58,1001,13355,0,0,
1000059,1,59,1001,13355,0,0,
1000060,1,60,1001,14058,0,0,
1000061,1,61,1001,14058,0,0,
1000062,1,62,1001,14058,0,0,
1000063,1,63,1001,14058,0,0,
1000064,1,64,1001,14058,0,0,
1000065,1,65,1001,14058,0,0,
1000066,1,66,1001,14058,0,0,
1000067,1,67,1001,14058,0,0,
1000068,1,68,1001,14058,0,0,
1000069,1,69,1001,14058,0,0,
1000070,1,70,1001,12912,0,0,
1000071,1,71,1001,12912,0,0,
1000072,1,72,1001,12912,0,0,
1000073,1,73,1001,12912,0,0,
1000074,1,74,1001,12912,0,0,
1000075,1,75,1001,12912,0,0,
1000076,1,76,1001,12912,0,0,
1000077,1,77,1001,12912,0,0,
1000078,1,78,1001,12912,0,0,
1000079,1,79,1001,12912,0,0,
1000080,1,80,1001,14389,0,0,
