_id,actor_id,order_time,product,quantity,client,status,close_time
5000001,5,2,5001,10833,4,1,2
5000002,5,2,5001,10833,4,1,2
5000003,5,3,5001,10833,4,1,3
5000004,5,3,5001,43332,4,1,3
5000005,5,4,5001,10833,4,1,4
5000006,5,4,5001,43332,4,1,4
5000007,5,5,5001,10833,4,1,5
5000008,5,5,5001,43332,4,1,5
5000009,5,6,5001,10833,4,1,6
5000010,5,6,5001,43332,4,1,6
5000011,5,7,5001,10833,4,1,7
5000012,5,7,5001,43332,4,1,7
5000013,5,8,5001,10833,4,1,8
5000014,5,8,5001,43332,4,1,8
5000015,5,9,5001,10833,4,1,9
5000016,5,9,5001,43332,4,1,9
5000017,5,10,5001,12301,4,1,10
5000018,5,10,5001,49204,4,1,10
5000019,5,11,5001,12301,4,1,11
5000020,5,11,5001,49204,4,1,11
5000021,5,12,5001,12301,4,1,12
5000022,5,12,5001,49204,4,1,12
5000023,5,13,5001,12301,4,1,13
5000024,5,13,5001,49204,4,1,13
5000025,5,14,5001,12301,4,1,14
5000026,5,14,5001,49204,4,1,14
5000027,5,15,5001,12301,4,1,15
5000028,5,15,5001,49204,4,1,15
5000029,5,16,5001,12301,4,1,16
5000030,5,16,5001,49204,4,1,16
5000031,5,17,5001,12301,4,1,17
5000032,5,17,5001,49204,4,1,17
5000033,5,18,5001,12301,4,1,18
5000034,5,18,5001,49204,4,1,18
5000035,5,19,5001,12301,4,1,19
5000036,5,19,5001,49204,4,1,19
5000037,5,20,5001,12944,4,1,20
5000038,5,20,5001,51776,4,1,20
5000039,5,21,5001,12944,4,1,21
5000040,5,21,5001,51776,4,1,21
5000041,5,22,5001,12944,4,1,22
5000042,5,22,5001,51776,4,1,22
5000043,5,23,5001,12944,4,1,23
5000044,5,23,5001,51776,4,1,23
5000045,5,24,5001,12944,4,1,24
5000046,5,24,5001,51776,4,1,24
5000047,5,25,5001,12944,4,1,25
5000048,5,25,5001,51776,4,1,25
5000049,5,26,5001,12944,4,1,26
5000050,5,26,5001,51776,4,1,26
5000051,5,27,5001,12944,4,1,27
5000052,5,27,5001,51776,4,1,27
5000053,5,28,5001,12944,4,1,28
5000054,5,28,5001,51776,4,1,28
5000055,5,29,5001,12944,4,1,29
5000056,5,29,5001,51776,4,1,29
5000057,5,30,5001,14430,4,1,30
5000058,5,30,5001,57720,4,1,30
5000059,5,31,5001,14430,4,1,31
5000060,5,31,5001,57720,4,1,31
5000061,5,32,5001,14430,4,1,32
5000062,5,32,5001,57720,4,1,32
5000063,5,33,5001,14430,4,1,33
5000064,5,33,5001,57720,4,1,33
5000065,5,34,5001,14430,4,1,34
5000066,5,34,5001,57720,4,1,34
5000067,5,35,5001,14430,4,1,35
5000068,5,35,5001,57720,4,1,35
5000069,5,36,5001,14430,4,1,36
5000070,5,36,5001,57720,4,1,36
5000071,5,37,5001,14430,4,1,37
5000072,5,37,5001,57720,4,1,37
5000073,5,38,5001,14430,4,1,38
5000074,5,38,5001,57720,4,1,38
5000075,5,39,5001,14430,4,1,39
5000076,5,39,5001,57720,4,1,39
5000077,5,40,5001,14145,4,1,40
5000078,5,40,5001,56580,4,1,40
5000079,5,41,5001,14145,4,1,41
5000080,5,41,5001,56580,4,1,41
5000081,5,42,5001,14145,4,1,42
5000082,5,42,5001,56580,4,1,42
5000083,5,43,5001,14145,4,1,43
5000084,5,43,5001,56580,4,1,43
