_id,actor_id,order_time,product,quantity,client,status,close_time
4000001,4,2,4001,10833,3,1,2.0
4000002,4,2,4001,10833,3,0,
4000003,4,3,4001,10833,3,0,
4000004,4,3,4001,32499,3,0,
4000005,4,4,4001,10833,3,0,
4000006,4,4,4001,32499,3,0,
4000007,4,5,4001,10833,3,0,
4000008,4,5,4001,32499,3,0,
4000009,4,6,4001,10833,3,0,
4000010,4,6,4001,32499,3,0,
4000011,4,7,4001,10833,3,0,
4000012,4,7,4001,32499,3,0,
4000013,4,8,4001,10833,3,0,
4000014,4,8,4001,32499,3,0,
4000015,4,9,4001,10833,3,0,
4000016,4,9,4001,32499,3,0,
4000017,4,10,4001,12301,3,0,
4000018,4,10,4001,36903,3,0,
4000019,4,11,4001,12301,3,0,
4000020,4,11,4001,36903,3,0,
4000021,4,12,4001,12301,3,0,
4000022,4,12,4001,36903,3,0,
4000023,4,13,4001,12301,3,0,
4000024,4,13,4001,36903,3,0,
4000025,4,14,4001,12301,3,0,
4000026,4,14,4001,36903,3,0,
4000027,4,15,4001,12301,3,0,
4000028,4,15,4001,36903,3,0,
4000029,4,16,4001,12301,3,0,
4000030,4,16,4001,36903,3,0,
4000031,4,17,4001,12301,3,0,
4000032,4,17,4001,36903,3,0,
4000033,4,18,4001,12301,3,0,
4000034,4,18,4001,36903,3,0,
4000035,4,19,4001,12301,3,0,
4000036,4,19,4001,36903,3,0,
4000037,4,20,4001,12944,3,0,
4000038,4,20,4001,38832,3,0,
4000039,4,21,4001,12944,3,0,
4000040,4,21,4001,38832,3,0,
4000041,4,22,4001,12944,3,0,
4000042,4,22,4001,38832,3,0,
4000043,4,23,4001,12944,3,0,
4000044,4,23,4001,38832,3,0,
4000045,4,24,4001,12944,3,0,
4000046,4,24,4001,38832,3,0,
4000047,4,25,4001,12944,3,0,
4000048,4,25,4001,38832,3,0,
4000049,4,26,4001,12944,3,0,
4000050,4,26,4001,38832,3,0,
4000051,4,27,4001,12944,3,0,
4000052,4,27,4001,38832,3,0,
4000053,4,28,4001,12944,3,0,
4000054,4,28,4001,38832,3,0,
4000055,4,29,4001,12944,3,0,
4000056,4,29,4001,38832,3,0,
4000057,4,30,4001,14430,3,0,
4000058,4,30,4001,43290,3,0,
4000059,4,31,4001,14430,3,0,
4000060,4,31,4001,43290,3,0,
4000061,4,32,4001,14430,3,0,
4000062,4,32,4001,43290,3,0,
4000063,4,33,4001,14430,3,0,
4000064,4,33,4001,43290,3,0,
4000065,4,34,4001,14430,3,0,
4000066,4,34,4001,43290,3,0,
4000067,4,35,4001,14430,3,0,
4000068,4,35,4001,43290,3,0,
4000069,4,36,4001,14430,3,0,
