Criation_Time, Product, Quantity, Client, Order_id, Status, Notes-fornecedor
128,1001,12017,0,1000128,0,1
129,1001,11996,0,1000129,0,1
130,1001,11983,0,1000130,0,1
131,1001,12025,0,1000131,0,1
132,1001,12104,0,1000132,0,1
133,1001,12127,0,1000133,0,1
134,1001,12147,0,1000134,0,1
135,1001,12108,0,1000135,0,1
136,1001,12129,0,1000136,0,1
137,1001,12143,0,1000137,0,1
138,1001,12060,0,1000138,0,1
139,1001,12084,0,1000139,0,1
140,1001,12139,0,1000140,0,1
141,1001,12133,0,1000141,0,1
142,1001,12143,0,1000142,0,1
143,1001,12146,0,1000143,0,1
144,1001,12225,0,1000144,0,1
145,1001,12121,0,1000145,0,1
146,1001,12053,0,1000146,0,1
147,1001,12028,0,1000147,0,1
148,1001,12048,0,1000148,0,1
149,1001,12034,0,1000149,0,1
150,1001,11938,0,1000150,0,1
151,1001,11866,0,1000151,0,1
152,1001,11894,0,1000152,0,1
153,1001,11892,0,1000153,0,1
154,1001,11969,0,1000154,0,1
155,1001,11933,0,1000155,0,1
156,1001,11920,0,1000156,0,1
157,1001,11926,0,1000157,0,1
158,1001,11907,0,1000158,0,1
159,1001,11912,0,1000159,0,1
160,1001,11891,0,1000160,0,1
161,1001,11926,0,1000161,0,1
162,1001,11883,0,1000162,0,1
163,1001,11825,0,1000163,0,1
164,1001,11802,0,1000164,0,1
165,1001,11782,0,1000165,0,1
166,1001,11784,0,1000166,0,1
167,1001,11741,0,1000167,0,1
168,1001,11725,0,1000168,0,1
169,1001,11746,0,1000169,0,1
170,1001,11746,0,1000170,0,1
171,1001,11746,0,1000171,0,1
172,1001,11812,0,1000172,0,1
173,1001,11884,0,1000173,0,1
174,1001,11873,0,1000174,0,1
175,1001,11888,0,1000175,0,1
176,1001,11904,0,1000176,0,1
177,1001,11896,0,1000177,0,1
178,1001,11964,0,1000178,0,1
179,1001,11970,0,1000179,0,1
180,1001,11986,0,1000180,0,1
181,1001,12035,0,1000181,0,1
182,1001,12051,0,1000182,0,1
183,1001,12007,0,1000183,0,1
184,1001,12046,0,1000184,0,1
185,1001,12066,0,1000185,0,1
186,1001,12085,0,1000186,0,1
187,1001,12088,0,1000187,0,1
188,1001,12070,0,1000188,0,1
189,1001,12129,0,1000189,0,1
190,1001,12082,0,1000190,0,1
191,1001,12044,0,1000191,0,1
192,1001,12021,0,1000192,0,1
193,1001,12005,0,1000193,0,1
194,1001,12060,0,1000194,0,1
195,1001,12059,0,1000195,0,1
196,1001,12169,0,1000196,0,1
197,1001,12170,0,1000197,0,1
198,1001,12118,0,1000198,0,1
199,1001,12081,0,1000199,0,1
200,1001,12123,0,1000200,0,1
201,1001,12143,0,1000201,0,1
202,1001,12222,0,1000202,0,1
203,1001,12212,0,1000203,0,1
204,1001,12203,0,1000204,0,1
205,1001,12188,0,1000205,0,1
206,1001,12212,0,1000206,0,1
207,1001,12264,0,1000207,0,1
208,1001,12229,0,1000208,0,1
209,1001,12198,0,1000209,0,1
210,1001,12142,0,1000210,0,1
211,1001,12201,0,1000211,0,1
212,1001,12225,0,1000212,0,1
213,1001,12186,0,1000213,0,1
214,1001,12187,0,1000214,0,1
215,1001,12117,0,1000215,0,1
216,1001,12162,0,1000216,0,1
217,1001,12182,0,1000217,0,1
218,1001,12195,0,1000218,0,1
219,1001,12174,0,1000219,0,1
220,1001,12125,0,1000220,0,1
221,1001,12112,0,1000221,0,1
222,1001,12108,0,1000222,0,1
223,1001,12124,0,1000223,0,1
224,1001,11937,0,1000224,0,1
225,1001,11898,0,1000225,0,1
226,1001,11891,0,1000226,0,1
227,1001,11894,0,1000227,0,1
228,1001,11951,0,1000228,0,1
229,1001,11936,0,1000229,0,1
230,1001,11950,0,1000230,0,1
231,1001,11910,0,1000231,0,1
232,1001,11888,0,1000232,0,1
233,1001,11884,0,1000233,0,1
234,1001,11884,0,1000234,0,1
235,1001,11823,0,1000235,0,1
236,1001,11866,0,1000236,0,1
237,1001,11838,0,1000237,0,1
238,1001,11831,0,1000238,0,1
239,1001,11838,0,1000239,0,1
240,1001,11858,0,1000240,0,1
241,1001,11852,0,1000241,0,1
242,1001,11844,0,1000242,0,1
243,1001,11812,0,1000243,0,1
244,1001,11809,0,1000244,0,1
245,1001,11802,0,1000245,0,1
246,1001,11766,0,1000246,0,1
247,1001,11775,0,1000247,0,1
248,1001,11772,0,1000248,0,1
249,1001,11775,0,1000249,0,1
250,1001,11767,0,1000250,0,1
251,1001,11787,0,1000251,0,1
252,1001,11810,0,1000252,0,1
253,1001,11807,0,1000253,0,1
254,1001,11873,0,1000254,0,1
255,1001,11891,0,1000255,0,1
256,1001,11886,0,1000256,0,1
257,1001,11885,0,1000257,0,1
258,1001,11861,0,1000258,0,1
259,1001,11850,0,1000259,0,1
260,1001,11807,0,1000260,0,1
261,1001,11761,0,1000261,0,1
262,1001,11722,0,1000262,0,1
263,1001,11718,0,1000263,0,1
264,1001,11739,0,1000264,0,1
265,1001,11765,0,1000265,0,1
266,1001,11772,0,1000266,0,1
267,1001,11767,0,1000267,0,1
268,1001,11723,0,1000268,0,1
269,1001,11696,0,1000269,0,1
270,1001,11671,0,1000270,0,1
271,1001,11718,0,1000271,0,1
272,1001,11740,0,1000272,0,1
273,1001,11736,0,1000273,0,1
274,1001,11767,0,1000274,0,1
275,1001,11761,0,1000275,0,1
276,1001,11801,0,1000276,0,1
277,1001,11834,0,1000277,0,1
278,1001,11817,0,1000278,0,1
279,1001,11846,0,1000279,0,1
280,1001,11872,0,1000280,0,1
281,1001,11864,0,1000281,0,1
282,1001,11860,0,1000282,0,1
283,1001,11827,0,1000283,0,1
284,1001,11838,0,1000284,0,1
285,1001,11841,0,1000285,0,1
286,1001,11780,0,1000286,0,1
287,1001,11814,0,1000287,0,1
288,1001,11824,0,1000288,0,1
289,1001,11763,0,1000289,0,1
290,1001,11780,0,1000290,0,1
291,1001,11711,0,1000291,0,1
292,1001,11738,0,1000292,0,1
293,1001,11729,0,1000293,0,1
294,1001,11715,0,1000294,0,1
295,1001,11719,0,1000295,0,1
296,1001,11698,0,1000296,0,1
297,1001,11678,0,1000297,0,1
298,1001,11654,0,1000298,0,1
299,1001,11579,0,1000299,0,1
300,1001,11600,0,1000300,0,1
301,1001,11636,0,1000301,0,1
302,1001,11602,0,1000302,0,1
303,1001,11542,0,1000303,0,1
304,1001,11562,0,1000304,0,1
305,1001,11569,0,1000305,0,1
306,1001,11574,0,1000306,0,1
307,1001,11555,0,1000307,0,1
308,1001,11562,0,1000308,0,1
309,1001,11602,0,1000309,0,1
310,1001,11602,0,1000310,0,1
311,1001,11604,0,1000311,0,1
312,1001,11655,0,1000312,0,1
313,1001,11623,0,1000313,0,1
314,1001,11637,0,1000314,0,1
315,1001,11630,0,1000315,0,1
316,1001,11603,0,1000316,0,1
317,1001,11618,0,1000317,0,1
318,1001,11617,0,1000318,0,1
319,1001,11593,0,1000319,0,1
320,1001,11645,0,1000320,0,1
321,1001,11578,0,1000321,0,1
322,1001,11603,0,1000322,0,1
323,1001,11578,0,1000323,0,1
324,1001,11569,0,1000324,0,1
325,1001,11519,0,1000325,0,1
326,1001,11579,0,1000326,0,1
327,1001,11577,0,1000327,0,1
328,1001,11558,0,1000328,0,1
329,1001,11460,0,1000329,0,1
330,1001,11448,0,1000330,0,1
331,1001,11444,0,1000331,0,1
332,1001,11368,0,1000332,0,1
333,1001,11316,0,1000333,0,1
334,1001,11345,0,1000334,0,1
335,1001,11271,0,1000335,0,1
336,1001,11278,0,1000336,0,1
337,1001,11259,0,1000337,0,1
338,1001,11206,0,1000338,0,1
339,1001,11223,0,1000339,0,1
340,1001,11291,0,1000340,0,1
341,1001,11276,0,1000341,0,1
342,1001,11363,0,1000342,0,1
343,1001,11314,0,1000343,0,1
344,1001,11339,0,1000344,0,1
345,1001,11291,0,1000345,0,1
346,1001,11287,0,1000346,0,1
347,1001,11256,0,1000347,0,1
348,1001,11299,0,1000348,0,1
349,1001,11311,0,1000349,0,1
350,1001,11273,0,1000350,0,1
351,1001,11278,0,1000351,0,1
352,1001,11309,0,1000352,0,1
353,1001,11262,0,1000353,0,1
354,1001,11336,0,1000354,0,1
355,1001,11330,0,1000355,0,1
356,1001,11273,0,1000356,0,1
357,1001,11295,0,1000357,0,1
358,1001,11301,0,1000358,0,1
359,1001,11310,0,1000359,0,1
360,1001,11317,0,1000360,0,1
361,1001,11312,0,1000361,0,1
362,1001,11331,0,1000362,0,1
363,1001,11303,0,1000363,0,1
364,1001,11334,0,1000364,0,1
365,1001,11326,0,1000365,0,1
