_id,deliver_day,order_id,order_criation_day,sending_day,receiver,sender,product,quantity,transit_time,lead_time,theoretical_lead,transaction_id
854,221,5000425,214,214,4,5,5001,14946,,,7,854
855,226,5000426,214,214,4,5,5001,59784,,,12,855
856,226,5000426,214,214,4,5,5001,59784,,,12,856
857,223,5000427,215,215,4,5,5001,14946,,,8,857
858,228,5000427,215,215,4,5,5001,14946,,,13,858
859,227,5000428,215,215,4,5,5001,59784,,,12,859
860,225,5000428,215,215,4,5,5001,59784,,,10,860
861,224,5000429,216,216,4,5,5001,14946,,,8,861
862,229,5000429,216,216,4,5,5001,14946,,,13,862
863,230,5000430,216,216,4,5,5001,59784,,,14,863
864,225,5000430,216,216,4,5,5001,59784,,,9,864
865,229,5000431,217,217,4,5,5001,14946,,,12,865
866,229,5000431,217,217,4,5,5001,14946,,,12,866
867,228,5000432,217,217,4,5,5001,59784,,,11,867
868,225,5000432,217,217,4,5,5001,59784,,,8,868
869,227,5000433,218,218,4,5,5001,14946,,,9,869
870,231,5000433,218,218,4,5,5001,14946,,,13,870
871,224,5000434,218,218,4,5,5001,59784,,,6,871
872,230,5000434,218,218,4,5,5001,59784,,,12,872
873,227,5000435,219,219,4,5,5001,14946,,,8,873
874,228,5000435,219,219,4,5,5001,14946,,,9,874
875,234,5000436,219,219,4,5,5001,59784,,,15,875
876,232,5000436,219,219,4,5,5001,59784,,,13,876
877,227,5000437,220,220,4,5,5001,16335,,,7,877
878,236,5000437,220,220,4,5,5001,16335,,,16,878
879,226,5000438,220,220,4,5,5001,65340,,,6,879
880,239,5000438,220,220,4,5,5001,65340,,,19,880
881,230,5000439,221,221,4,5,5001,16335,,,9,881
882,231,5000439,221,221,4,5,5001,16335,,,10,882
883,231,5000440,221,221,4,5,5001,65340,,,10,883
884,232,5000440,221,221,4,5,5001,65340,,,11,884
885,231,5000441,222,222,4,5,5001,16335,,,9,885
886,237,5000441,222,222,4,5,5001,16335,,,15,886
887,234,5000442,222,222,4,5,5001,65340,,,12,887
888,230,5000442,222,222,4,5,5001,65340,,,8,888
889,232,5000443,223,223,4,5,5001,16335,,,9,889
890,234,5000443,223,223,4,5,5001,16335,,,11,890
891,231,5000444,223,223,4,5,5001,65340,,,8,891
892,236,5000444,223,223,4,5,5001,65340,,,13,892
893,235,5000445,224,224,4,5,5001,16335,,,11,893
894,238,5000445,224,224,4,5,5001,16335,,,14,894
895,234,5000446,224,224,4,5,5001,65340,,,10,895
896,233,5000446,224,224,4,5,5001,65340,,,9,896
897,237,5000447,225,225,4,5,5001,16335,,,12,897
898,240,5000447,225,225,4,5,5001,16335,,,15,898
899,235,5000448,225,225,4,5,5001,65340,,,10,899
900,235,5000448,225,225,4,5,5001,65340,,,10,900
901,233,5000449,226,226,4,5,5001,16335,,,7,901
902,231,5000449,226,226,4,5,5001,16335,,,5,902
903,238,5000450,226,226,4,5,5001,65340,,,12,903
904,234,5000450,226,226,4,5,5001,65340,,,8,904
905,233,5000451,227,227,4,5,5001,16335,,,6,905
906,233,5000451,227,227,4,5,5001,16335,,,6,906
907,238,5000452,227,227,4,5,5001,65340,,,11,907
908,233,5000452,227,227,4,5,5001,65340,,,6,908
909,234,5000453,228,228,4,5,5001,16335,,,6,909
910,239,5000453,228,228,4,5,5001,16335,,,11,910
911,238,5000454,228,228,4,5,5001,65340,,,10,911
912,237,5000454,228,228,4,5,5001,65340,,,9,912
913,241,5000455,229,229,4,5,5001,16335,,,12,913
914,243,5000455,229,229,4,5,5001,16335,,,14,914
915,236,5000456,229,229,4,5,5001,65340,,,7,915
916,243,5000456,229,229,4,5,5001,65340,,,14,916
917,237,5000457,230,230,4,5,5001,11358,,,7,917
918,242,5000457,230,230,4,5,5001,11358,,,12,918
919,238,5000458,230,230,4,5,5001,45432,,,8,919
920,239,5000458,230,230,4,5,5001,45432,,,9,920
921,245,5000459,231,231,4,5,5001,11358,,,14,921
922,241,5000459,231,231,4,5,5001,11358,,,10,922
923,240,5000460,231,231,4,5,5001,45432,,,9,923
924,245,5000460,231,231,4,5,5001,45432,,,14,924
925,242,5000461,232,232,4,5,5001,11358,,,10,925
926,239,5000461,232,232,4,5,5001,11358,,,7,926
927,237,5000462,232,232,4,5,5001,45432,,,5,927
928,245,5000462,232,232,4,5,5001,45432,,,13,928
929,248,5000463,233,233,4,5,5001,11358,,,15,929
930,244,5000463,233,233,4,5,5001,11358,,,11,930
931,239,5000464,233,233,4,5,5001,45432,,,6,931
932,237,5000464,233,233,4,5,5001,45432,,,4,932
933,243,5000465,234,234,4,5,5001,11358,,,9,933
934,245,5000465,234,234,4,5,5001,11358,,,11,934
935,245,5000466,234,234,4,5,5001,45432,,,11,935
936,241,5000466,234,234,4,5,5001,45432,,,7,936
937,244,5000467,235,235,4,5,5001,11358,,,9,937
938,247,5000467,235,235,4,5,5001,11358,,,12,938
939,246,5000468,235,235,4,5,5001,45432,,,11,939
940,245,5000468,235,235,4,5,5001,45432,,,10,940
941,240,5000469,236,236,4,5,5001,11358,,,4,941
942,250,5000469,236,236,4,5,5001,11358,,,14,942
943,243,5000470,236,236,4,5,5001,45432,,,7,943
944,253,5000470,236,236,4,5,5001,45432,,,17,944
945,246,5000471,237,237,4,5,5001,11358,,,9,945
946,251,5000471,237,237,4,5,5001,11358,,,14,946
947,250,5000472,237,237,4,5,5001,45432,,,13,947
948,248,5000472,237,237,4,5,5001,45432,,,11,948
949,246,5000473,238,238,4,5,5001,11358,,,8,949
950,247,5000473,238,238,4,5,5001,11358,,,9,950
951,251,5000474,238,238,4,5,5001,45432,,,13,951
952,248,5000474,238,238,4,5,5001,45432,,,10,952
953,257,5000475,239,239,4,5,5001,11358,,,18,953
954,252,5000475,239,239,4,5,5001,11358,,,13,954
955,250,5000476,239,239,4,5,5001,45432,,,11,955
956,250,5000476,239,239,4,5,5001,45432,,,11,956
957,253,5000477,240,240,4,5,5001,12369,,,13,957
958,250,5000477,240,240,4,5,5001,12369,,,10,958
959,253,5000478,240,240,4,5,5001,49476,,,13,959
960,250,5000478,240,240,4,5,5001,49476,,,10,960
961,254,5000479,241,241,4,5,5001,12369,,,13,961
962,253,5000479,241,241,4,5,5001,12369,,,12,962
963,248,5000480,241,241,4,5,5001,49476,,,7,963
964,254,5000480,241,241,4,5,5001,49476,,,13,964
965,254,5000481,242,242,4,5,5001,12369,,,12,965
966,252,5000481,242,242,4,5,5001,12369,,,10,966
967,255,5000482,242,242,4,5,5001,49476,,,13,967
968,254,5000482,242,242,4,5,5001,49476,,,12,968
969,253,5000483,243,243,4,5,5001,12369,,,10,969
970,253,5000483,243,243,4,5,5001,12369,,,10,970
971,254,5000484,243,243,4,5,5001,49476,,,11,971
972,250,5000484,243,243,4,5,5001,49476,,,7,972
973,253,5000485,244,244,4,5,5001,12369,,,9,973
974,255,5000485,244,244,4,5,5001,12369,,,11,974
975,253,5000486,244,244,4,5,5001,49476,,,9,975
976,259,5000486,244,244,4,5,5001,49476,,,15,976
977,258,5000487,245,245,4,5,5001,12369,,,13,977
978,253,5000487,245,245,4,5,5001,12369,,,8,978
979,259,5000488,245,245,4,5,5001,49476,,,14,979
980,256,5000488,245,245,4,5,5001,49476,,,11,980
981,260,5000489,246,246,4,5,5001,12369,,,14,981
982,256,5000489,246,246,4,5,5001,12369,,,10,982
983,251,5000490,246,246,4,5,5001,49476,,,5,983
984,252,5000490,246,246,4,5,5001,49476,,,6,984
985,261,5000491,247,247,4,5,5001,12369,,,14,985
986,264,5000491,247,247,4,5,5001,12369,,,17,986
987,258,5000492,247,247,4,5,5001,49476,,,11,987
988,257,5000492,247,247,4,5,5001,49476,,,10,988
989,257,5000493,248,248,4,5,5001,12369,,,9,989
990,261,5000493,248,248,4,5,5001,12369,,,13,990
991,262,5000494,248,248,4,5,5001,49476,,,14,991
992,260,5000494,248,248,4,5,5001,49476,,,12,992
993,262,5000495,249,249,4,5,5001,12369,,,13,993
994,260,5000495,249,249,4,5,5001,12369,,,11,994
995,251,5000496,249,249,4,5,5001,49476,,,2,995
996,260,5000496,249,249,4,5,5001,49476,,,11,996
997,263,5000497,250,250,4,5,5001,15333,,,13,997
998,257,5000497,250,250,4,5,5001,15333,,,7,998
999,264,5000498,250,250,4,5,5001,61332,,,14,999
1000,263,5000498,250,250,4,5,5001,61332,,,13,1000
1001,264,5000499,251,251,4,5,5001,15333,,,13,1001
1002,264,5000499,251,251,4,5,5001,15333,,,13,1002
1003,264,5000500,251,251,4,5,5001,61332,,,13,1003
1004,257,5000500,251,251,4,5,5001,61332,,,6,1004
1005,263,5000501,252,252,4,5,5001,15333,,,11,1005
1006,265,5000501,252,252,4,5,5001,15333,,,13,1006
1007,261,5000502,252,252,4,5,5001,61332,,,9,1007
1008,263,5000502,252,252,4,5,5001,61332,,,11,1008
1009,265,5000503,253,253,4,5,5001,15333,,,12,1009
1010,266,5000503,253,253,4,5,5001,15333,,,13,1010
1011,261,5000504,253,253,4,5,5001,61332,,,8,1011
1012,269,5000504,253,253,4,5,5001,61332,,,16,1012
1013,261,5000505,254,254,4,5,5001,15333,,,7,1013
1014,266,5000505,254,254,4,5,5001,15333,,,12,1014
1015,268,5000506,254,254,4,5,5001,61332,,,14,1015
1016,262,5000506,254,254,4,5,5001,61332,,,8,1016
1017,268,5000507,255,255,4,5,5001,15333,,,13,1017
1018,265,5000507,255,255,4,5,5001,15333,,,10,1018
1019,268,5000508,255,255,4,5,5001,61332,,,13,1019
1020,267,5000508,255,255,4,5,5001,61332,,,12,1020
1021,264,5000509,256,256,4,5,5001,15333,,,8,1021
1022,268,5000509,256,256,4,5,5001,15333,,,12,1022
1023,271,5000510,256,256,4,5,5001,61332,,,15,1023
1024,264,5000510,256,256,4,5,5001,61332,,,8,1024
1025,265,5000511,257,257,4,5,5001,15333,,,8,1025
1026,265,5000511,257,257,4,5,5001,15333,,,8,1026
1027,267,5000512,257,257,4,5,5001,61332,,,10,1027
1028,272,5000512,257,257,4,5,5001,61332,,,15,1028
1029,267,5000513,258,258,4,5,5001,15333,,,9,1029
1030,270,5000513,258,258,4,5,5001,15333,,,12,1030
1031,268,5000514,258,258,4,5,5001,61332,,,10,1031
1032,270,5000514,258,258,4,5,5001,61332,,,12,1032
1033,268,5000515,259,259,4,5,5001,15333,,,9,1033
1034,271,5000515,259,259,4,5,5001,15333,,,12,1034
1035,267,5000516,259,259,4,5,5001,61332,,,8,1035
1036,268,5000516,259,259,4,5,5001,61332,,,9,1036
1037,265,5000517,260,260,4,5,5001,15585,,,5,1037
1038,270,5000517,260,260,4,5,5001,15585,,,10,1038
1039,269,5000518,260,260,4,5,5001,62340,,,9,1039
1040,274,5000518,260,260,4,5,5001,62340,,,14,1040
1041,272,5000519,261,261,4,5,5001,15585,,,11,1041
1042,274,5000519,261,261,4,5,5001,15585,,,13,1042
1043,265,5000520,261,261,4,5,5001,62340,,,4,1043
1044,271,5000520,261,261,4,5,5001,62340,,,10,1044
1045,272,5000521,262,262,4,5,5001,15585,,,10,1045
1046,273,5000521,262,262,4,5,5001,15585,,,11,1046
1047,271,5000522,262,262,4,5,5001,62340,,,9,1047
1048,269,5000522,262,262,4,5,5001,62340,,,7,1048
1049,279,5000523,263,263,4,5,5001,15585,,,16,1049
1050,278,5000523,263,263,4,5,5001,15585,,,15,1050
1051,271,5000524,263,263,4,5,5001,62340,,,8,1051
1052,279,5000524,263,263,4,5,5001,62340,,,16,1052
1053,276,5000525,264,264,4,5,5001,15585,,,12,1053
1054,276,5000525,264,264,4,5,5001,15585,,,12,1054
1055,276,5000526,264,264,4,5,5001,62340,,,12,1055
1056,274,5000526,264,264,4,5,5001,62340,,,10,1056
1057,272,5000527,265,265,4,5,5001,15585,,,7,1057
1058,277,5000527,265,265,4,5,5001,15585,,,12,1058
1059,276,5000528,265,265,4,5,5001,62340,,,11,1059
1060,278,5000528,265,265,4,5,5001,62340,,,13,1060
1061,280,5000529,266,266,4,5,5001,15585,,,14,1061
1062,277,5000529,266,266,4,5,5001,15585,,,11,1062
1063,276,5000530,266,266,4,5,5001,62340,,,10,1063
1064,276,5000530,266,266,4,5,5001,62340,,,10,1064
1065,276,5000531,267,267,4,5,5001,15585,,,9,1065
1066,278,5000531,267,267,4,5,5001,15585,,,11,1066
1067,279,5000532,267,267,4,5,5001,62340,,,12,1067
1068,278,5000532,267,267,4,5,5001,62340,,,11,1068
1069,281,5000533,268,268,4,5,5001,15585,,,13,1069
1070,276,5000533,268,268,4,5,5001,15585,,,8,1070
1071,281,5000534,268,268,4,5,5001,62340,,,13,1071
1072,282,5000534,268,268,4,5,5001,62340,,,14,1072
1073,272,5000535,269,269,4,5,5001,15585,,,3,1073
1074,283,5000535,269,269,4,5,5001,15585,,,14,1074
1075,276,5000536,269,269,4,5,5001,62340,,,7,1075
1076,275,5000536,269,269,4,5,5001,62340,,,6,1076
1077,288,5000537,270,270,4,5,5001,15455,,,18,1077
1078,278,5000537,270,270,4,5,5001,15455,,,8,1078
1079,283,5000538,270,270,4,5,5001,61820,,,13,1079
1080,277,5000538,270,270,4,5,5001,61820,,,7,1080
1081,289,5000539,271,271,4,5,5001,15455,,,18,1081
1082,284,5000539,271,271,4,5,5001,15455,,,13,1082
1083,285,5000540,271,271,4,5,5001,61820,,,14,1083
1084,281,5000540,271,271,4,5,5001,61820,,,10,1084
1085,282,5000541,272,272,4,5,5001,15455,,,10,1085
1086,279,5000541,272,272,4,5,5001,15455,,,7,1086
1087,282,5000542,272,272,4,5,5001,61820,,,10,1087
1088,284,5000542,272,272,4,5,5001,61820,,,12,1088
1089,291,5000543,273,273,4,5,5001,15455,,,18,1089
1090,288,5000543,273,273,4,5,5001,15455,,,15,1090
1091,284,5000544,273,273,4,5,5001,61820,,,11,1091
1092,291,5000544,273,273,4,5,5001,61820,,,18,1092
1093,283,5000545,274,274,4,5,5001,15455,,,9,1093
1094,286,5000545,274,274,4,5,5001,15455,,,12,1094
1095,285,5000546,274,274,4,5,5001,61820,,,11,1095
1096,285,5000546,274,274,4,5,5001,61820,,,11,1096
1097,283,5000547,275,275,4,5,5001,15455,,,8,1097
1098,283,5000547,275,275,4,5,5001,15455,,,8,1098
1099,286,5000548,275,275,4,5,5001,61820,,,11,1099
1100,285,5000548,275,275,4,5,5001,61820,,,10,1100
1101,284,5000549,276,276,4,5,5001,15455,,,8,1101
1102,290,5000549,276,276,4,5,5001,15455,,,14,1102
1103,285,5000550,276,276,4,5,5001,61820,,,9,1103
1104,290,5000550,276,276,4,5,5001,61820,,,14,1104
1105,279,5000551,277,277,4,5,5001,15455,,,2,1105
1106,294,5000551,277,277,4,5,5001,15455,,,17,1106
1107,285,5000552,277,277,4,5,5001,61820,,,8,1107
1108,291,5000552,277,277,4,5,5001,61820,,,14,1108
1109,285,5000553,278,278,4,5,5001,15455,,,7,1109
1110,284,5000553,278,278,4,5,5001,15455,,,6,1110
1111,283,5000554,278,278,4,5,5001,61820,,,5,1111
1112,287,5000554,278,278,4,5,5001,61820,,,9,1112
1113,287,5000555,279,279,4,5,5001,15455,,,8,1113
1114,286,5000555,279,279,4,5,5001,15455,,,7,1114
1115,292,5000556,279,279,4,5,5001,61820,,,13,1115
1116,287,5000556,279,279,4,5,5001,61820,,,8,1116
1117,295,5000557,280,280,4,5,5001,17776,,,15,1117
1118,295,5000557,280,280,4,5,5001,17776,,,15,1118
1119,294,5000558,280,280,4,5,5001,71104,,,14,1119
1120,290,5000558,280,280,4,5,5001,71104,,,10,1120
1121,294,5000559,281,281,4,5,5001,17776,,,13,1121
1122,289,5000559,281,281,4,5,5001,17776,,,8,1122
1123,293,5000560,281,281,4,5,5001,71104,,,12,1123
1124,297,5000560,281,281,4,5,5001,71104,,,16,1124
1125,293,5000561,282,282,4,5,5001,17776,,,11,1125
1126,299,5000561,282,282,4,5,5001,17776,,,17,1126
1127,295,5000562,282,282,4,5,5001,71104,,,13,1127
1128,289,5000562,282,282,4,5,5001,71104,,,7,1128
1129,294,5000563,283,283,4,5,5001,17776,,,11,1129
1130,294,5000563,283,283,4,5,5001,17776,,,11,1130
1131,293,5000564,283,283,4,5,5001,71104,,,10,1131
1132,295,5000564,283,283,4,5,5001,71104,,,12,1132
1133,297,5000565,284,284,4,5,5001,17776,,,13,1133
1134,296,5000565,284,284,4,5,5001,17776,,,12,1134
1135,294,5000566,284,284,4,5,5001,71104,,,10,1135
1136,287,5000566,284,284,4,5,5001,71104,,,3,1136
1137,295,5000567,285,285,4,5,5001,17776,,,10,1137
1138,300,5000567,285,285,4,5,5001,17776,,,15,1138
1139,299,5000568,285,285,4,5,5001,71104,,,14,1139
1140,300,5000568,285,285,4,5,5001,71104,,,15,1140
1141,297,5000569,286,286,4,5,5001,17776,,,11,1141
1142,294,5000569,286,286,4,5,5001,17776,,,8,1142
1143,298,5000570,286,286,4,5,5001,71104,,,12,1143
1144,297,5000570,286,286,4,5,5001,71104,,,11,1144
1145,293,5000571,287,287,4,5,5001,17776,,,6,1145
1146,297,5000571,287,287,4,5,5001,17776,,,10,1146
1147,296,5000572,287,287,4,5,5001,71104,,,9,1147
1148,296,5000572,287,287,4,5,5001,71104,,,9,1148
1149,299,5000573,288,288,4,5,5001,17776,,,11,1149
1150,301,5000573,288,288,4,5,5001,17776,,,13,1150
1151,299,5000574,288,288,4,5,5001,71104,,,11,1151
1152,301,5000574,288,288,4,5,5001,71104,,,13,1152
1153,296,5000575,289,289,4,5,5001,17776,,,7,1153
1154,296,5000575,289,289,4,5,5001,17776,,,7,1154
1155,302,5000576,289,289,4,5,5001,71104,,,13,1155
1156,298,5000576,289,289,4,5,5001,71104,,,9,1156
1157,303,5000577,290,290,4,5,5001,15692,,,13,1157
1158,300,5000577,290,290,4,5,5001,15692,,,10,1158
1159,293,5000578,290,290,4,5,5001,62768,,,3,1159
1160,298,5000578,290,290,4,5,5001,62768,,,8,1160
1161,302,5000579,291,291,4,5,5001,15692,,,11,1161
1162,304,5000579,291,291,4,5,5001,15692,,,13,1162
1163,297,5000580,291,291,4,5,5001,62768,,,6,1163
1164,302,5000580,291,291,4,5,5001,62768,,,11,1164
1165,304,5000581,292,292,4,5,5001,15692,,,12,1165
1166,297,5000581,292,292,4,5,5001,15692,,,5,1166
1167,305,5000582,292,292,4,5,5001,62768,,,13,1167
1168,301,5000582,292,292,4,5,5001,62768,,,9,1168
1169,305,5000583,293,293,4,5,5001,15692,,,12,1169
1170,304,5000583,293,293,4,5,5001,15692,,,11,1170
1171,305,5000584,293,293,4,5,5001,62768,,,12,1171
1172,307,5000584,293,293,4,5,5001,62768,,,14,1172
1173,301,5000585,294,294,4,5,5001,15692,,,7,1173
1174,306,5000585,294,294,4,5,5001,15692,,,12,1174
1175,304,5000586,294,294,4,5,5001,62768,,,10,1175
1176,302,5000586,294,294,4,5,5001,62768,,,8,1176
1177,303,5000587,295,295,4,5,5001,15692,,,8,1177
1178,305,5000587,295,295,4,5,5001,15692,,,10,1178
1179,306,5000588,295,295,4,5,5001,62768,,,11,1179
1180,310,5000588,295,295,4,5,5001,62768,,,15,1180
1181,305,5000589,296,296,4,5,5001,15692,,,9,1181
1182,306,5000589,296,296,4,5,5001,15692,,,10,1182
1183,306,5000590,296,296,4,5,5001,62768,,,10,1183
1184,302,5000590,296,296,4,5,5001,62768,,,6,1184
1185,312,5000591,297,297,4,5,5001,15692,,,15,1185
1186,305,5000591,297,297,4,5,5001,15692,,,8,1186
1187,304,5000592,297,297,4,5,5001,62768,,,7,1187
1188,307,5000592,297,297,4,5,5001,62768,,,10,1188
1189,305,5000593,298,298,4,5,5001,15692,,,7,1189
1190,310,5000593,298,298,4,5,5001,15692,,,12,1190
1191,309,5000594,298,298,4,5,5001,62768,,,11,1191
1192,306,5000594,298,298,4,5,5001,62768,,,8,1192
1193,309,5000595,299,299,4,5,5001,15692,,,10,1193
1194,309,5000595,299,299,4,5,5001,15692,,,10,1194
1195,309,5000596,299,299,4,5,5001,62768,,,10,1195
1196,311,5000596,299,299,4,5,5001,62768,,,12,1196
1197,308,5000597,300,300,4,5,5001,16104,,,8,1197
1198,311,5000597,300,300,4,5,5001,16104,,,11,1198
1199,304,5000598,300,300,4,5,5001,64416,,,4,1199
1200,313,5000598,300,300,4,5,5001,64416,,,13,1200
1201,318,5000599,301,301,4,5,5001,16104,,,17,1201
1202,310,5000599,301,301,4,5,5001,16104,,,9,1202
1203,313,5000600,301,301,4,5,5001,64416,,,12,1203
1204,314,5000600,301,301,4,5,5001,64416,,,13,1204
1205,312,5000601,302,302,4,5,5001,16104,,,10,1205
1206,311,5000601,302,302,4,5,5001,16104,,,9,1206
1207,313,5000602,302,302,4,5,5001,64416,,,11,1207
1208,308,5000602,302,302,4,5,5001,64416,,,6,1208
1209,312,5000603,303,303,4,5,5001,16104,,,9,1209
1210,311,5000603,303,303,4,5,5001,16104,,,8,1210
1211,313,5000604,303,303,4,5,5001,64416,,,10,1211
1212,315,5000604,303,303,4,5,5001,64416,,,12,1212
1213,311,5000605,304,304,4,5,5001,16104,,,7,1213
1214,314,5000605,304,304,4,5,5001,16104,,,10,1214
1215,316,5000606,304,304,4,5,5001,64416,,,12,1215
1216,311,5000606,304,304,4,5,5001,64416,,,7,1216
1217,310,5000607,305,305,4,5,5001,16104,,,5,1217
1218,315,5000607,305,305,4,5,5001,16104,,,10,1218
1219,314,5000608,305,305,4,5,5001,64416,,,9,1219
1220,312,5000608,305,305,4,5,5001,64416,,,7,1220
1221,319,5000609,306,306,4,5,5001,16104,,,13,1221
1222,316,5000609,306,306,4,5,5001,16104,,,10,1222
1223,318,5000610,306,306,4,5,5001,64416,,,12,1223
1224,316,5000610,306,306,4,5,5001,64416,,,10,1224
1225,315,5000611,307,307,4,5,5001,16104,,,8,1225
1226,314,5000611,307,307,4,5,5001,16104,,,7,1226
1227,317,5000612,307,307,4,5,5001,64416,,,10,1227
1228,318,5000612,307,307,4,5,5001,64416,,,11,1228
1229,315,5000613,308,308,4,5,5001,16104,,,7,1229
1230,318,5000613,308,308,4,5,5001,16104,,,10,1230
1231,317,5000614,308,308,4,5,5001,64416,,,9,1231
1232,322,5000614,308,308,4,5,5001,64416,,,14,1232
1233,322,5000615,309,309,4,5,5001,16104,,,13,1233
1234,319,5000615,309,309,4,5,5001,16104,,,10,1234
1235,317,5000616,309,309,4,5,5001,64416,,,8,1235
1236,319,5000616,309,309,4,5,5001,64416,,,10,1236
1237,321,5000617,310,310,4,5,5001,15824,,,11,1237
1238,316,5000617,310,310,4,5,5001,15824,,,6,1238
1239,314,5000618,310,310,4,5,5001,63296,,,4,1239
1240,320,5000618,310,310,4,5,5001,63296,,,10,1240
1241,323,5000619,311,311,4,5,5001,15824,,,12,1241
1242,320,5000619,311,311,4,5,5001,15824,,,9,1242
1243,319,5000620,311,311,4,5,5001,63296,,,8,1243
1244,316,5000620,311,311,4,5,5001,63296,,,5,1244
1245,324,5000621,312,312,4,5,5001,15824,,,12,1245
1246,324,5000621,312,312,4,5,5001,15824,,,12,1246
1247,321,5000622,312,312,4,5,5001,63296,,,9,1247
1248,323,5000622,312,312,4,5,5001,63296,,,11,1248
1249,321,5000623,313,313,4,5,5001,15824,,,8,1249
1250,323,5000623,313,313,4,5,5001,15824,,,10,1250
1251,319,5000624,313,313,4,5,5001,63296,,,6,1251
1252,321,5000624,313,313,4,5,5001,63296,,,8,1252
1253,323,5000625,314,314,4,5,5001,15824,,,9,1253
1254,326,5000625,314,314,4,5,5001,15824,,,12,1254
1255,322,5000626,314,314,4,5,5001,63296,,,8,1255
1256,326,5000626,314,314,4,5,5001,63296,,,12,1256
1257,326,5000627,315,315,4,5,5001,15824,,,11,1257
1258,324,5000627,315,315,4,5,5001,15824,,,9,1258
1259,324,5000628,315,315,4,5,5001,63296,,,9,1259
1260,326,5000628,315,315,4,5,5001,63296,,,11,1260
1261,326,5000629,316,316,4,5,5001,15824,,,10,1261
1262,327,5000629,316,316,4,5,5001,15824,,,11,1262
1263,329,5000630,316,316,4,5,5001,63296,,,13,1263
1264,329,5000630,316,316,4,5,5001,63296,,,13,1264
1265,326,5000631,317,317,4,5,5001,15824,,,9,1265
1266,334,5000631,317,317,4,5,5001,15824,,,17,1266
1267,332,5000632,317,317,4,5,5001,63296,,,15,1267
1268,330,5000632,317,317,4,5,5001,63296,,,13,1268
1269,329,5000633,318,318,4,5,5001,15824,,,11,1269
1270,325,5000633,318,318,4,5,5001,15824,,,7,1270
1271,323,5000634,318,318,4,5,5001,63296,,,5,1271
1272,333,5000634,318,318,4,5,5001,63296,,,15,1272
1273,335,5000635,319,319,4,5,5001,15824,,,16,1273
1274,331,5000635,319,319,4,5,5001,15824,,,12,1274
1275,326,5000636,319,319,4,5,5001,63296,,,7,1275
1276,329,5000636,319,319,4,5,5001,63296,,,10,1276
1277,330,5000637,320,320,4,5,5001,15613,,,10,1277
1278,326,5000637,320,320,4,5,5001,15613,,,6,1278
1279,333,5000638,320,320,4,5,5001,62452,,,13,1279
1280,333,5000638,320,320,4,5,5001,62452,,,13,1280
1281,330,5000639,321,321,4,5,5001,15613,,,9,1281
1282,332,5000639,321,321,4,5,5001,15613,,,11,1282
1283,327,5000640,321,321,4,5,5001,62452,,,6,1283
1284,331,5000640,321,321,4,5,5001,62452,,,10,1284
1285,330,5000641,322,322,4,5,5001,15613,,,8,1285
1286,332,5000641,322,322,4,5,5001,15613,,,10,1286
1287,331,5000642,322,322,4,5,5001,62452,,,9,1287
1288,333,5000642,322,322,4,5,5001,62452,,,11,1288
1289,327,5000643,323,323,4,5,5001,15613,,,4,1289
1290,335,5000643,323,323,4,5,5001,15613,,,12,1290
1291,327,5000644,323,323,4,5,5001,62452,,,4,1291
1292,336,5000644,323,323,4,5,5001,62452,,,13,1292
1293,335,5000645,324,324,4,5,5001,15613,,,11,1293
1294,338,5000645,324,324,4,5,5001,15613,,,14,1294
1295,335,5000646,324,324,4,5,5001,62452,,,11,1295
1296,336,5000646,324,324,4,5,5001,62452,,,12,1296
1297,333,5000647,325,325,4,5,5001,15613,,,8,1297
1298,335,5000647,325,325,4,5,5001,15613,,,10,1298
1299,339,5000648,325,325,4,5,5001,62452,,,14,1299
1300,337,5000648,325,325,4,5,5001,62452,,,12,1300
1301,337,5000649,326,326,4,5,5001,15613,,,11,1301
1302,336,5000649,326,326,4,5,5001,15613,,,10,1302
1303,335,5000650,326,326,4,5,5001,62452,,,9,1303
1304,343,5000650,326,326,4,5,5001,62452,,,17,1304
1305,334,5000651,327,327,4,5,5001,15613,,,7,1305
1306,341,5000651,327,327,4,5,5001,15613,,,14,1306
1307,337,5000652,327,327,4,5,5001,62452,,,10,1307
1308,338,5000652,327,327,4,5,5001,62452,,,11,1308
1309,337,5000653,328,328,4,5,5001,15613,,,9,1309
1310,339,5000653,328,328,4,5,5001,15613,,,11,1310
1311,337,5000654,328,328,4,5,5001,62452,,,9,1311
1312,339,5000654,328,328,4,5,5001,62452,,,11,1312
1313,341,5000655,329,329,4,5,5001,15613,,,12,1313
1314,343,5000655,329,329,4,5,5001,15613,,,14,1314
1315,339,5000656,329,329,4,5,5001,62452,,,10,1315
1316,337,5000656,329,329,4,5,5001,62452,,,8,1316
1317,344,5000657,330,330,4,5,5001,16896,,,14,1317
1318,344,5000657,330,330,4,5,5001,16896,,,14,1318
1319,342,5000658,330,330,4,5,5001,67584,,,12,1319
1320,338,5000658,330,330,4,5,5001,67584,,,8,1320
1321,348,5000659,331,331,4,5,5001,16896,,,17,1321
1322,346,5000659,331,331,4,5,5001,16896,,,15,1322
1323,335,5000660,331,331,4,5,5001,67584,,,4,1323
1324,337,5000660,331,331,4,5,5001,67584,,,6,1324
1325,341,5000661,332,332,4,5,5001,16896,,,9,1325
1326,343,5000661,332,332,4,5,5001,16896,,,11,1326
1327,340,5000662,332,332,4,5,5001,67584,,,8,1327
