product;1001
;
Row Labels;Sum of quantity
10580;63480
10833;10833
11267;112670
11358;113580
11926;59630
12232;110088
12369;12369
12912;77472
13355;93485
13381;26762
13652;122868
13997;69985
14058;98406
14145;84870
14389;57556
14430;14430
14946;14946
15281;152810
15333;137997
15455;77275
15506;77530
15585;77925
15613;93678
15670;62680
15692;94152
15824;94944
16104;80520
16112;64448
16158;64632
16188;64752
16335;147015
16896;101376
17776;88880
18139;90695
Grand Total;2714739
