11,3001,10090,2,3000001,9,{},
14,3001,10305,2,3000002,9,{},
15,3001,10368,2,3000003,9,{},
16,3001,10388,2,3000004,9,{},
17,3001,10284,2,3000005,9,{},
18,3001,10229,2,3000006,9,{},
20,3001,10256,2,3000007,9,{},
22,3001,10308,2,3000008,9,{},
22,3001,10276,2,3000009,9,{},
22,3001,10225,2,3000010,9,{},
23,3001,10094,2,3000011,9,{},
25,3001,10093,2,3000012,9,{},
26,3001,10105,2,3000013,9,{},
27,3001,10089,2,3000014,9,{},
29,3001,10097,2,3000015,9,{},
29,3001,10027,2,3000016,9,{},
30,3001,10008,2,3000017,9,{},
31,3001,10019,2,3000018,9,{},
32,3001,9976,2,3000019,9,{},
34,3001,9848,2,3000020,9,{},
34,3001,9791,2,3000021,9,{},
35,3001,9710,2,3000022,9,{},
36,3001,9717,2,3000023,9,{},
37,3001,9748,2,3000024,9,{},
38,3001,9835,2,3000025,9,{},
39,3001,9767,2,3000026,9,{},
41,3001,9903,2,3000027,9,{},
42,3001,9934,2,3000028,9,{},
43,3001,9868,2,3000029,9,{},
44,3001,9801,2,3000030,9,{},
45,3001,9867,2,3000031,9,{},
46,3001,9778,2,3000032,9,{},
47,3001,9804,2,3000033,9,{},
48,3001,9919,2,3000034,9,{},
49,3001,9857,2,3000035,9,{},
50,3001,9857,2,3000036,9,{},
51,3001,10022,2,3000037,9,{},
52,3001,10068,2,3000038,9,{},
54,3001,9898,2,3000039,9,{},
54,3001,9813,2,3000040,9,{},
55,3001,9639,2,3000041,9,{},
56,3001,9714,2,3000042,9,{},
57,3001,9667,2,3000043,9,{},
58,3001,9725,2,3000044,9,{},
60,3001,9659,2,3000045,9,{},
60,3001,9640,2,3000046,9,{},
61,3001,9593,2,3000047,9,{},
62,3001,9543,2,3000048,9,{},
63,3001,9616,2,3000049,9,{},
64,3001,9613,2,3000050,9,{},
65,3001,9716,2,3000051,9,{},
66,3001,9620,2,3000052,9,{},
67,3001,9647,2,3000053,9,{},
68,3001,9663,2,3000054,9,{},
69,3001,9672,2,3000055,9,{},
70,3001,9715,2,3000056,9,{},
71,3001,9701,2,3000057,9,{},
72,3001,9603,2,3000058,9,{},
73,3001,9656,2,3000059,9,{},
74,3001,9715,2,3000060,9,{},
75,3001,9712,2,3000061,9,{},
76,3001,9647,2,3000062,9,{},
77,3001,9568,2,3000063,9,{},
78,3001,9555,2,3000064,9,{},
79,3001,9553,2,3000065,9,{},
80,3001,9564,2,3000066,9,{},
81,3001,9538,2,3000067,9,{},
82,3001,9673,2,3000068,9,{},
83,3001,9625,2,3000069,9,{},
84,3001,9564,2,3000070,9,{},
85,3001,9590,2,3000071,9,{},
86,3001,9594,2,3000072,9,{},
87,3001,9576,2,3000073,9,{},
88,3001,9537,2,3000074,9,{},
89,3001,9540,2,3000075,9,{},
90,3001,9573,2,3000076,9,{},
91,3001,9497,2,3000077,9,{},
92,3001,9461,2,3000078,9,{},
93,3001,9376,2,3000079,9,{},
94,3001,9376,2,3000080,9,{},
95,3001,9376,2,3000081,9,{},
96,3001,9302,2,3000082,9,{},
97,3001,9193,2,3000083,9,{},
98,3001,9163,2,3000084,9,{},
99,3001,9085,2,3000085,9,{},
100,3001,9085,2,3000086,9,{},
101,3001,9116,2,3000087,9,{},
102,3001,8913,2,3000088,9,{},
103,3001,8947,2,3000089,9,{},
104,3001,8984,2,3000090,9,{},
105,3001,8952,2,3000091,9,{},
106,3001,8978,2,3000092,9,{},
107,3001,9107,2,3000093,9,{},
108,3001,9079,2,3000094,9,{},
109,3001,9029,2,3000095,9,{},
110,3001,9147,2,3000096,9,{},
111,3001,9065,2,3000097,9,{},
112,3001,8922,2,3000098,9,{},
113,3001,8942,2,3000099,9,{},
114,3001,8875,2,3000100,9,{},
115,3001,9000,2,3000101,9,{},
116,3001,9111,2,3000102,9,{},
117,3001,9098,2,3000103,9,{},
118,3001,8981,2,3000104,9,{},
119,3001,9143,2,3000105,9,{},
120,3001,9262,2,3000106,9,{},
122,3001,9359,2,3000107,9,{},
123,3001,9303,2,3000108,9,{},
123,3001,9330,2,3000109,9,{},
124,3001,9355,2,3000110,9,{},
125,3001,9433,2,3000111,9,{},
126,3001,9485,2,3000112,9,{},
127,3001,9554,2,3000113,9,{},
128,3001,9668,2,3000114,9,{},
129,3001,9490,2,3000115,9,{},
130,3001,9527,2,3000116,9,{},
131,3001,9583,2,3000117,9,{},
132,3001,9636,2,3000118,9,{},
133,3001,9524,2,3000119,9,{},
134,3001,9565,2,3000120,9,{},
136,3001,9640,2,3000121,9,{},
136,3001,9538,2,3000122,9,{},
137,3001,9470,2,3000123,9,{},
138,3001,9405,2,3000124,9,{},
139,3001,9413,2,3000125,9,{},
140,3001,9327,2,3000126,9,{},
142,3001,9401,2,3000127,9,{},
142,3001,9415,2,3000128,9,{},
143,3001,9504,2,3000129,9,{},
144,3001,9556,2,3000130,9,{},
145,3001,9493,2,3000131,9,{},
146,3001,9487,2,3000132,9,{},
147,3001,9537,2,3000133,9,{},
148,3001,9542,2,3000134,9,{},
149,3001,9483,2,3000135,9,{},
150,3001,9523,2,3000136,9,{},
151,3001,9527,2,3000137,9,{},
152,3001,9499,2,3000138,9,{},
153,3001,9349,2,3000139,9,{},
154,3001,9344,2,3000140,9,{},
155,3001,9352,2,3000141,9,{},
156,3001,9353,2,3000142,9,{},
157,3001,9216,2,3000143,9,{},
158,3001,9220,2,3000144,9,{},
159,3001,9363,2,3000145,9,{},
160,3001,9332,2,3000146,9,{},
161,3001,9410,2,3000147,9,{},
162,3001,9390,2,3000148,9,{},
163,3001,9389,2,3000149,9,{},
164,3001,9276,2,3000150,9,{},
165,3001,9243,2,3000151,9,{},
166,3001,9264,2,3000152,9,{},
167,3001,9142,2,3000153,9,{},
168,3001,9028,2,3000154,9,{},
169,3001,9031,2,3000155,9,{},
170,3001,9084,2,3000156,9,{},
171,3001,9047,2,3000157,9,{},
172,3001,8973,2,3000158,9,{},
173,3001,9031,2,3000159,9,{},
174,3001,9132,2,3000160,9,{},
175,3001,9011,2,3000161,9,{},
176,3001,9118,2,3000162,9,{},
177,3001,9072,2,3000163,9,{},
178,3001,9140,2,3000164,9,{},
179,3001,9127,2,3000165,9,{},
180,3001,9023,2,3000166,9,{},
181,3001,8972,2,3000167,9,{},
182,3001,8918,2,3000168,9,{},
183,3001,9012,2,3000169,9,{},
184,3001,9021,2,3000170,9,{},
185,3001,9007,2,3000171,9,{},
186,3001,8965,2,3000172,9,{},
187,3001,8909,2,3000173,9,{},
188,3001,8906,2,3000174,9,{},
189,3001,8902,2,3000175,9,{},
190,3001,9000,2,3000176,9,{},
191,3001,8886,2,3000177,9,{},
192,3001,8818,2,3000178,9,{},
193,3001,8676,2,3000179,9,{},
194,3001,8735,2,3000180,9,{},
195,3001,8609,2,3000181,9,{},
196,3001,8614,2,3000182,9,{},
197,3001,8654,2,3000183,9,{},
198,3001,8693,2,3000184,9,{},
199,3001,8615,2,3000185,9,{},
200,3001,8526,2,3000186,9,{},
201,3001,8541,2,3000187,9,{},
202,3001,8476,2,3000188,9,{},
203,3001,8524,2,3000189,9,{},
204,3001,8890,2,3000190,9,{},
205,3001,8770,2,3000191,9,{},
206,3001,8757,2,3000192,9,{},
207,3001,8861,2,3000193,9,{},
208,3001,8832,2,3000194,9,{},
209,3001,8765,2,3000195,9,{},
210,3001,8802,2,3000196,9,{},
211,3001,8763,2,3000197,9,{},
212,3001,8730,2,3000198,9,{},
213,3001,8786,2,3000199,9,{},
214,3001,8703,2,3000200,9,{},
215,3001,8695,2,3000201,9,{},
216,3001,8721,2,3000202,9,{},
217,3001,8720,2,3000203,9,{},
218,3001,8648,2,3000204,9,{},
220,3001,8627,2,3000205,9,{},
220,3001,8511,2,3000206,9,{},
221,3001,8496,2,3000207,9,{},
222,3001,8525,2,3000208,9,{},
223,3001,8411,2,3000209,9,{},
224,3001,8452,2,3000210,9,{},
225,3001,8377,2,3000211,9,{},
226,3001,8386,2,3000212,9,{},
227,3001,8307,2,3000213,9,{},
228,3001,8252,2,3000214,9,{},
229,3001,8324,2,3000215,9,{},
230,3001,8482,2,3000216,9,{},
231,3001,8417,2,3000217,9,{},
232,3001,8554,2,3000218,9,{},
233,3001,8646,2,3000219,9,{},
234,3001,8730,2,3000220,9,{},
235,3001,8667,2,3000221,9,{},
236,3001,8587,2,3000222,9,{},
237,3001,8559,2,3000223,9,{},
238,3001,8531,2,3000224,9,{},
239,3001,8673,2,3000225,9,{},
240,3001,8620,2,3000226,9,{},
241,3001,8583,2,3000227,9,{},
242,3001,8596,2,3000228,9,{},
243,3001,8569,2,3000229,9,{},
244,3001,8535,2,3000230,9,{},
245,3001,8488,2,3000231,9,{},
246,3001,8474,2,3000232,9,{},
247,3001,8429,2,3000233,9,{},
248,3001,8427,2,3000234,9,{},
249,3001,8436,2,3000235,9,{},
250,3001,8406,2,3000236,9,{},
251,3001,8561,2,3000237,9,{},
252,3001,8650,2,3000238,9,{},
253,3001,8684,2,3000239,9,{},
254,3001,8735,2,3000240,9,{},
255,3001,8908,2,3000241,9,{},
256,3001,8810,2,3000242,9,{},
257,3001,8828,2,3000243,9,{},
258,3001,8943,2,3000244,9,{},
259,3001,8895,2,3000245,9,{},
260,3001,8804,2,3000246,9,{},
261,3001,8782,2,3000247,9,{},
262,3001,8748,2,3000248,9,{},
263,3001,8839,2,3000249,9,{},
264,3001,8984,2,3000250,9,{},
265,3001,8966,2,3000251,9,{},
266,3001,8903,2,3000252,9,{},
267,3001,9059,2,3000253,9,{},
268,3001,9146,2,3000254,9,{},
269,3001,9240,2,3000255,9,{},
270,3001,9240,2,3000256,9,{},
271,3001,9240,2,3000257,9,{},
