_id,actor_id,order_time,product,quantity,client,status,close_time
2000001,2,4,2001,3459,1,1,4.0
2000002,2,5,2001,3459,1,1,5.0
2000003,2,6,2001,3459,1,1,6.0
2000004,2,7,2001,3458,1,0,
2000005,2,8,2001,3458,1,0,
2000006,2,9,2001,10568,1,0,
2000007,2,10,2001,10568,1,0,
2000008,2,11,2001,10568,1,0,
2000009,2,12,2001,10568,1,0,
2000010,2,13,2001,10568,1,0,
2000011,2,14,2001,10568,1,0,
2000012,2,15,2001,10568,1,0,
2000013,2,16,2001,10568,1,0,
2000014,2,17,2001,11720,1,0,
2000015,2,18,2001,11978,1,0,
2000016,2,19,2001,82214,1,0,
2000017,2,20,2001,82746,1,0,
2000018,2,21,2001,90808,1,0,
2000019,2,22,2001,91288,1,0,
2000020,2,23,2001,91717,1,0,
2000021,2,24,2001,92120,1,0,
2000022,2,25,2001,92498,1,0,
2000023,2,26,2001,92825,1,0,
2000024,2,27,2001,94230,1,0,
2000025,2,28,2001,95021,1,0,
2000026,2,29,2001,95760,1,0,
2000027,2,30,2001,96421,1,0,
2000028,2,31,2001,97082,1,0,
2000029,2,32,2001,97665,1,0,
2000030,2,33,2001,98223,1,0,
2000031,2,34,2001,98754,1,0,
2000032,2,35,2001,99234,1,0,
2000033,2,36,2001,99714,1,0,
2000034,2,37,2001,99570,1,0,
2000035,2,38,2001,99769,1,0,
2000036,2,39,2001,99942,1,0,
2000037,2,40,2001,100116,1,0,
2000038,2,41,2001,100290,1,0,
2000039,2,42,2001,100438,1,0,
2000040,2,43,2001,100612,1,0,
2000041,2,44,2001,100736,1,0,
2000042,2,45,2001,100885,1,0,
2000043,2,46,2001,101009,1,0,
2000044,2,47,2001,101619,1,0,
2000045,2,48,2001,101896,1,0,
2000046,2,49,2001,102172,1,0,
2000047,2,50,2001,102424,1,0,
2000048,2,51,2001,102675,1,0,
2000049,2,52,2001,102901,1,0,
2000050,2,53,2001,103127,1,0,
2000051,2,54,2001,103353,1,0,
2000052,2,55,2001,103579,1,0,
2000053,2,56,2001,103780,1,0,
2000054,2,57,2001,103892,1,0,
2000055,2,58,2001,104042,1,0,
2000056,2,59,2001,104192,1,0,
2000057,2,60,2001,104342,1,0,
2000058,2,61,2001,104491,1,0,
2000059,2,62,2001,104641,1,0,
2000060,2,63,2001,104791,1,0,
2000061,2,64,2001,104916,1,0,
2000062,2,65,2001,105040,1,0,
2000063,2,66,2001,105165,1,0,
2000064,2,67,2001,104835,1,0,
2000065,2,68,2001,104834,1,0,
2000066,2,69,2001,104832,1,0,
2000067,2,70,2001,104831,1,0,
