[17, 1001, 11784, 0, 1000001, 9, {}],
[17, 1001, 11741, 0, 1000002, 9, {}],
[17, 1001, 11725, 0, 1000003, 9, {}],
[17, 1001, 11746, 0, 1000004, 9, {}],
[17, 1001, 11746, 0, 1000005, 9, {}],
[17, 1001, 11746, 0, 1000006, 9, {}],
[17, 1001, 11812, 0, 1000007, 9, {}],
[18, 1001, 11884, 0, 1000008, 9, {}],
[18, 1001, 11873, 0, 1000009, 9, {}],
[18, 1001, 11888, 0, 1000010, 9, {}],
[18, 1001, 11904, 0, 1000011, 9, {}],
[18, 1001, 11896, 0, 1000012, 9, {}],
[18, 1001, 11964, 0, 1000013, 9, {}],
[18, 1001, 11970, 0, 1000014, 9, {}],
[19, 1001, 11986, 0, 1000015, 9, {}],
[19, 1001, 12035, 0, 1000016, 9, {}],
[19, 1001, 12051, 0, 1000017, 9, {}],
[19, 1001, 12007, 0, 1000018, 9, {}],
[19, 1001, 12046, 0, 1000019, 9, {}],
[20, 1001, 12066, 0, 1000020, 9, {}],
[21, 1001, 12085, 0, 1000021, 9, {}],
[22, 1001, 12088, 0, 1000022, 9, {}],
[23, 1001, 12070, 0, 1000023, 9, {}],
[24, 1001, 12129, 0, 1000024, 9, {}],
[25, 1001, 12082, 0, 1000025, 9, {}],
[26, 1001, 12044, 0, 1000026, 9, {}],
[27, 1001, 12021, 0, 1000027, 9, {}],
[28, 1001, 12005, 0, 1000028, 9, {}],
[29, 1001, 12060, 0, 1000029, 9, {}],
[30, 1001, 12059, 0, 1000030, 9, {}],
[31, 1001, 12169, 0, 1000031, 9, {}],
[32, 1001, 12170, 0, 1000032, 9, {}],
[33, 1001, 12118, 0, 1000033, 9, {}],
[34, 1001, 12081, 0, 1000034, 9, {}],
[35, 1001, 12123, 0, 1000035, 9, {}],
[36, 1001, 12143, 0, 1000036, 9, {}],
[37, 1001, 12222, 0, 1000037, 9, {}],
[38, 1001, 12212, 0, 1000038, 9, {}],
[39, 1001, 12203, 0, 1000039, 9, {}],
[40, 1001, 12188, 0, 1000040, 9, {}],
[41, 1001, 12212, 0, 1000041, 9, {}],
[42, 1001, 12264, 0, 1000042, 9, {}],
[43, 1001, 12229, 0, 1000043, 9, {}],
[44, 1001, 12198, 0, 1000044, 9, {}],
[45, 1001, 12142, 0, 1000045, 9, {}],
[46, 1001, 12201, 0, 1000046, 9, {}],
[47, 1001, 12225, 0, 1000047, 9, {}],
[48, 1001, 12186, 0, 1000048, 9, {}],
[49, 1001, 12187, 0, 1000049, 9, {}],
[50, 1001, 12117, 0, 1000050, 9, {}],
[51, 1001, 12162, 0, 1000051, 9, {}],
[52, 1001, 12182, 0, 1000052, 9, {}],
[53, 1001, 12195, 0, 1000053, 9, {}],
[54, 1001, 12174, 0, 1000054, 9, {}],
[55, 1001, 12125, 0, 1000055, 9, {}],
[56, 1001, 12112, 0, 1000056, 9, {}],
[57, 1001, 12108, 0, 1000057, 9, {}],
[58, 1001, 12124, 0, 1000058, 9, {}],
[59, 1001, 11937, 0, 1000059, 9, {}],
[60, 1001, 11898, 0, 1000060, 9, {}],
[61, 1001, 11891, 0, 1000061, 9, {}],
[62, 1001, 11894, 0, 1000062, 9, {}],
[63, 1001, 11951, 0, 1000063, 9, {}],
[64, 1001, 11936, 0, 1000064, 9, {}],
[65, 1001, 11950, 0, 1000065, 9, {}],
[66, 1001, 11910, 0, 1000066, 9, {}],
[67, 1001, 11888, 0, 1000067, 9, {}],
[68, 1001, 11884, 0, 1000068, 9, {}],
[69, 1001, 11884, 0, 1000069, 9, {}],
[70, 1001, 11823, 0, 1000070, 9, {}],
[71, 1001, 11866, 0, 1000071, 9, {}],
[72, 1001, 11838, 0, 1000072, 9, {}],
[73, 1001, 11831, 0, 1000073, 9, {}],
[74, 1001, 11838, 0, 1000074, 9, {}],
[75, 1001, 11858, 0, 1000075, 9, {}],
[76, 1001, 11852, 0, 1000076, 9, {}],
[77, 1001, 11844, 0, 1000077, 9, {}],
[78, 1001, 11812, 0, 1000078, 9, {}],
[79, 1001, 11809, 0, 1000079, 9, {}],
[80, 1001, 11802, 0, 1000080, 9, {}],
[81, 1001, 11766, 0, 1000081, 9, {}],
[82, 1001, 11775, 0, 1000082, 9, {}],
[83, 1001, 11772, 0, 1000083, 9, {}],
[84, 1001, 11775, 0, 1000084, 9, {}],
[85, 1001, 11767, 0, 1000085, 9, {}],
[86, 1001, 11787, 0, 1000086, 9, {}],
[87, 1001, 11810, 0, 1000087, 9, {}],
[88, 1001, 11807, 0, 1000088, 9, {}],
[89, 1001, 11873, 0, 1000089, 9, {}],
[90, 1001, 11891, 0, 1000090, 9, {}],
[91, 1001, 11886, 0, 1000091, 9, {}],
[92, 1001, 11885, 0, 1000092, 9, {}],
[93, 1001, 11861, 0, 1000093, 9, {}],
[94, 1001, 11850, 0, 1000094, 9, {}],
[95, 1001, 11807, 0, 1000095, 9, {}],
[96, 1001, 11761, 0, 1000096, 9, {}],
[97, 1001, 11722, 0, 1000097, 9, {}],
[98, 1001, 11718, 0, 1000098, 9, {}],
[99, 1001, 11739, 0, 1000099, 9, {}],
[100, 1001, 11765, 0, 1000100, 9, {}],
[101, 1001, 11772, 0, 1000101, 9, {}],
[102, 1001, 11767, 0, 1000102, 9, {}],
