[13, 2001, 86376, 1, 2000001, 9, {}],
[13, 2001, 86223, 1, 2000002, 9, {}],
[13, 2001, 86127, 1, 2000003, 9, {}],
[13, 2001, 86120, 1, 2000004, 9, {}],
[13, 2001, 86120, 1, 2000005, 9, {}],
[13, 2001, 86113, 1, 2000006, 9, {}],
[13, 2001, 86186, 1, 2000007, 9, {}],
[14, 2001, 86297, 1, 2000008, 9, {}],
[14, 2001, 86385, 1, 2000009, 9, {}],
[14, 2001, 86459, 1, 2000010, 9, {}],
[14, 2001, 86532, 1, 2000011, 9, {}],
[14, 2001, 86591, 1, 2000012, 9, {}],
[14, 2001, 86672, 1, 2000013, 9, {}],
[14, 2001, 86754, 1, 2000014, 9, {}],
[15, 2001, 86827, 1, 2000015, 9, {}],
[16, 2001, 86916, 1, 2000016, 9, {}],
[17, 2001, 143271, 1, 2000017, 9, {}],
[18, 2001, 241386, 1, 2000018, 9, {}],
[148, 2001, 237929, 1, 2000019, 9, {}],
[149, 2001, 237806, 1, 2000020, 9, {}],
[150, 2001, 237663, 1, 2000021, 9, {}],
[151, 2001, 237521, 1, 2000022, 9, {}],
[152, 2001, 237398, 1, 2000023, 9, {}],
