[1, 2001, 8634, 1, 2000001, 0, {}],
[2, 2001, 8620, 1, 2000002, 0, {}],
[3, 2001, 8612, 1, 2000003, 0, {}],
[4, 2001, 8612, 1, 2000004, 0, {}],
[5, 2001, 8612, 1, 2000005, 0, {}],
[6, 2001, 8612, 1, 2000006, 0, {}],
[7, 2001, 8620, 1, 2000007, 0, {}],
[8, 2001, 8627, 1, 2000008, 0, {}],
[9, 2001, 8634, 1, 2000009, 0, {}],
[10, 2001, 8642, 1, 2000010, 0, {}],
[11, 2001, 8649, 1, 2000011, 0, {}],
[12, 2001, 8656, 1, 2000012, 0, {}],
[13, 2001, 8664, 1, 2000013, 0, {}],
[14, 2001, 8671, 1, 2000014, 0, {}],
[15, 2001, 8679, 1, 2000015, 0, {}],
[16, 2001, 8693, 1, 2000016, 0, {}],
[17, 2001, 8701, 1, 2000017, 0, {}],
[18, 2001, 8708, 1, 2000018, 0, {}],
[19, 2001, 8708, 1, 2000019, 0, {}],
[20, 2001, 8716, 1, 2000020, 0, {}],
[21, 2001, 22731, 1, 2000021, 0, {}],
[22, 2001, 26598, 1, 2000022, 0, {}],
[23, 2001, 26111, 1, 2000023, 0, {}],
[24, 2001, 26374, 1, 2000024, 0, {}],
[25, 2001, 26600, 1, 2000025, 0, {}],
