[1, 1001, 11763, 0, 1000001, 0, {}],
[2, 1001, 11783, 0, 1000002, 0, {}],
[3, 1001, 11771, 0, 1000003, 0, {}],
[4, 1001, 11833, 0, 1000004, 0, {}],
[5, 1001, 11813, 0, 1000005, 0, {}],
[6, 1001, 11853, 0, 1000006, 0, {}],
[7, 1001, 11906, 0, 1000007, 0, {}],
[8, 1001, 11933, 0, 1000008, 0, {}],
[9, 1001, 11850, 0, 1000009, 0, {}],
[10, 1001, 11769, 0, 1000010, 0, {}],
[11, 1001, 11847, 0, 1000011, 0, {}],
[12, 1001, 11814, 0, 1000012, 0, {}],
[13, 1001, 11789, 0, 1000013, 0, {}],
[14, 1001, 11806, 0, 1000014, 0, {}],
[15, 1001, 11915, 0, 1000015, 0, {}],
[16, 1001, 11940, 0, 1000016, 0, {}],
[17, 1001, 11987, 0, 1000017, 0, {}],
[18, 1001, 11861, 0, 1000018, 0, {}],
[19, 1001, 11813, 0, 1000019, 0, {}],
[20, 1001, 11842, 0, 1000020, 0, {}],
[21, 1001, 11824, 0, 1000021, 0, {}],
[22, 1001, 11785, 0, 1000022, 0, {}],
[23, 1001, 11773, 0, 1000023, 0, {}],
[24, 1001, 11849, 0, 1000024, 0, {}],
[25, 1001, 11854, 0, 1000025, 0, {}],
[26, 1001, 11876, 0, 1000026, 0, {}],
[27, 1001, 11892, 0, 1000027, 0, {}],
[28, 1001, 11869, 0, 1000028, 0, {}],
[29, 1001, 11797, 0, 1000029, 0, {}],
[30, 1001, 11833, 0, 1000030, 0, {}],
[31, 1001, 11787, 0, 1000031, 0, {}],
