2,9,2001,10833,1,2000015,0
3,9,3001,10833,2,3000015,0
4,9,4001,10833,3,4000015,0
5,9,5001,10833,4,5000015,0
2,9,2001,10833,1,2000016,0
3,9,3001,21666,2,3000016,0
4,9,4001,32499,3,4000016,0
5,9,5001,43332,4,5000016,0
1,10,1001,12301,0,1000010,0
2,10,2001,12301,1,2000017,0
3,10,3001,12301,2,3000017,0
4,10,4001,12301,3,4000017,0
5,10,5001,12301,4,5000017,0
2,10,2001,12301,1,2000018,0
3,10,3001,24602,2,3000018,0
4,10,4001,36903,3,4000018,0
5,10,5001,49204,4,5000018,0
1,11,1001,12301,0,1000011,0
2,11,2001,12301,1,2000019,0
3,11,3001,12301,2,3000019,0
4,11,4001,12301,3,4000019,0
5,11,5001,12301,4,5000019,0
2,11,2001,12301,1,2000020,0
3,11,3001,24602,2,3000020,0
4,11,4001,36903,3,4000020,0
5,11,5001,49204,4,5000020,0
1,12,1001,12301,0,1000012,0
2,12,2001,12301,1,2000021,0
3,12,3001,12301,2,3000021,0
4,12,4001,12301,3,4000021,0
5,12,5001,12301,4,5000021,0
2,12,2001,12301,1,2000022,0
3,12,3001,24602,2,3000022,0
4,12,4001,36903,3,4000022,0
5,12,5001,49204,4,5000022,0
1,13,1001,12301,0,1000013,0
2,13,2001,12301,1,2000023,0
3,13,3001,12301,2,3000023,0
4,13,4001,12301,3,4000023,0
5,13,5001,12301,4,5000023,0
2,13,2001,12301,1,2000024,0
3,13,3001,24602,2,3000024,0
4,13,4001,36903,3,4000024,0
5,13,5001,49204,4,5000024,0
1,14,1001,12301,0,1000014,0
2,14,2001,12301,1,2000025,0
3,14,3001,12301,2,3000025,0
4,14,4001,12301,3,4000025,0
5,14,5001,12301,4,5000025,0
2,14,2001,12301,1,2000026,0
3,14,3001,24602,2,3000026,0
4,14,4001,36903,3,4000026,0
5,14,5001,49204,4,5000026,0
1,15,1001,12301,0,1000015,0
2,15,2001,12301,1,2000027,0
3,15,3001,12301,2,3000027,0
4,15,4001,12301,3,4000027,0
5,15,5001,12301,4,5000027,0
2,15,2001,12301,1,2000028,0
3,15,3001,24602,2,3000028,0
4,15,4001,36903,3,4000028,0
5,15,5001,49204,4,5000028,0
1,16,1001,12301,0,1000016,0
2,16,2001,12301,1,2000029,0
3,16,3001,12301,2,3000029,0
4,16,4001,12301,3,4000029,0
5,16,5001,12301,4,5000029,0
2,16,2001,12301,1,2000030,0
3,16,3001,24602,2,3000030,0
4,16,4001,36903,3,4000030,0
5,16,5001,49204,4,5000030,0
1,17,1001,12301,0,1000017,0
2,17,2001,12301,1,2000031,0
3,17,3001,12301,2,3000031,0
4,17,4001,12301,3,4000031,0
5,17,5001,12301,4,5000031,0
2,17,2001,12301,1,2000032,0
3,17,3001,24602,2,3000032,0
4,17,4001,36903,3,4000032,0
5,17,5001,49204,4,5000032,0
1,18,1001,12301,0,1000018,0
2,18,2001,12301,1,2000033,0
3,18,3001,12301,2,3000033,0
4,18,4001,12301,3,4000033,0
5,18,5001,12301,4,5000033,0
2,18,2001,12301,1,2000034,0
3,18,3001,24602,2,3000034,0
4,18,4001,36903,3,4000034,0
5,18,5001,49204,4,5000034,0
1,19,1001,12301,0,1000019,0
2,19,2001,12301,1,2000035,0
3,19,3001,12301,2,3000035,0
4,19,4001,12301,3,4000035,0
5,19,5001,12301,4,5000035,0
2,19,2001,12301,1,2000036,0
3,19,3001,24602,2,3000036,0
4,19,4001,36903,3,4000036,0
5,19,5001,49204,4,5000036,0
1,20,1001,12944,0,1000020,0
2,20,2001,12944,1,2000037,0
3,20,3001,12944,2,3000037,0
4,20,4001,12944,3,4000037,0
5,20,5001,12944,4,5000037,0
2,20,2001,12944,1,2000038,0
3,20,3001,25888,2,3000038,0
4,20,4001,38832,3,4000038,0
5,20,5001,51776,4,5000038,0
1,21,1001,12944,0,1000021,0
2,21,2001,12944,1,2000039,0
3,21,3001,12944,2,3000039,0
4,21,4001,12944,3,4000039,0
5,21,5001,12944,4,5000039,0
2,21,2001,12944,1,2000040,0
3,21,3001,25888,2,3000040,0
4,21,4001,38832,3,4000040,0
5,21,5001,51776,4,5000040,0
1,22,1001,12944,0,1000022,0
2,22,2001,12944,1,2000041,0
3,22,3001,12944,2,3000041,0
4,22,4001,12944,3,4000041,0
5,22,5001,12944,4,5000041,0
2,22,2001,12944,1,2000042,0
3,22,3001,25888,2,3000042,0
4,22,4001,38832,3,4000042,0
5,22,5001,51776,4,5000042,0
1,23,1001,12944,0,1000023,0
2,23,2001,12944,1,2000043,0
3,23,3001,12944,2,3000043,0
4,23,4001,12944,3,4000043,0
5,23,5001,12944,4,5000043,0
2,23,2001,12944,1,2000044,0
3,23,3001,25888,2,3000044,0
4,23,4001,38832,3,4000044,0
5,23,5001,51776,4,5000044,0
1,24,1001,12944,0,1000024,0
2,24,2001,12944,1,2000045,0
3,24,3001,12944,2,3000045,0
4,24,4001,12944,3,4000045,0
5,24,5001,12944,4,5000045,0
2,24,2001,12944,1,2000046,0
3,24,3001,25888,2,3000046,0
4,24,4001,38832,3,4000046,0
5,24,5001,51776,4,5000046,0
1,25,1001,12944,0,1000025,0
2,25,2001,12944,1,2000047,0
3,25,3001,12944,2,3000047,0
4,25,4001,12944,3,4000047,0
5,25,5001,12944,4,5000047,0
2,25,2001,12944,1,2000048,0
3,25,3001,25888,2,3000048,0
4,25,4001,38832,3,4000048,0
5,25,5001,51776,4,5000048,0
1,26,1001,12944,0,1000026,0
2,26,2001,12944,1,2000049,0
3,26,3001,12944,2,3000049,0
4,26,4001,12944,3,4000049,0
5,26,5001,12944,4,5000049,0
2,26,2001,12944,1,2000050,0
3,26,3001,25888,2,3000050,0
4,26,4001,38832,3,4000050,0
5,26,5001,51776,4,5000050,0
1,27,1001,12944,0,1000027,0
2,27,2001,12944,1,2000051,0
3,27,3001,12944,2,3000051,0
4,27,4001,12944,3,4000051,0
5,27,5001,12944,4,5000051,0
2,27,2001,12944,1,2000052,0
3,27,3001,25888,2,3000052,0
4,27,4001,38832,3,4000052,0
5,27,5001,51776,4,5000052,0
1,28,1001,12944,0,1000028,0
2,28,2001,12944,1,2000053,0
3,28,3001,12944,2,3000053,0
4,28,4001,12944,3,4000053,0
5,28,5001,12944,4,5000053,0
2,28,2001,12944,1,2000054,0
3,28,3001,25888,2,3000054,0
4,28,4001,38832,3,4000054,0
5,28,5001,51776,4,5000054,0
1,29,1001,12944,0,1000029,0
2,29,2001,12944,1,2000055,0
3,29,3001,12944,2,3000055,0
4,29,4001,12944,3,4000055,0
5,29,5001,12944,4,5000055,0
2,29,2001,12944,1,2000056,0
3,29,3001,25888,2,3000056,0
4,29,4001,38832,3,4000056,0
5,29,5001,51776,4,5000056,0
1,30,1001,14430,0,1000030,0
2,30,2001,14430,1,2000057,0
3,30,3001,14430,2,3000057,0
4,30,4001,14430,3,4000057,0
5,30,5001,14430,4,5000057,0
2,30,2001,14430,1,2000058,0
3,30,3001,28860,2,3000058,0
4,30,4001,43290,3,4000058,0
5,30,5001,57720,4,5000058,0
1,31,1001,14430,0,1000031,0
2,31,2001,14430,1,2000059,0
3,31,3001,14430,2,3000059,0
4,31,4001,14430,3,4000059,0
5,31,5001,14430,4,5000059,0
2,31,2001,14430,1,2000060,0
3,31,3001,28860,2,3000060,0
4,31,4001,43290,3,4000060,0
5,31,5001,57720,4,5000060,0
1,32,1001,14430,0,1000032,0
2,32,2001,14430,1,2000061,0
3,32,3001,14430,2,3000061,0
4,32,4001,14430,3,4000061,0
5,32,5001,14430,4,5000061,0
2,32,2001,14430,1,2000062,0
3,32,3001,28860,2,3000062,0
4,32,4001,43290,3,4000062,0
5,32,5001,57720,4,5000062,0
1,33,1001,14430,0,1000033,0
2,33,2001,14430,1,2000063,0
3,33,3001,14430,2,3000063,0
4,33,4001,14430,3,4000063,0
5,33,5001,14430,4,5000063,0
2,33,2001,14430,1,2000064,0
3,33,3001,28860,2,3000064,0
4,33,4001,43290,3,4000064,0
5,33,5001,57720,4,5000064,0
1,34,1001,14430,0,1000034,0
2,34,2001,14430,1,2000065,0
3,34,3001,14430,2,3000065,0
4,34,4001,14430,3,4000065,0
5,34,5001,14430,4,5000065,0
2,34,2001,14430,1,2000066,0
3,34,3001,28860,2,3000066,0
4,34,4001,43290,3,4000066,0
5,34,5001,57720,4,5000066,0
1,35,1001,14430,0,1000035,0
2,35,2001,14430,1,2000067,0
3,35,3001,14430,2,3000067,0
4,35,4001,14430,3,4000067,0
5,35,5001,14430,4,5000067,0
2,35,2001,14430,1,2000068,0
3,35,3001,28860,2,3000068,0
4,35,4001,43290,3,4000068,0
5,35,5001,57720,4,5000068,0
1,36,1001,14430,0,1000036,0
2,36,2001,14430,1,2000069,0
3,36,3001,14430,2,3000069,0
4,36,4001,14430,3,4000069,0
5,36,5001,14430,4,5000069,0
2,36,2001,14430,1,2000070,0
3,36,3001,28860,2,3000070,0
4,36,4001,43290,3,4000070,0
5,36,5001,57720,4,5000070,0
1,37,1001,14430,0,1000037,0
2,37,2001,14430,1,2000071,0
3,37,3001,14430,2,3000071,0
4,37,4001,14430,3,4000071,0
5,37,5001,14430,4,5000071,0
2,37,2001,14430,1,2000072,0
3,37,3001,28860,2,3000072,0
4,37,4001,43290,3,4000072,0
5,37,5001,57720,4,5000072,0
1,38,1001,14430,0,1000038,0
2,38,2001,14430,1,2000073,0
3,38,3001,14430,2,3000073,0
4,38,4001,14430,3,4000073,0
5,38,5001,14430,4,5000073,0
2,38,2001,14430,1,2000074,0
3,38,3001,28860,2,3000074,0
4,38,4001,43290,3,4000074,0
5,38,5001,57720,4,5000074,0
1,39,1001,14430,0,1000039,0
2,39,2001,14430,1,2000075,0
3,39,3001,14430,2,3000075,0
4,39,4001,14430,3,4000075,0
5,39,5001,14430,4,5000075,0
2,39,2001,14430,1,2000076,0
3,39,3001,28860,2,3000076,0
4,39,4001,43290,3,4000076,0
5,39,5001,57720,4,5000076,0
1,40,1001,14145,0,1000040,0
2,40,2001,14145,1,2000077,0
3,40,3001,14145,2,3000077,0
4,40,4001,14145,3,4000077,0
5,40,5001,14145,4,5000077,0
2,40,2001,14145,1,2000078,0
3,40,3001,28290,2,3000078,0
4,40,4001,42435,3,4000078,0
5,40,5001,56580,4,5000078,0
1,41,1001,14145,0,1000041,0
2,41,2001,14145,1,2000079,0
3,41,3001,14145,2,3000079,0
4,41,4001,14145,3,4000079,0
5,41,5001,14145,4,5000079,0
2,41,2001,14145,1,2000080,0
3,41,3001,28290,2,3000080,0
4,41,4001,42435,3,4000080,0
5,41,5001,56580,4,5000080,0
1,42,1001,14145,0,1000042,0
2,42,2001,14145,1,2000081,0
3,42,3001,14145,2,3000081,0
4,42,4001,14145,3,4000081,0
5,42,5001,14145,4,5000081,0
2,42,2001,14145,1,2000082,0
3,42,3001,28290,2,3000082,0
4,42,4001,42435,3,4000082,0
5,42,5001,56580,4,5000082,0
1,43,1001,14145,0,1000043,0
2,43,2001,14145,1,2000083,0
3,43,3001,14145,2,3000083,0
4,43,4001,14145,3,4000083,0
5,43,5001,14145,4,5000083,0
2,43,2001,14145,1,2000084,0
3,43,3001,28290,2,3000084,0
4,43,4001,42435,3,4000084,0
5,43,5001,56580,4,5000084,0
1,44,1001,14145,0,1000044,0
2,44,2001,14145,1,2000085,0
3,44,3001,14145,2,3000085,0
4,44,4001,14145,3,4000085,0
5,44,5001,14145,4,5000085,0
2,44,2001,14145,1,2000086,0
3,44,3001,28290,2,3000086,0
4,44,4001,42435,3,4000086,0
5,44,5001,56580,4,5000086,0
1,45,1001,14145,0,1000045,0
2,45,2001,14145,1,2000087,0
3,45,3001,14145,2,3000087,0
4,45,4001,14145,3,4000087,0
5,45,5001,14145,4,5000087,0
2,45,2001,14145,1,2000088,0
3,45,3001,28290,2,3000088,0
4,45,4001,42435,3,4000088,0
5,45,5001,56580,4,5000088,0
1,46,1001,14145,0,1000046,0
2,46,2001,14145,1,2000089,0
3,46,3001,14145,2,3000089,0
4,46,4001,14145,3,4000089,0
5,46,5001,14145,4,5000089,0
2,46,2001,14145,1,2000090,0
3,46,3001,28290,2,3000090,0
4,46,4001,42435,3,4000090,0
5,46,5001,56580,4,5000090,0
1,47,1001,14145,0,1000047,0
2,47,2001,14145,1,2000091,0
3,47,3001,14145,2,3000091,0
4,47,4001,14145,3,4000091,0
5,47,5001,14145,4,5000091,0
2,47,2001,14145,1,2000092,0
3,47,3001,28290,2,3000092,0
4,47,4001,42435,3,4000092,0
5,47,5001,56580,4,5000092,0
1,48,1001,14145,0,1000048,0
2,48,2001,14145,1,2000093,0
3,48,3001,14145,2,3000093,0
4,48,4001,14145,3,4000093,0
5,48,5001,14145,4,5000093,0
2,48,2001,14145,1,2000094,0
3,48,3001,28290,2,3000094,0
4,48,4001,42435,3,4000094,0
5,48,5001,56580,4,5000094,0
1,49,1001,14145,0,1000049,0
2,49,2001,14145,1,2000095,0
3,49,3001,14145,2,3000095,0
4,49,4001,14145,3,4000095,0
5,49,5001,14145,4,5000095,0
2,49,2001,14145,1,2000096,0
3,49,3001,28290,2,3000096,0
4,49,4001,42435,3,4000096,0
5,49,5001,56580,4,5000096,0
1,50,1001,13355,0,1000050,0
2,50,2001,13355,1,2000097,0
3,50,3001,13355,2,3000097,0
4,50,4001,13355,3,4000097,0
5,50,5001,13355,4,5000097,0
2,50,2001,13355,1,2000098,0
3,50,3001,26710,2,3000098,0
4,50,4001,40065,3,4000098,0
5,50,5001,53420,4,5000098,0
1,51,1001,13355,0,1000051,0
2,51,2001,13355,1,2000099,0
3,51,3001,13355,2,3000099,0
4,51,4001,13355,3,4000099,0
5,51,5001,13355,4,5000099,0
2,51,2001,13355,1,2000100,0
3,51,3001,26710,2,3000100,0
4,51,4001,40065,3,4000100,0
5,51,5001,53420,4,5000100,0
1,52,1001,13355,0,1000052,0
2,52,2001,13355,1,2000101,0
3,52,3001,13355,2,3000101,0
4,52,4001,13355,3,4000101,0
5,52,5001,13355,4,5000101,0
2,52,2001,13355,1,2000102,0
3,52,3001,26710,2,3000102,0
4,52,4001,40065,3,4000102,0
5,52,5001,53420,4,5000102,0
1,53,1001,13355,0,1000053,0
2,53,2001,13355,1,2000103,0
3,53,3001,13355,2,3000103,0
4,53,4001,13355,3,4000103,0
5,53,5001,13355,4,5000103,0
2,53,2001,13355,1,2000104,0
3,53,3001,26710,2,3000104,0
4,53,4001,40065,3,4000104,0
5,53,5001,53420,4,5000104,0
1,54,1001,13355,0,1000054,0
2,54,2001,13355,1,2000105,0
3,54,3001,13355,2,3000105,0
4,54,4001,13355,3,4000105,0
5,54,5001,13355,4,5000105,0
2,54,2001,13355,1,2000106,0
3,54,3001,26710,2,3000106,0
4,54,4001,40065,3,4000106,0
5,54,5001,53420,4,5000106,0
1,55,1001,13355,0,1000055,0
2,55,2001,13355,1,2000107,0
3,55,3001,13355,2,3000107,0
4,55,4001,13355,3,4000107,0
5,55,5001,13355,4,5000107,0
2,55,2001,13355,1,2000108,0
3,55,3001,26710,2,3000108,0
4,55,4001,40065,3,4000108,0
5,55,5001,53420,4,5000108,0
1,56,1001,13355,0,1000056,0
2,56,2001,13355,1,2000109,0
3,56,3001,13355,2,3000109,0
4,56,4001,13355,3,4000109,0
5,56,5001,13355,4,5000109,0
2,56,2001,13355,1,2000110,0
3,56,3001,26710,2,3000110,0
4,56,4001,40065,3,4000110,0
5,56,5001,53420,4,5000110,0
1,57,1001,13355,0,1000057,0
2,57,2001,13355,1,2000111,0
3,57,3001,13355,2,3000111,0
4,57,4001,13355,3,4000111,0
5,57,5001,13355,4,5000111,0
2,57,2001,13355,1,2000112,0
3,57,3001,26710,2,3000112,0
4,57,4001,40065,3,4000112,0
5,57,5001,53420,4,5000112,0
1,58,1001,13355,0,1000058,0
2,58,2001,13355,1,2000113,0
3,58,3001,13355,2,3000113,0
4,58,4001,13355,3,4000113,0
5,58,5001,13355,4,5000113,0
2,58,2001,13355,1,2000114,0
3,58,3001,26710,2,3000114,0
4,58,4001,40065,3,4000114,0
5,58,5001,53420,4,5000114,0
1,59,1001,13355,0,1000059,0
2,59,2001,13355,1,2000115,0
3,59,3001,13355,2,3000115,0
4,59,4001,13355,3,4000115,0
5,59,5001,13355,4,5000115,0
2,59,2001,13355,1,2000116,0
3,59,3001,26710,2,3000116,0
4,59,4001,40065,3,4000116,0
5,59,5001,53420,4,5000116,0
1,60,1001,14058,0,1000060,0
2,60,2001,14058,1,2000117,0
3,60,3001,14058,2,3000117,0
4,60,4001,14058,3,4000117,0
5,60,5001,14058,4,5000117,0
2,60,2001,14058,1,2000118,0
3,60,3001,28116,2,3000118,0
4,60,4001,42174,3,4000118,0
5,60,5001,56232,4,5000118,0
1,61,1001,14058,0,1000061,0
2,61,2001,14058,1,2000119,0
3,61,3001,14058,2,3000119,0
4,61,4001,14058,3,4000119,0
5,61,5001,14058,4,5000119,0
2,61,2001,14058,1,2000120,0
3,61,3001,28116,2,3000120,0
4,61,4001,42174,3,4000120,0
5,61,5001,56232,4,5000120,0
1,62,1001,14058,0,1000062,0
2,62,2001,14058,1,2000121,0
3,62,3001,14058,2,3000121,0
4,62,4001,14058,3,4000121,0
5,62,5001,14058,4,5000121,0
2,62,2001,14058,1,2000122,0
3,62,3001,28116,2,3000122,0
4,62,4001,42174,3,4000122,0
5,62,5001,56232,4,5000122,0
1,63,1001,14058,0,1000063,0
2,63,2001,14058,1,2000123,0
3,63,3001,14058,2,3000123,0
4,63,4001,14058,3,4000123,0
5,63,5001,14058,4,5000123,0
2,63,2001,14058,1,2000124,0
3,63,3001,28116,2,3000124,0
4,63,4001,42174,3,4000124,0
5,63,5001,56232,4,5000124,0
1,64,1001,14058,0,1000064,0
2,64,2001,14058,1,2000125,0
3,64,3001,14058,2,3000125,0
4,64,4001,14058,3,4000125,0
5,64,5001,14058,4,5000125,0
2,64,2001,14058,1,2000126,0
3,64,3001,28116,2,3000126,0
4,64,4001,42174,3,4000126,0
5,64,5001,56232,4,5000126,0
1,65,1001,14058,0,1000065,0
2,65,2001,14058,1,2000127,0
3,65,3001,14058,2,3000127,0
4,65,4001,14058,3,4000127,0
5,65,5001,14058,4,5000127,0
2,65,2001,14058,1,2000128,0
3,65,3001,28116,2,3000128,0
4,65,4001,42174,3,4000128,0
5,65,5001,56232,4,5000128,0
1,66,1001,14058,0,1000066,0
2,66,2001,14058,1,2000129,0
3,66,3001,14058,2,3000129,0
4,66,4001,14058,3,4000129,0
5,66,5001,14058,4,5000129,0
2,66,2001,14058,1,2000130,0
3,66,3001,28116,2,3000130,0
4,66,4001,42174,3,4000130,0
5,66,5001,56232,4,5000130,0
1,67,1001,14058,0,1000067,0
2,67,2001,14058,1,2000131,0
3,67,3001,14058,2,3000131,0
4,67,4001,14058,3,4000131,0
5,67,5001,14058,4,5000131,0
2,67,2001,14058,1,2000132,0
3,67,3001,28116,2,3000132,0
4,67,4001,42174,3,4000132,0
5,67,5001,56232,4,5000132,0
1,68,1001,14058,0,1000068,0
2,68,2001,14058,1,2000133,0
3,68,3001,14058,2,3000133,0
4,68,4001,14058,3,4000133,0
5,68,5001,14058,4,5000133,0
2,68,2001,14058,1,2000134,0
3,68,3001,28116,2,3000134,0
4,68,4001,42174,3,4000134,0
5,68,5001,56232,4,5000134,0
1,69,1001,14058,0,1000069,0
2,69,2001,14058,1,2000135,0
3,69,3001,14058,2,3000135,0
4,69,4001,14058,3,4000135,0
5,69,5001,14058,4,5000135,0
2,69,2001,14058,1,2000136,0
3,69,3001,28116,2,3000136,0
4,69,4001,42174,3,4000136,0
5,69,5001,56232,4,5000136,0
1,70,1001,12912,0,1000070,0
2,70,2001,12912,1,2000137,0
3,70,3001,12912,2,3000137,0
4,70,4001,12912,3,4000137,0
5,70,5001,12912,4,5000137,0
2,70,2001,12912,1,2000138,0
3,70,3001,25824,2,3000138,0
4,70,4001,38736,3,4000138,0
5,70,5001,51648,4,5000138,0
1,71,1001,12912,0,1000071,0
2,71,2001,12912,1,2000139,0
3,71,3001,12912,2,3000139,0
4,71,4001,12912,3,4000139,0
5,71,5001,12912,4,5000139,0
2,71,2001,12912,1,2000140,0
3,71,3001,25824,2,3000140,0
4,71,4001,38736,3,4000140,0
5,71,5001,51648,4,5000140,0
1,72,1001,12912,0,1000072,0
2,72,2001,12912,1,2000141,0
3,72,3001,12912,2,3000141,0
4,72,4001,12912,3,4000141,0
5,72,5001,12912,4,5000141,0
2,72,2001,12912,1,2000142,0
3,72,3001,25824,2,3000142,0
4,72,4001,38736,3,4000142,0
5,72,5001,51648,4,5000142,0
1,73,1001,12912,0,1000073,0
2,73,2001,12912,1,2000143,0
3,73,3001,12912,2,3000143,0
4,73,4001,12912,3,4000143,0
5,73,5001,12912,4,5000143,0
2,73,2001,12912,1,2000144,0
3,73,3001,25824,2,3000144,0
4,73,4001,38736,3,4000144,0
5,73,5001,51648,4,5000144,0
1,74,1001,12912,0,1000074,0
2,74,2001,12912,1,2000145,0
3,74,3001,12912,2,3000145,0
4,74,4001,12912,3,4000145,0
5,74,5001,12912,4,5000145,0
2,74,2001,12912,1,2000146,0
3,74,3001,25824,2,3000146,0
4,74,4001,38736,3,4000146,0
5,74,5001,51648,4,5000146,0
1,75,1001,12912,0,1000075,0
2,75,2001,12912,1,2000147,0
3,75,3001,12912,2,3000147,0
4,75,4001,12912,3,4000147,0
5,75,5001,12912,4,5000147,0
2,75,2001,12912,1,2000148,0
3,75,3001,25824,2,3000148,0
4,75,4001,38736,3,4000148,0
5,75,5001,51648,4,5000148,0
1,76,1001,12912,0,1000076,0
2,76,2001,12912,1,2000149,0
3,76,3001,12912,2,3000149,0
4,76,4001,12912,3,4000149,0
5,76,5001,12912,4,5000149,0
2,76,2001,12912,1,2000150,0
3,76,3001,25824,2,3000150,0
4,76,4001,38736,3,4000150,0
5,76,5001,51648,4,5000150,0
1,77,1001,12912,0,1000077,0
2,77,2001,12912,1,2000151,0
3,77,3001,12912,2,3000151,0
4,77,4001,12912,3,4000151,0
5,77,5001,12912,4,5000151,0
2,77,2001,12912,1,2000152,0
3,77,3001,25824,2,3000152,0
4,77,4001,38736,3,4000152,0
5,77,5001,51648,4,5000152,0
1,78,1001,12912,0,1000078,0
2,78,2001,12912,1,2000153,0
3,78,3001,12912,2,3000153,0
4,78,4001,12912,3,4000153,0
5,78,5001,12912,4,5000153,0
2,78,2001,12912,1,2000154,0
3,78,3001,25824,2,3000154,0
4,78,4001,38736,3,4000154,0
5,78,5001,51648,4,5000154,0
1,79,1001,12912,0,1000079,0
2,79,2001,12912,1,2000155,0
3,79,3001,12912,2,3000155,0
4,79,4001,12912,3,4000155,0
5,79,5001,12912,4,5000155,0
2,79,2001,12912,1,2000156,0
3,79,3001,25824,2,3000156,0
4,79,4001,38736,3,4000156,0
5,79,5001,51648,4,5000156,0
1,80,1001,14389,0,1000080,0
2,80,2001,14389,1,2000157,0
3,80,3001,14389,2,3000157,0
4,80,4001,14389,3,4000157,0
5,80,5001,14389,4,5000157,0
2,80,2001,14389,1,2000158,0
3,80,3001,28778,2,3000158,0
4,80,4001,43167,3,4000158,0
5,80,5001,57556,4,5000158,0
1,81,1001,14389,0,1000081,0
2,81,2001,14389,1,2000159,0
3,81,3001,14389,2,3000159,0
4,81,4001,14389,3,4000159,0
5,81,5001,14389,4,5000159,0
2,81,2001,14389,1,2000160,0
3,81,3001,28778,2,3000160,0
4,81,4001,43167,3,4000160,0
5,81,5001,57556,4,5000160,0
1,82,1001,14389,0,1000082,0
2,82,2001,14389,1,2000161,0
3,82,3001,14389,2,3000161,0
4,82,4001,14389,3,4000161,0
5,82,5001,14389,4,5000161,0
2,82,2001,14389,1,2000162,0
3,82,3001,28778,2,3000162,0
4,82,4001,43167,3,4000162,0
5,82,5001,57556,4,5000162,0
1,83,1001,14389,0,1000083,0
2,83,2001,14389,1,2000163,0
3,83,3001,14389,2,3000163,0
4,83,4001,14389,3,4000163,0
5,83,5001,14389,4,5000163,0
2,83,2001,14389,1,2000164,0
3,83,3001,28778,2,3000164,0
4,83,4001,43167,3,4000164,0
5,83,5001,57556,4,5000164,0
1,84,1001,14389,0,1000084,0
2,84,2001,14389,1,2000165,0
3,84,3001,14389,2,3000165,0
4,84,4001,14389,3,4000165,0
5,84,5001,14389,4,5000165,0
2,84,2001,14389,1,2000166,0
3,84,3001,28778,2,3000166,0
4,84,4001,43167,3,4000166,0
5,84,5001,57556,4,5000166,0
1,85,1001,14389,0,1000085,0
2,85,2001,14389,1,2000167,0
3,85,3001,14389,2,3000167,0
4,85,4001,14389,3,4000167,0
5,85,5001,14389,4,5000167,0
2,85,2001,14389,1,2000168,0
3,85,3001,28778,2,3000168,0
4,85,4001,43167,3,4000168,0
5,85,5001,57556,4,5000168,0
1,86,1001,14389,0,1000086,0
2,86,2001,14389,1,2000169,0
3,86,3001,14389,2,3000169,0
4,86,4001,14389,3,4000169,0
5,86,5001,14389,4,5000169,0
2,86,2001,14389,1,2000170,0
3,86,3001,28778,2,3000170,0
4,86,4001,43167,3,4000170,0
5,86,5001,57556,4,5000170,0
1,87,1001,14389,0,1000087,0
2,87,2001,14389,1,2000171,0
3,87,3001,14389,2,3000171,0
4,87,4001,14389,3,4000171,0
5,87,5001,14389,4,5000171,0
2,87,2001,14389,1,2000172,0
3,87,3001,28778,2,3000172,0
4,87,4001,43167,3,4000172,0
5,87,5001,57556,4,5000172,0
1,88,1001,14389,0,1000088,0
2,88,2001,14389,1,2000173,0
