date,value,,
28/12/2012,132,132,132
31/12/2012,132,132,132
01/01/2013,0,132,132
02/01/2013,133,133,133
03/01/2013,131,131,131
04/01/2013,130,130,130
07/01/2013,130,130,130
08/01/2013,131,131,131
09/01/2013,131,131,131
10/01/2013,131,131,131
11/01/2013,133,133,133
14/01/2013,133,133,133
15/01/2013,133,133,133
16/01/2013,133,133,133
17/01/2013,134,134,134
18/01/2013,133,133,133
21/01/2013,133,133,133
22/01/2013,133,133,133
23/01/2013,133,133,133
24/01/2013,133,133,133
25/01/2013,135,135,135
28/01/2013,134,134,134
29/01/2013,134,134,134
30/01/2013,135,135,135
31/01/2013,136,136,136
01/02/2013,136,136,136
04/02/2013,136,136,136
05/02/2013,135,135,135
06/02/2013,135,135,135
07/02/2013,135,135,135
08/02/2013,134,134,134
11/02/2013,134,134,134
12/02/2013,134,134,134
13/02/2013,135,135,135
14/02/2013,133,133,133
15/02/2013,133,133,133
18/02/2013,134,134,134
19/02/2013,133,133,133
20/02/2013,134,134,134
21/02/2013,132,132,132
22/02/2013,132,132,132
25/02/2013,133,133,133
26/02/2013,131,131,131
27/02/2013,131,131,131
28/02/2013,131,131,131
01/03/2013,130,130,130
04/03/2013,130,130,130
05/03/2013,130,130,130
06/03/2013,130,130,130
07/03/2013,130,130,130
08/03/2013,131,131,131
11/03/2013,130,130,130
12/03/2013,131,131,131
13/03/2013,130,130,130
14/03/2013,129,129,129
15/03/2013,131,131,131
18/03/2013,129,129,129
19/03/2013,129,129,129
20/03/2013,129,129,129
21/03/2013,129,129,129
22/03/2013,129,129,129
25/03/2013,129,129,129
26/03/2013,129,129,129
27/03/2013,128,128,128
28/03/2013,128,128,128
29/03/2013,0,128,128
01/04/2013,0,0,128
02/04/2013,128,128,128
03/04/2013,128,128,128
04/04/2013,128,128,128
05/04/2013,129,129,129
08/04/2013,130,130,130
09/04/2013,130,130,130
10/04/2013,131,131,131
11/04/2013,131,131,131
12/04/2013,131,131,131
15/04/2013,131,131,131
16/04/2013,131,131,131
17/04/2013,131,131,131
18/04/2013,130,130,130
19/04/2013,131,131,131
22/04/2013,130,130,130
23/04/2013,130,130,130
24/04/2013,130,130,130
25/04/2013,131,131,131
26/04/2013,130,130,130
29/04/2013,131,131,131
30/04/2013,131,131,131
01/05/2013,0,131,131
02/05/2013,132,132,132
03/05/2013,131,131,131
06/05/2013,131,131,131
07/05/2013,131,131,131
08/05/2013,131,131,131
09/05/2013,131,131,131
10/05/2013,130,130,130
13/05/2013,130,130,130
14/05/2013,130,130,130
15/05/2013,129,129,129
16/05/2013,129,129,129
17/05/2013,129,129,129
20/05/2013,129,129,129
21/05/2013,129,129,129
22/05/2013,129,129,129
23/05/2013,129,129,129
24/05/2013,129,129,129
27/05/2013,129,129,129
28/05/2013,129,129,129
29/05/2013,130,130,130
30/05/2013,129,129,129
31/05/2013,130,130,130
03/06/2013,130,130,130
04/06/2013,131,131,131
05/06/2013,131,131,131
06/06/2013,131,131,131
07/06/2013,133,133,133
10/06/2013,132,132,132
11/06/2013,133,133,133
12/06/2013,133,133,133
13/06/2013,133,133,133
14/06/2013,133,133,133
17/06/2013,133,133,133
18/06/2013,134,134,134
19/06/2013,134,134,134
20/06/2013,132,132,132
21/06/2013,132,132,132
24/06/2013,131,131,131
25/06/2013,131,131,131
26/06/2013,130,130,130
27/06/2013,130,130,130
28/06/2013,131,131,131
01/07/2013,130,130,130
02/07/2013,130,130,130
03/07/2013,130,130,130
04/07/2013,130,130,130
05/07/2013,129,129,129
08/07/2013,129,129,129
09/07/2013,129,129,129
10/07/2013,128,128,128
11/07/2013,130,130,130
12/07/2013,130,130,130
15/07/2013,130,130,130
16/07/2013,131,131,131
17/07/2013,131,131,131
18/07/2013,131,131,131
19/07/2013,131,131,131
22/07/2013,132,132,132
23/07/2013,132,132,132
24/07/2013,132,132,132
25/07/2013,132,132,132
26/07/2013,133,133,133
29/07/2013,133,133,133
30/07/2013,133,133,133
31/07/2013,133,133,133
01/08/2013,132,132,132
02/08/2013,132,132,132
05/08/2013,133,133,133
06/08/2013,133,133,133
07/08/2013,133,133,133
08/08/2013,134,134,134
09/08/2013,134,134,134
12/08/2013,133,133,133
13/08/2013,133,133,133
14/08/2013,132,132,132
15/08/2013,133,133,133
16/08/2013,133,133,133
19/08/2013,133,133,133
20/08/2013,134,134,134
21/08/2013,134,134,134
22/08/2013,133,133,133
23/08/2013,134,134,134
26/08/2013,134,134,134
27/08/2013,133,133,133
28/08/2013,133,133,133
29/08/2013,133,133,133
30/08/2013,132,132,132
02/09/2013,132,132,132
03/09/2013,132,132,132
04/09/2013,132,132,132
05/09/2013,132,132,132
06/09/2013,131,131,131
09/09/2013,132,132,132
10/09/2013,132,132,132
11/09/2013,133,133,133
12/09/2013,133,133,133
13/09/2013,133,133,133
16/09/2013,134,134,134
17/09/2013,134,134,134
18/09/2013,134,134,134
19/09/2013,135,135,135
20/09/2013,135,135,135
23/09/2013,135,135,135
24/09/2013,135,135,135
25/09/2013,135,135,135
26/09/2013,135,135,135
27/09/2013,135,135,135
30/09/2013,135,135,135
01/10/2013,136,136,136
02/10/2013,135,135,135
03/10/2013,136,136,136
04/10/2013,136,136,136
07/10/2013,136,136,136
08/10/2013,136,136,136
09/10/2013,135,135,135
10/10/2013,135,135,135
11/10/2013,136,136,136
14/10/2013,136,136,136
15/10/2013,135,135,135
16/10/2013,136,136,136
17/10/2013,137,137,137
18/10/2013,137,137,137
21/10/2013,137,137,137
22/10/2013,137,137,137
23/10/2013,138,138,138
24/10/2013,138,138,138
25/10/2013,138,138,138
28/10/2013,138,138,138
29/10/2013,138,138,138
30/10/2013,138,138,138
31/10/2013,136,136,136
01/11/2013,135,135,135
04/11/2013,135,135,135
05/11/2013,135,135,135
06/11/2013,135,135,135
07/11/2013,134,134,134
08/11/2013,134,134,134
11/11/2013,134,134,134
12/11/2013,134,134,134
13/11/2013,134,134,134
14/11/2013,134,134,134
15/11/2013,135,135,135
18/11/2013,135,135,135
19/11/2013,135,135,135
20/11/2013,135,135,135
21/11/2013,135,135,135
22/11/2013,135,135,135
25/11/2013,135,135,135
26/11/2013,135,135,135
27/11/2013,136,136,136
28/11/2013,136,136,136
29/11/2013,136,136,136
02/12/2013,135,135,135
03/12/2013,136,136,136
04/12/2013,136,136,136
05/12/2013,136,136,136
06/12/2013,137,137,137
09/12/2013,137,137,137
10/12/2013,138,138,138
11/12/2013,138,138,138
12/12/2013,138,138,138
13/12/2013,137,137,137
16/12/2013,138,138,138
17/12/2013,137,137,137
18/12/2013,137,137,137
19/12/2013,137,137,137
20/12/2013,137,137,137
23/12/2013,137,137,137
24/12/2013,137,137,137
25/12/2013,0,137,137
26/12/2013,0,0,137
27/12/2013,138,138,138
30/12/2013,138,138,138
31/12/2013,138,138,138
01/01/2014,0,138,138
02/01/2014,137,137,137
03/01/2014,136,136,136
06/01/2014,136,136,136
07/01/2014,136,136,136
08/01/2014,136,136,136
09/01/2014,136,136,136
10/01/2014,136,136,136
13/01/2014,137,137,137
14/01/2014,137,137,137
15/01/2014,136,136,136
16/01/2014,136,136,136
17/01/2014,136,136,136
20/01/2014,136,136,136
21/01/2014,135,135,135
22/01/2014,136,136,136
23/01/2014,136,136,136
24/01/2014,137,137,137
27/01/2014,137,137,137
28/01/2014,136,136,136
29/01/2014,136,136,136
30/01/2014,136,136,136
31/01/2014,135,135,135
03/02/2014,135,135,135
04/02/2014,135,135,135
05/02/2014,135,135,135
06/02/2014,135,135,135
07/02/2014,136,136,136
10/02/2014,136,136,136
11/02/2014,137,137,137
12/02/2014,136,136,136
13/02/2014,137,137,137
14/02/2014,137,137,137
17/02/2014,137,137,137
18/02/2014,137,137,137
19/02/2014,137,137,137
20/02/2014,137,137,137
21/02/2014,137,137,137
24/02/2014,137,137,137
25/02/2014,138,138,138
26/02/2014,137,137,137
27/02/2014,137,137,137
28/02/2014,138,138,138
03/03/2014,138,138,138
04/03/2014,138,138,138
05/03/2014,137,137,137
06/03/2014,137,137,137
07/03/2014,139,139,139
10/03/2014,139,139,139
11/03/2014,139,139,139
12/03/2014,139,139,139
13/03/2014,139,139,139
14/03/2014,139,139,139
17/03/2014,139,139,139
18/03/2014,139,139,139
19/03/2014,139,139,139
20/03/2014,138,138,138
21/03/2014,138,138,138
24/03/2014,138,138,138
25/03/2014,138,138,138
26/03/2014,138,138,138
27/03/2014,138,138,138
28/03/2014,138,138,138
31/03/2014,138,138,138
01/04/2014,138,138,138
02/04/2014,138,138,138
03/04/2014,138,138,138
04/04/2014,137,137,137
07/04/2014,137,137,137
08/04/2014,138,138,138
09/04/2014,138,138,138
10/04/2014,139,139,139
11/04/2014,139,139,139
14/04/2014,138,138,138
15/04/2014,138,138,138
16/04/2014,138,138,138
17/04/2014,139,139,139
18/04/2014,0,139,139
21/04/2014,0,0,139
22/04/2014,138,138,138
23/04/2014,138,138,138
24/04/2014,138,138,138
25/04/2014,138,138,138
28/04/2014,139,139,139
29/04/2014,138,138,138
30/04/2014,139,139,139
01/05/2014,0,139,139
02/05/2014,139,139,139
05/05/2014,139,139,139
06/05/2014,139,139,139
07/05/2014,139,139,139
08/05/2014,140,140,140
09/05/2014,138,138,138
12/05/2014,138,138,138
13/05/2014,137,137,137
14/05/2014,137,137,137
15/05/2014,137,137,137
16/05/2014,137,137,137
19/05/2014,137,137,137
20/05/2014,137,137,137
21/05/2014,137,137,137
22/05/2014,137,137,137
23/05/2014,136,136,136
26/05/2014,136,136,136
27/05/2014,136,136,136
28/05/2014,136,136,136
29/05/2014,136,136,136
30/05/2014,136,136,136
02/06/2014,136,136,136
03/06/2014,136,136,136
04/06/2014,136,136,136
05/06/2014,136,136,136
06/06/2014,136,136,136
09/06/2014,136,136,136
10/06/2014,135,135,135
11/06/2014,135,135,135
12/06/2014,135,135,135
13/06/2014,135,135,135
16/06/2014,135,135,135
17/06/2014,136,136,136
18/06/2014,136,136,136
19/06/2014,136,136,136
20/06/2014,136,136,136
23/06/2014,136,136,136
24/06/2014,136,136,136
25/06/2014,136,136,136
26/06/2014,136,136,136
27/06/2014,136,136,136
30/06/2014,137,137,137
01/07/2014,137,137,137
02/07/2014,137,137,137
03/07/2014,136,136,136
04/07/2014,136,136,136
07/07/2014,136,136,136
08/07/2014,136,136,136
09/07/2014,136,136,136
10/07/2014,136,136,136
11/07/2014,136,136,136
14/07/2014,136,136,136
15/07/2014,136,136,136
16/07/2014,135,135,135
17/07/2014,135,135,135
18/07/2014,135,135,135
21/07/2014,135,135,135
22/07/2014,135,135,135
23/07/2014,135,135,135
24/07/2014,135,135,135
25/07/2014,134,134,134
28/07/2014,134,134,134
29/07/2014,134,134,134
30/07/2014,134,134,134
31/07/2014,134,134,134
01/08/2014,134,134,134
04/08/2014,134,134,134
05/08/2014,134,134,134
06/08/2014,133,133,133
07/08/2014,134,134,134
08/08/2014,134,134,134
11/08/2014,134,134,134
12/08/2014,133,133,133
13/08/2014,134,134,134
14/08/2014,134,134,134
15/08/2014,134,134,134
18/08/2014,134,134,134
19/08/2014,134,134,134
20/08/2014,133,133,133
21/08/2014,133,133,133
22/08/2014,133,133,133
25/08/2014,132,132,132
26/08/2014,132,132,132
27/08/2014,132,132,132
28/08/2014,132,132,132
29/08/2014,132,132,132
01/09/2014,131,131,131
02/09/2014,131,131,131
03/09/2014,132,132,132
04/09/2014,130,130,130
05/09/2014,129,129,129
08/09/2014,129,129,129
09/09/2014,129,129,129
10/09/2014,129,129,129
11/09/2014,129,129,129
12/09/2014,129,129,129
15/09/2014,129,129,129
16/09/2014,129,129,129
17/09/2014,130,130,130
18/09/2014,129,129,129
19/09/2014,129,129,129
22/09/2014,128,128,128
23/09/2014,129,129,129
24/09/2014,128,128,128
25/09/2014,127,127,127
26/09/2014,127,127,127
29/09/2014,127,127,127
30/09/2014,126,126,126
01/10/2014,126,126,126
02/10/2014,126,126,126
03/10/2014,126,126,126
06/10/2014,126,126,126
07/10/2014,126,126,126
08/10/2014,126,126,126
09/10/2014,128,128,128
10/10/2014,126,126,126
13/10/2014,127,127,127
14/10/2014,126,126,126
15/10/2014,127,127,127
16/10/2014,127,127,127
17/10/2014,128,128,128
20/10/2014,128,128,128
21/10/2014,128,128,128
22/10/2014,127,127,127
23/10/2014,127,127,127
24/10/2014,127,127,127
27/10/2014,127,127,127
28/10/2014,127,127,127
29/10/2014,127,127,127
30/10/2014,126,126,126
31/10/2014,125,125,125
03/11/2014,125,125,125
04/11/2014,125,125,125
05/11/2014,125,125,125
06/11/2014,125,125,125
07/11/2014,124,124,124
10/11/2014,125,125,125
11/11/2014,124,124,124
12/11/2014,125,125,125
13/11/2014,125,125,125
14/11/2014,124,124,124
17/11/2014,125,125,125
18/11/2014,125,125,125
19/11/2014,125,125,125
20/11/2014,125,125,125
21/11/2014,124,124,124
24/11/2014,124,124,124
25/11/2014,124,124,124
26/11/2014,125,125,125
27/11/2014,125,125,125
28/11/2014,125,125,125
01/12/2014,125,125,125
02/12/2014,124,124,124
03/12/2014,123,123,123
04/12/2014,123,123,123
05/12/2014,124,124,124
08/12/2014,123,123,123
09/12/2014,124,124,124
10/12/2014,124,124,124
11/12/2014,124,124,124
12/12/2014,125,125,125
15/12/2014,124,124,124
16/12/2014,125,125,125
17/12/2014,124,124,124
18/12/2014,123,123,123
19/12/2014,123,123,123
22/12/2014,123,123,123
23/12/2014,122,122,122
24/12/2014,122,122,122
25/12/2014,0,122,122
26/12/2014,0,0,122
29/12/2014,122,122,122
30/12/2014,122,122,122
31/12/2014,121,121,121
01/01/2015,0,121,121
02/01/2015,120,120,120
05/01/2015,119,119,119
06/01/2015,119,119,119
07/01/2015,118,118,118
08/01/2015,118,118,118
09/01/2015,118,118,118
12/01/2015,118,118,118
13/01/2015,118,118,118
14/01/2015,118,118,118
15/01/2015,117,117,117
16/01/2015,116,116,116
19/01/2015,116,116,116
20/01/2015,116,116,116
21/01/2015,116,116,116
22/01/2015,116,116,116
23/01/2015,112,112,112
26/01/2015,112,112,112
27/01/2015,113,113,113
28/01/2015,113,113,113
29/01/2015,113,113,113
30/01/2015,113,113,113
02/02/2015,113,113,113
03/02/2015,114,114,114
04/02/2015,114,114,114
05/02/2015,114,114,114
06/02/2015,114,114,114
09/02/2015,113,113,113
10/02/2015,113,113,113
11/02/2015,113,113,113
12/02/2015,113,113,113
13/02/2015,114,114,114
16/02/2015,114,114,114
17/02/2015,114,114,114
18/02/2015,114,114,114
19/02/2015,114,114,114
20/02/2015,113,113,113
23/02/2015,113,113,113
24/02/2015,113,113,113
25/02/2015,113,113,113
26/02/2015,113,113,113
27/02/2015,112,112,112
02/03/2015,112,112,112
03/03/2015,112,112,112
04/03/2015,111,111,111
05/03/2015,111,111,111
06/03/2015,110,110,110
09/03/2015,109,109,109
10/03/2015,107,107,107
11/03/2015,106,106,106
12/03/2015,106,106,106
13/03/2015,106,106,106
16/03/2015,106,106,106
17/03/2015,106,106,106
18/03/2015,106,106,106
19/03/2015,107,107,107
20/03/2015,108,108,108
23/03/2015,109,109,109
24/03/2015,110,110,110
25/03/2015,110,110,110
26/03/2015,110,110,110
27/03/2015,109,109,109
30/03/2015,108,108,108
31/03/2015,108,108,108
01/04/2015,108,108,108
02/04/2015,108,108,108
03/04/2015,0,108,108
06/04/2015,0,0,108
07/04/2015,108,108,108
08/04/2015,109,109,109
09/04/2015,108,108,108
10/04/2015,106,106,106
13/04/2015,106,106,106
14/04/2015,106,106,106
15/04/2015,106,106,106
16/04/2015,107,107,107
17/04/2015,108,108,108
20/04/2015,107,107,107
21/04/2015,107,107,107
22/04/2015,107,107,107
23/04/2015,108,108,108
24/04/2015,108,108,108
27/04/2015,108,108,108
28/04/2015,109,109,109
29/04/2015,110,110,110
30/04/2015,112,112,112
01/05/2015,0,112,112
04/05/2015,112,112,112
05/05/2015,111,111,111
06/05/2015,112,112,112
07/05/2015,113,113,113
08/05/2015,112,112,112
11/05/2015,111,111,111
12/05/2015,112,112,112
13/05/2015,112,112,112
14/05/2015,114,114,114
15/05/2015,113,113,113
18/05/2015,114,114,114
19/05/2015,112,112,112
20/05/2015,111,111,111
21/05/2015,111,111,111
22/05/2015,112,112,112
25/05/2015,110,110,110
26/05/2015,109,109,109
27/05/2015,109,109,109
28/05/2015,109,109,109
29/05/2015,110,110,110
01/06/2015,109,109,109
02/06/2015,110,110,110
03/06/2015,111,111,111
04/06/2015,113,113,113
05/06/2015,112,112,112
08/06/2015,112,112,112
09/06/2015,112,112,112
10/06/2015,113,113,113
11/06/2015,112,112,112
12/06/2015,112,112,112
15/06/2015,112,112,112
16/06/2015,112,112,112
17/06/2015,113,113,113
18/06/2015,114,114,114
19/06/2015,113,113,113
22/06/2015,113,113,113
23/06/2015,112,112,112
24/06/2015,112,112,112
25/06/2015,112,112,112
26/06/2015,112,112,112
29/06/2015,111,111,111
30/06/2015,112,112,112
01/07/2015,111,111,111
02/07/2015,111,111,111
03/07/2015,111,111,111
06/07/2015,110,110,110
07/07/2015,109,109,109
08/07/2015,110,110,110
09/07/2015,111,111,111
10/07/2015,112,112,112
13/07/2015,110,110,110
14/07/2015,110,110,110
15/07/2015,110,110,110
16/07/2015,109,109,109
17/07/2015,109,109,109
20/07/2015,109,109,109
21/07/2015,109,109,109
22/07/2015,109,109,109
23/07/2015,110,110,110
24/07/2015,109,109,109
27/07/2015,111,111,111
28/07/2015,110,110,110
29/07/2015,110,110,110
30/07/2015,110,110,110
31/07/2015,110,110,110
03/08/2015,110,110,110
04/08/2015,110,110,110
05/08/2015,109,109,109
06/08/2015,109,109,109
07/08/2015,109,109,109
10/08/2015,110,110,110
11/08/2015,111,111,111
12/08/2015,112,112,112
13/08/2015,111,111,111
14/08/2015,112,112,112
17/08/2015,111,111,111
18/08/2015,111,111,111
19/08/2015,110,110,110
20/08/2015,112,112,112
21/08/2015,113,113,113
24/08/2015,115,115,115
25/08/2015,115,115,115
26/08/2015,114,114,114
27/08/2015,113,113,113
28/08/2015,113,113,113
31/08/2015,112,112,112
01/09/2015,112,112,112
02/09/2015,113,113,113
03/09/2015,112,112,112
04/09/2015,111,111,111
07/09/2015,111,111,111
08/09/2015,112,112,112
09/09/2015,111,111,111
10/09/2015,112,112,112
11/09/2015,113,113,113
14/09/2015,113,113,113
15/09/2015,113,113,113
16/09/2015,112,112,112
17/09/2015,113,113,113
18/09/2015,114,114,114
21/09/2015,113,113,113
22/09/2015,112,112,112
23/09/2015,112,112,112
24/09/2015,112,112,112
25/09/2015,112,112,112
28/09/2015,112,112,112
29/09/2015,112,112,112
30/09/2015,112,112,112
01/10/2015,112,112,112
02/10/2015,112,112,112
05/10/2015,112,112,112
06/10/2015,112,112,112
07/10/2015,113,113,113
08/10/2015,113,113,113
09/10/2015,114,114,114
12/10/2015,114,114,114
13/10/2015,114,114,114
14/10/2015,114,114,114
15/10/2015,114,114,114
16/10/2015,114,114,114
19/10/2015,113,113,113
20/10/2015,114,114,114
21/10/2015,114,114,114
22/10/2015,113,113,113
23/10/2015,111,111,111
26/10/2015,110,110,110
27/10/2015,111,111,111
28/10/2015,111,111,111
29/10/2015,109,109,109
30/10/2015,110,110,110
02/11/2015,110,110,110
03/11/2015,110,110,110
04/11/2015,109,109,109
05/11/2015,109,109,109
06/11/2015,109,109,109
09/11/2015,108,108,108
10/11/2015,107,107,107
11/11/2015,107,107,107
12/11/2015,107,107,107
13/11/2015,108,108,108
16/11/2015,107,107,107
17/11/2015,107,107,107
18/11/2015,107,107,107
19/11/2015,107,107,107
20/11/2015,107,107,107
23/11/2015,106,106,106
24/11/2015,107,107,107
25/11/2015,106,106,106
26/11/2015,106,106,106
27/11/2015,106,106,106
30/11/2015,106,106,106
01/12/2015,106,106,106
02/12/2015,106,106,106
03/12/2015,107,107,107
04/12/2015,109,109,109
07/12/2015,108,108,108
08/12/2015,109,109,109
09/12/2015,109,109,109
10/12/2015,109,109,109
11/12/2015,110,110,110
14/12/2015,110,110,110
15/12/2015,110,110,110
16/12/2015,109,109,109
17/12/2015,108,108,108
18/12/2015,108,108,108
21/12/2015,109,109,109
22/12/2015,110,110,110
23/12/2015,109,109,109
24/12/2015,109,109,109
25/12/2015,0,109,109
28/12/2015,110,110,110
29/12/2015,110,110,110
30/12/2015,109,109,109
31/12/2015,109,109,109
01/01/2016,0,109,109
04/01/2016,109,109,109
05/01/2016,107,107,107
06/01/2016,107,107,107
07/01/2016,109,109,109
08/01/2016,109,109,109
11/01/2016,109,109,109
12/01/2016,108,108,108
13/01/2016,108,108,108
14/01/2016,109,109,109
15/01/2016,109,109,109
18/01/2016,109,109,109
19/01/2016,109,109,109
20/01/2016,109,109,109
21/01/2016,109,109,109
22/01/2016,108,108,108
25/01/2016,108,108,108
26/01/2016,108,108,108
27/01/2016,109,109,109
28/01/2016,109,109,109
29/01/2016,109,109,109
01/02/2016,109,109,109
02/02/2016,109,109,109
03/02/2016,109,109,109
04/02/2016,112,112,112
05/02/2016,112,112,112
08/02/2016,111,111,111
09/02/2016,112,112,112
10/02/2016,113,113,113
11/02/2016,113,113,113
12/02/2016,113,113,113
15/02/2016,112,112,112
16/02/2016,112,112,112
17/02/2016,111,111,111
18/02/2016,111,111,111
19/02/2016,111,111,111
22/02/2016,110,110,110
23/02/2016,110,110,110
24/02/2016,110,110,110
25/02/2016,110,110,110
26/02/2016,110,110,110
29/02/2016,109,109,109
01/03/2016,109,109,109
02/03/2016,109,109,109
03/03/2016,109,109,109
04/03/2016,110,110,110
07/03/2016,110,110,110
08/03/2016,110,110,110
09/03/2016,110,110,110
10/03/2016,109,109,109
11/03/2016,111,111,111
14/03/2016,111,111,111
15/03/2016,111,111,111
16/03/2016,111,111,111
17/03/2016,113,113,113
18/03/2016,113,113,113
21/03/2016,113,113,113
22/03/2016,112,112,112
23/03/2016,112,112,112
24/03/2016,112,112,112
25/03/2016,0,112,112
28/03/2016,0,0,112
29/03/2016,112,112,112
30/03/2016,113,113,113
31/03/2016,114,114,114
01/04/2016,114,114,114
04/04/2016,114,114,114
05/04/2016,114,114,114
06/04/2016,113,113,113
07/04/2016,114,114,114
08/04/2016,114,114,114
11/04/2016,114,114,114
12/04/2016,114,114,114
13/04/2016,113,113,113
14/04/2016,113,113,113
15/04/2016,113,113,113
18/04/2016,113,113,113
19/04/2016,113,113,113
20/04/2016,114,114,114
21/04/2016,114,114,114
22/04/2016,113,113,113
25/04/2016,113,113,113
26/04/2016,113,113,113
27/04/2016,113,113,113
28/04/2016,114,114,114
29/04/2016,114,114,114
02/05/2016,115,115,115
03/05/2016,116,116,116
04/05/2016,115,115,115
05/05/2016,114,114,114
06/05/2016,114,114,114
09/05/2016,114,114,114
10/05/2016,114,114,114
11/05/2016,114,114,114
12/05/2016,114,114,114
13/05/2016,113,113,113
16/05/2016,113,113,113
17/05/2016,113,113,113
18/05/2016,113,113,113
19/05/2016,112,112,112
20/05/2016,112,112,112
23/05/2016,112,112,112
24/05/2016,112,112,112
25/05/2016,111,111,111
26/05/2016,112,112,112
27/05/2016,112,112,112
30/05/2016,111,111,111
31/05/2016,112,112,112
01/06/2016,112,112,112
02/06/2016,112,112,112
03/06/2016,112,112,112
06/06/2016,113,113,113
07/06/2016,113,113,113
08/06/2016,114,114,114
09/06/2016,113,113,113
10/06/2016,113,113,113
13/06/2016,113,113,113
14/06/2016,112,112,112
15/06/2016,112,112,112
16/06/2016,112,112,112
17/06/2016,113,113,113
20/06/2016,113,113,113
21/06/2016,113,113,113
22/06/2016,113,113,113
23/06/2016,114,114,114
24/06/2016,111,111,111
27/06/2016,110,110,110
28/06/2016,111,111,111
29/06/2016,111,111,111
30/06/2016,111,111,111
01/07/2016,111,111,111
04/07/2016,111,111,111
05/07/2016,111,111,111
06/07/2016,111,111,111
07/07/2016,111,111,111
08/07/2016,111,111,111
11/07/2016,110,110,110
12/07/2016,111,111,111
13/07/2016,111,111,111
14/07/2016,112,112,112
15/07/2016,111,111,111
18/07/2016,111,111,111
19/07/2016,110,110,110
20/07/2016,110,110,110
21/07/2016,110,110,110
22/07/2016,110,110,110
25/07/2016,110,110,110
26/07/2016,110,110,110
27/07/2016,110,110,110
28/07/2016,111,111,111
29/07/2016,111,111,111
01/08/2016,112,112,112
02/08/2016,112,112,112
03/08/2016,112,112,112
04/08/2016,111,111,111
05/08/2016,112,112,112
08/08/2016,111,111,111
09/08/2016,111,111,111
10/08/2016,112,112,112
11/08/2016,112,112,112
12/08/2016,112,112,112
15/08/2016,112,112,112
16/08/2016,113,113,113
17/08/2016,113,113,113
18/08/2016,113,113,113
19/08/2016,113,113,113
22/08/2016,113,113,113
23/08/2016,113,113,113
24/08/2016,113,113,113
25/08/2016,113,113,113
26/08/2016,113,113,113
29/08/2016,112,112,112
30/08/2016,112,112,112
31/08/2016,111,111,111
01/09/2016,111,111,111
02/09/2016,112,112,112
05/09/2016,112,112,112
06/09/2016,112,112,112
07/09/2016,112,112,112
08/09/2016,113,113,113
09/09/2016,113,113,113
12/09/2016,112,112,112
13/09/2016,112,112,112
14/09/2016,112,112,112
15/09/2016,113,113,113
16/09/2016,112,112,112
19/09/2016,112,112,112
20/09/2016,112,112,112
21/09/2016,112,112,112
22/09/2016,112,112,112
23/09/2016,112,112,112
26/09/2016,113,113,113
27/09/2016,112,112,112
28/09/2016,112,112,112
29/09/2016,112,112,112
30/09/2016,112,112,112
03/10/2016,112,112,112
04/10/2016,112,112,112
05/10/2016,112,112,112
06/10/2016,112,112,112
07/10/2016,111,111,111
10/10/2016,112,112,112
11/10/2016,111,111,111
12/10/2016,110,110,110
13/10/2016,110,110,110
14/10/2016,110,110,110
17/10/2016,110,110,110
18/10/2016,110,110,110
19/10/2016,110,110,110
20/10/2016,110,110,110
21/10/2016,109,109,109
24/10/2016,109,109,109
25/10/2016,109,109,109
26/10/2016,109,109,109
27/10/2016,109,109,109
28/10/2016,109,109,109
31/10/2016,109,109,109
01/11/2016,110,110,110
02/11/2016,111,111,111
03/11/2016,111,111,111
04/11/2016,111,111,111
07/11/2016,111,111,111
08/11/2016,110,110,110
09/11/2016,110,110,110
10/11/2016,109,109,109
11/11/2016,109,109,109
14/11/2016,108,108,108
15/11/2016,108,108,108
16/11/2016,107,107,107
17/11/2016,107,107,107
18/11/2016,106,106,106
21/11/2016,106,106,106
22/11/2016,106,106,106
23/11/2016,106,106,106
24/11/2016,105,105,105
25/11/2016,106,106,106
28/11/2016,106,106,106
29/11/2016,106,106,106
30/11/2016,106,106,106
01/12/2016,106,106,106
02/12/2016,106,106,106
05/12/2016,107,107,107
06/12/2016,107,107,107
07/12/2016,107,107,107
08/12/2016,108,108,108
09/12/2016,106,106,106
12/12/2016,106,106,106
13/12/2016,106,106,106
14/12/2016,106,106,106
15/12/2016,104,104,104
16/12/2016,104,104,104
19/12/2016,104,104,104
20/12/2016,104,104,104
21/12/2016,104,104,104
22/12/2016,104,104,104
23/12/2016,104,104,104
26/12/2016,0,104,104
27/12/2016,104,104,104
28/12/2016,104,104,104
29/12/2016,105,105,105
30/12/2016,105,105,105
02/01/2017,105,105,105
03/01/2017,104,104,104
04/01/2017,104,104,104
05/01/2017,105,105,105
06/01/2017,106,106,106
09/01/2017,105,105,105
10/01/2017,106,106,106
11/01/2017,105,105,105
12/01/2017,107,107,107
13/01/2017,107,107,107
16/01/2017,106,106,106
17/01/2017,107,107,107
18/01/2017,107,107,107
19/01/2017,107,107,107
20/01/2017,106,106,106
23/01/2017,107,107,107
24/01/2017,107,107,107
25/01/2017,107,107,107
26/01/2017,107,107,107
27/01/2017,107,107,107
30/01/2017,106,106,106
31/01/2017,108,108,108
01/02/2017,108,108,108
02/02/2017,108,108,108
03/02/2017,107,107,107
06/02/2017,107,107,107
07/02/2017,107,107,107
08/02/2017,107,107,107
09/02/2017,107,107,107
10/02/2017,106,106,106
