date,value,,
30/03/2021,117,117,117
31/03/2021,117,117,117
01/04/2021,117,117,117
02/04/2021,0,117,117
05/04/2021,0,0,117
06/04/2021,118,118,118
07/04/2021,119,119,119
08/04/2021,119,119,119
09/04/2021,119,119,119
12/04/2021,119,119,119
13/04/2021,119,119,119
14/04/2021,120,120,120
15/04/2021,120,120,120
16/04/2021,120,120,120
19/04/2021,120,120,120
20/04/2021,121,121,121
21/04/2021,120,120,120
22/04/2021,120,120,120
23/04/2021,121,121,121
26/04/2021,121,121,121
27/04/2021,121,121,121
28/04/2021,121,121,121
29/04/2021,121,121,121
30/04/2021,121,121,121
03/05/2021,120,120,120
04/05/2021,120,120,120
05/05/2021,120,120,120
06/05/2021,121,121,121
07/05/2021,121,121,121
10/05/2021,122,122,122
11/05/2021,122,122,122
12/05/2021,121,121,121
13/05/2021,121,121,121
14/05/2021,121,121,121
17/05/2021,121,121,121
18/05/2021,122,122,122
19/05/2021,122,122,122
20/05/2021,122,122,122
21/05/2021,122,122,122
24/05/2021,122,122,122
25/05/2021,123,123,123
26/05/2021,122,122,122
27/05/2021,122,122,122
28/05/2021,121,121,121
31/05/2021,122,122,122
01/06/2021,122,122,122
02/06/2021,122,122,122
03/06/2021,122,122,122
04/06/2021,121,121,121
07/06/2021,122,122,122
08/06/2021,122,122,122
09/06/2021,122,122,122
10/06/2021,122,122,122
11/06/2021,121,121,121
14/06/2021,121,121,121
15/06/2021,121,121,121
16/06/2021,121,121,121
17/06/2021,119,119,119
18/06/2021,119,119,119
21/06/2021,119,119,119
22/06/2021,119,119,119
23/06/2021,120,120,120
24/06/2021,119,119,119
25/06/2021,120,120,120
28/06/2021,119,119,119
29/06/2021,119,119,119
30/06/2021,119,119,119
01/07/2021,119,119,119
02/07/2021,118,118,118
05/07/2021,119,119,119
06/07/2021,118,118,118
07/07/2021,118,118,118
08/07/2021,118,118,118
09/07/2021,119,119,119
12/07/2021,119,119,119
13/07/2021,118,118,118
14/07/2021,118,118,118
15/07/2021,118,118,118
16/07/2021,118,118,118
19/07/2021,118,118,118
20/07/2021,118,118,118
21/07/2021,118,118,118
22/07/2021,118,118,118
23/07/2021,118,118,118
26/07/2021,118,118,118
27/07/2021,118,118,118
28/07/2021,118,118,118
29/07/2021,119,119,119
30/07/2021,119,119,119
02/08/2021,119,119,119
03/08/2021,119,119,119
04/08/2021,119,119,119
05/08/2021,119,119,119
06/08/2021,118,118,118
09/08/2021,118,118,118
10/08/2021,117,117,117
11/08/2021,117,117,117
12/08/2021,117,117,117
13/08/2021,118,118,118
16/08/2021,118,118,118
17/08/2021,118,118,118
18/08/2021,117,117,117
19/08/2021,117,117,117
20/08/2021,117,117,117
23/08/2021,117,117,117
24/08/2021,117,117,117
25/08/2021,117,117,117
26/08/2021,118,118,118
27/08/2021,118,118,118
30/08/2021,118,118,118
31/08/2021,118,118,118
01/09/2021,118,118,118
02/09/2021,118,118,118
03/09/2021,119,119,119
06/09/2021,119,119,119
07/09/2021,119,119,119
08/09/2021,118,118,118
09/09/2021,118,118,118
10/09/2021,118,118,118
13/09/2021,118,118,118
14/09/2021,118,118,118
15/09/2021,118,118,118
16/09/2021,118,118,118
17/09/2021,118,118,118
20/09/2021,117,117,117
21/09/2021,117,117,117
22/09/2021,117,117,117
23/09/2021,117,117,117
24/09/2021,117,117,117
27/09/2021,117,117,117
28/09/2021,117,117,117
29/09/2021,117,117,117
30/09/2021,116,116,116
01/10/2021,116,116,116
04/10/2021,116,116,116
05/10/2021,116,116,116
06/10/2021,115,115,115
07/10/2021,116,116,116
08/10/2021,116,116,116
11/10/2021,116,116,116
12/10/2021,116,116,116
13/10/2021,116,116,116
14/10/2021,116,116,116
15/10/2021,116,116,116
18/10/2021,116,116,116
19/10/2021,117,117,117
20/10/2021,116,116,116
21/10/2021,116,116,116
22/10/2021,116,116,116
25/10/2021,116,116,116
26/10/2021,116,116,116
27/10/2021,116,116,116
28/10/2021,116,116,116
29/10/2021,116,116,116
01/11/2021,116,116,116
02/11/2021,116,116,116
03/11/2021,116,116,116
04/11/2021,116,116,116
05/11/2021,115,115,115
08/11/2021,116,116,116
09/11/2021,116,116,116
10/11/2021,116,116,116
11/11/2021,115,115,115
12/11/2021,114,114,114
15/11/2021,114,114,114
16/11/2021,114,114,114
17/11/2021,113,113,113
18/11/2021,113,113,113
19/11/2021,113,113,113
22/11/2021,113,113,113
23/11/2021,113,113,113
24/11/2021,112,112,112
25/11/2021,112,112,112
26/11/2021,113,113,113
29/11/2021,113,113,113
30/11/2021,114,114,114
01/12/2021,113,113,113
02/12/2021,113,113,113
03/12/2021,113,113,113
06/12/2021,113,113,113
07/12/2021,113,113,113
08/12/2021,113,113,113
09/12/2021,113,113,113
10/12/2021,113,113,113
13/12/2021,113,113,113
14/12/2021,113,113,113
15/12/2021,113,113,113
16/12/2021,113,113,113
17/12/2021,113,113,113
20/12/2021,113,113,113
21/12/2021,113,113,113
22/12/2021,113,113,113
23/12/2021,113,113,113
24/12/2021,113,113,113
27/12/2021,113,113,113
28/12/2021,113,113,113
29/12/2021,113,113,113
30/12/2021,113,113,113
31/12/2021,113,113,113
