date;value
12-07-2004;1.2397
13-07-2004;1.2372
14-07-2004;1.2381
15-07-2004;1.2374
16-07-2004;1.2353
19-07-2004;1.2412
20-07-2004;1.2385
21-07-2004;1.2296
22-07-2004;1.2268
23-07-2004;1.2191
26-07-2004;1.2163
27-07-2004;1.2168
28-07-2004;1.2034
29-07-2004;1.2026
30-07-2004;1.2039
02-08-2004;1.2055
03-08-2004;1.2022
04-08-2004;1.1983
05-08-2004;1.2042
06-08-2004;1.2064
09-08-2004;1.2247
10-08-2004;1.2279
11-08-2004;1.2233
12-08-2004;1.2256
13-08-2004;1.2219
16-08-2004;1.2337
17-08-2004;1.2338
18-08-2004;1.2331
19-08-2004;1.2359
20-08-2004;1.2293
23-08-2004;1.225
24-08-2004;1.2139
25-08-2004;1.2081
26-08-2004;1.21
27-08-2004;1.2085
30-08-2004;1.2047
31-08-2004;1.2111
01-09-2004;1.2168
02-09-2004;1.2172
03-09-2004;1.2175
06-09-2004;1.2071
07-09-2004;1.2079
08-09-2004;1.2039
09-09-2004;1.2191
10-09-2004;1.2219
13-09-2004;1.2236
14-09-2004;1.2237
15-09-2004;1.2238
16-09-2004;1.2158
17-09-2004;1.2211
20-09-2004;1.2132
21-09-2004;1.2276
22-09-2004;1.2245
23-09-2004;1.2315
24-09-2004;1.2309
27-09-2004;1.2254
28-09-2004;1.2335
29-09-2004;1.2323
30-09-2004;1.2409
01-10-2004;1.2413
04-10-2004;1.2305
05-10-2004;1.2304
06-10-2004;1.2282
07-10-2004;1.2301
08-10-2004;1.2315
11-10-2004;1.2392
12-10-2004;1.2312
13-10-2004;1.2267
14-10-2004;1.2377
15-10-2004;1.2414
18-10-2004;1.2474
19-10-2004;1.2509
20-10-2004;1.259
21-10-2004;1.2606
22-10-2004;1.2606
25-10-2004;1.2792
26-10-2004;1.2784
27-10-2004;1.2792
28-10-2004;1.2711
29-10-2004;1.2737
01-11-2004;1.2748
02-11-2004;1.2705
03-11-2004;1.2754
04-11-2004;1.2874
05-11-2004;1.2856
08-11-2004;1.2917
09-11-2004;1.2911
10-11-2004;1.2977
11-11-2004;1.289
12-11-2004;1.2921
15-11-2004;1.2955
16-11-2004;1.2971
17-11-2004;1.3026
18-11-2004;1.3024
19-11-2004;1.302
22-11-2004;1.3033
23-11-2004;1.3089
24-11-2004;1.3146
25-11-2004;1.3213
26-11-2004;1.3238
29-11-2004;1.3247
30-11-2004;1.3295
01-12-2004;1.3294
02-12-2004;1.3314
03-12-2004;1.33
06-12-2004;1.3435
07-12-2004;1.3456
08-12-2004;1.33
09-12-2004;1.3305
10-12-2004;1.3191
13-12-2004;1.3268
14-12-2004;1.3317
15-12-2004;1.3383
16-12-2004;1.3401
17-12-2004;1.3264
20-12-2004;1.3378
21-12-2004;1.3394
22-12-2004;1.3384
23-12-2004;1.3456
24-12-2004;1.3542
27-12-2004;1.3527
28-12-2004;1.3633
29-12-2004;1.3608
30-12-2004;1.3604
31-12-2004;1.3621
03-01-2005;1.3507
04-01-2005;1.3365
05-01-2005;1.3224
06-01-2005;1.3183
07-01-2005;1.32
10-01-2005;1.3103
11-01-2005;1.3143
12-01-2005;1.3139
13-01-2005;1.3232
14-01-2005;1.3091
17-01-2005;1.3085
18-01-2005;1.306
19-01-2005;1.3083
20-01-2005;1.2936
21-01-2005;1.2963
24-01-2005;1.3065
25-01-2005;1.3025
26-01-2005;1.3005
27-01-2005;1.3026
28-01-2005;1.3035
31-01-2005;1.3035
01-02-2005;1.3027
02-02-2005;1.3061
03-02-2005;1.3001
04-02-2005;1.2958
07-02-2005;1.2844
08-02-2005;1.2764
09-02-2005;1.2762
10-02-2005;1.2777
11-02-2005;1.2855
14-02-2005;1.2967
15-02-2005;1.3016
16-02-2005;1.304
17-02-2005;1.3041
18-02-2005;1.3039
21-02-2005;1.3055
22-02-2005;1.3193
23-02-2005;1.3203
24-02-2005;1.326
25-02-2005;1.3165
28-02-2005;1.3257
01-03-2005;1.3216
02-03-2005;1.3101
03-03-2005;1.3144
04-03-2005;1.3115
07-03-2005;1.3197
08-03-2005;1.3246
09-03-2005;1.3346
10-03-2005;1.3409
11-03-2005;1.3416
14-03-2005;1.3372
15-03-2005;1.3383
16-03-2005;1.3373
17-03-2005;1.3378
18-03-2005;1.3279
21-03-2005;1.3199
22-03-2005;1.3175
23-03-2005;1.305
24-03-2005;1.2982
25-03-2005;0
28-03-2005;0
29-03-2005;1.2926
30-03-2005;1.2943
31-03-2005;1.2964
01-04-2005;1.2959
04-04-2005;1.2883
05-04-2005;1.281
06-04-2005;1.286
07-04-2005;1.2923
08-04-2005;1.2819
11-04-2005;1.2971
12-04-2005;1.2985
13-04-2005;1.2922
14-04-2005;1.282
15-04-2005;1.2868
18-04-2005;1.2967
19-04-2005;1.2996
20-04-2005;1.3049
21-04-2005;1.3058
22-04-2005;1.3077
25-04-2005;1.2966
26-04-2005;1.2981
27-04-2005;1.292
28-04-2005;1.2905
29-04-2005;1.2957
02-05-2005;1.2863
03-05-2005;1.2856
04-05-2005;1.2953
05-05-2005;1.2954
06-05-2005;1.2947
09-05-2005;1.2824
10-05-2005;1.2854
11-05-2005;1.2882
12-05-2005;1.2771
13-05-2005;1.2635
16-05-2005;1.2616
17-05-2005;1.2636
18-05-2005;1.2621
19-05-2005;1.2642
20-05-2005;1.2607
23-05-2005;1.2548
24-05-2005;1.2617
25-05-2005;1.2564
26-05-2005;1.2523
27-05-2005;1.2551
30-05-2005;1.2472
31-05-2005;1.2331
01-06-2005;1.2228
02-06-2005;1.2263
03-06-2005;1.2289
06-06-2005;1.2272
07-06-2005;1.2285
08-06-2005;1.2324
09-06-2005;1.2239
10-06-2005;1.2229
13-06-2005;1.2062
14-06-2005;1.211
15-06-2005;1.2069
16-06-2005;1.2115
17-06-2005;1.2177
20-06-2005;1.221
21-06-2005;1.2092
22-06-2005;1.2111
23-06-2005;1.2066
24-06-2005;1.2082
27-06-2005;1.2164
28-06-2005;1.2095
29-06-2005;1.2054
30-06-2005;1.2092
01-07-2005;1.2087
04-07-2005;1.1894
05-07-2005;1.1883
06-07-2005;1.1913
07-07-2005;1.1957
08-07-2005;1.1904
11-07-2005;1.2006
12-07-2005;1.2166
13-07-2005;1.2184
14-07-2005;1.2067
15-07-2005;1.2073
18-07-2005;1.2054
19-07-2005;1.1965
20-07-2005;1.2063
21-07-2005;1.2187
22-07-2005;1.2143
25-07-2005;1.2065
26-07-2005;1.1987
27-07-2005;1.199
28-07-2005;1.21
29-07-2005;1.2093
01-08-2005;1.2219
02-08-2005;1.2217
03-08-2005;1.2308
04-08-2005;1.2319
05-08-2005;1.2386
08-08-2005;1.237
09-08-2005;1.2367
10-08-2005;1.2377
11-08-2005;1.2405
12-08-2005;1.2457
15-08-2005;1.2374
16-08-2005;1.2313
17-08-2005;1.2296
18-08-2005;1.2213
19-08-2005;1.2183
22-08-2005;1.2231
23-08-2005;1.2233
24-08-2005;1.2211
25-08-2005;1.2272
26-08-2005;1.2307
29-08-2005;1.2289
30-08-2005;1.2181
31-08-2005;1.2198
01-09-2005;1.2388
02-09-2005;1.2541
05-09-2005;1.2538
06-09-2005;1.2483
07-09-2005;1.2451
08-09-2005;1.2418
09-09-2005;1.2415
12-09-2005;1.2313
13-09-2005;1.2276
14-09-2005;1.2314
15-09-2005;1.2223
16-09-2005;1.2243
19-09-2005;1.2139
20-09-2005;1.2154
21-09-2005;1.2225
22-09-2005;1.2224
23-09-2005;1.2118
26-09-2005;1.2031
27-09-2005;1.2005
28-09-2005;1.2037
29-09-2005;1.2063
30-09-2005;1.2042
03-10-2005;1.1933
04-10-2005;1.1938
05-10-2005;1.1947
06-10-2005;1.2061
07-10-2005;1.2144
10-10-2005;1.2088
11-10-2005;1.2022
12-10-2005;1.2008
13-10-2005;1.198
14-10-2005;1.1999
17-10-2005;1.2022
18-10-2005;1.1937
19-10-2005;1.195
20-10-2005;1.1953
21-10-2005;1.2012
24-10-2005;1.1944
25-10-2005;1.2017
26-10-2005;1.2059
27-10-2005;1.213
28-10-2005;1.2138
31-10-2005;1.2023
01-11-2005;1.2008
02-11-2005;1.1992
03-11-2005;1.2041
04-11-2005;1.1933
07-11-2005;1.1824
08-11-2005;1.1741
09-11-2005;1.1738
10-11-2005;1.1762
11-11-2005;1.1697
14-11-2005;1.1713
15-11-2005;1.1667
16-11-2005;1.1677
17-11-2005;1.1692
18-11-2005;1.1679
21-11-2005;1.1811
22-11-2005;1.1701
23-11-2005;1.1776
24-11-2005;1.1783
25-11-2005;1.1763
28-11-2005;1.1726
29-11-2005;1.1793
30-11-2005;1.1769
01-12-2005;1.1745
02-12-2005;1.1697
05-12-2005;1.1767
06-12-2005;1.1783
07-12-2005;1.171
08-12-2005;1.1764
09-12-2005;1.1785
12-12-2005;1.1925
13-12-2005;1.1925
14-12-2005;1.202
15-12-2005;1.1999
16-12-2005;1.1983
19-12-2005;1.1977
20-12-2005;1.1955
21-12-2005;1.1872
22-12-2005;1.1822
23-12-2005;1.1859
26-12-2005;0
27-12-2005;1.1852
28-12-2005;1.1916
29-12-2005;1.1825
30-12-2005;1.1797
02-01-2006;1.1826
03-01-2006;1.1875
04-01-2006;1.2083
05-01-2006;1.2088
06-01-2006;1.2093
09-01-2006;1.2078
10-01-2006;1.2064
11-01-2006;1.2088
12-01-2006;1.2113
13-01-2006;1.2039
16-01-2006;1.2112
17-01-2006;1.2075
18-01-2006;1.2125
19-01-2006;1.2073
20-01-2006;1.2068
23-01-2006;1.2277
24-01-2006;1.2272
25-01-2006;1.2294
26-01-2006;1.2254
27-01-2006;1.2172
30-01-2006;1.2082
31-01-2006;1.2118
01-02-2006;1.2092
02-02-2006;1.2066
03-02-2006;1.2061
06-02-2006;1.1981
07-02-2006;1.1973
08-02-2006;1.1948
09-02-2006;1.1972
10-02-2006;1.197
13-02-2006;1.1888
14-02-2006;1.1898
15-02-2006;1.1904
16-02-2006;1.1858
17-02-2006;1.1863
20-02-2006;1.1932
21-02-2006;1.1906
22-02-2006;1.1875
23-02-2006;1.1957
24-02-2006;1.1896
27-02-2006;1.1852
28-02-2006;1.1875
01-03-2006;1.1954
02-03-2006;1.1921
03-03-2006;1.202
06-03-2006;1.2017
07-03-2006;1.1913
08-03-2006;1.1914
09-03-2006;1.192
10-03-2006;1.1919
13-03-2006;1.1922
14-03-2006;1.1948
15-03-2006;1.2026
16-03-2006;1.2069
17-03-2006;1.2185
20-03-2006;1.2174
21-03-2006;1.2144
22-03-2006;1.2069
23-03-2006;1.2055
24-03-2006;1.1969
27-03-2006;1.2025
28-03-2006;1.2084
29-03-2006;1.2012
30-03-2006;1.2096
31-03-2006;1.2104
03-04-2006;1.2063
04-04-2006;1.2217
05-04-2006;1.2262
06-04-2006;1.2312
07-04-2006;1.2179
10-04-2006;1.2099
11-04-2006;1.2105
12-04-2006;1.2125
13-04-2006;1.2094
14-04-2006;0
17-04-2006;0
18-04-2006;1.2252
19-04-2006;1.2346
20-04-2006;1.2346
21-04-2006;1.2315
24-04-2006;1.2365
25-04-2006;1.2425
26-04-2006;1.2425
27-04-2006;1.2414
28-04-2006;1.2537
01-05-2006;0
02-05-2006;1.2643
03-05-2006;1.2622
04-05-2006;1.2592
05-05-2006;1.2688
08-05-2006;1.2756
09-05-2006;1.2697
10-05-2006;1.2779
11-05-2006;1.2716
12-05-2006;1.2914
15-05-2006;1.2826
16-05-2006;1.2817
17-05-2006;1.2882
18-05-2006;1.277
19-05-2006;1.2767
22-05-2006;1.2753
23-05-2006;1.2841
24-05-2006;1.2851
25-05-2006;1.2755
26-05-2006;1.2797
29-05-2006;1.2758
30-05-2006;1.2839
31-05-2006;1.2868
01-06-2006;1.2736
02-06-2006;1.2815
05-06-2006;1.2958
06-06-2006;1.2847
07-06-2006;1.2789
08-06-2006;1.2735
09-06-2006;1.2659
12-06-2006;1.2572
13-06-2006;1.2571
14-06-2006;1.2563
15-06-2006;1.261
16-06-2006;1.2651
19-06-2006;1.2591
20-06-2006;1.2546
21-06-2006;1.2632
22-06-2006;1.2582
23-06-2006;1.2502
26-06-2006;1.2561
27-06-2006;1.2567
28-06-2006;1.257
29-06-2006;1.2529
30-06-2006;1.2713
03-07-2006;1.279
04-07-2006;1.2791
05-07-2006;1.2794
06-07-2006;1.2735
07-07-2006;1.2778
10-07-2006;1.2752
11-07-2006;1.2736
12-07-2006;1.2722
13-07-2006;1.2692
14-07-2006;1.2666
17-07-2006;1.2541
18-07-2006;1.2531
19-07-2006;1.2482
20-07-2006;1.2643
21-07-2006;1.268
24-07-2006;1.2633
25-07-2006;1.2636
26-07-2006;1.2587
27-07-2006;1.2737
28-07-2006;1.2664
31-07-2006;1.2767
01-08-2006;1.2759
02-08-2006;1.2798
03-08-2006;1.2781
04-08-2006;1.2792
07-08-2006;1.285
08-08-2006;1.2839
09-08-2006;1.2879
10-08-2006;1.2857
11-08-2006;1.2775
14-08-2006;1.2718
15-08-2006;1.2725
16-08-2006;1.2793
17-08-2006;1.2879
18-08-2006;1.2802
21-08-2006;1.2919
22-08-2006;1.2812
23-08-2006;1.2812
24-08-2006;1.2831
25-08-2006;1.2762
28-08-2006;1.28
29-08-2006;1.2808
30-08-2006;1.2818
31-08-2006;1.2851
01-09-2006;1.2817
04-09-2006;1.2852
05-09-2006;1.281
06-09-2006;1.2793
07-09-2006;1.2731
08-09-2006;1.2713
11-09-2006;1.2713
12-09-2006;1.2709
13-09-2006;1.2677
14-09-2006;1.2723
15-09-2006;1.2675
18-09-2006;1.2665
19-09-2006;1.2654
20-09-2006;1.2676
21-09-2006;1.2731
22-09-2006;1.2817
25-09-2006;1.2768
26-09-2006;1.2695
27-09-2006;1.2684
28-09-2006;1.2713
29-09-2006;1.266
02-10-2006;1.2685
03-10-2006;1.2737
04-10-2006;1.2684
05-10-2006;1.2721
06-10-2006;1.2664
09-10-2006;1.2603
10-10-2006;1.2538
11-10-2006;1.2543
12-10-2006;1.2531
13-10-2006;1.255
16-10-2006;1.2515
17-10-2006;1.2524
18-10-2006;1.2543
19-10-2006;1.2561
20-10-2006;1.2618
23-10-2006;1.2556
24-10-2006;1.2541
25-10-2006;1.258
26-10-2006;1.2653
27-10-2006;1.2683
30-10-2006;1.2717
31-10-2006;1.2696
01-11-2006;1.2757
02-11-2006;1.2767
03-11-2006;1.276
06-11-2006;1.2702
07-11-2006;1.2755
08-11-2006;1.2776
09-11-2006;1.2796
10-11-2006;1.2864
13-11-2006;1.283
14-11-2006;1.2824
15-11-2006;1.2792
16-11-2006;1.2804
17-11-2006;1.2774
20-11-2006;1.2841
21-11-2006;1.2814
22-11-2006;1.2886
23-11-2006;1.2953
24-11-2006;1.3078
27-11-2006;1.3114
28-11-2006;1.3147
29-11-2006;1.3157
30-11-2006;1.32
01-12-2006;1.3244
04-12-2006;1.3309
05-12-2006;1.3331
06-12-2006;1.3274
07-12-2006;1.3297
08-12-2006;1.3276
11-12-2006;1.3177
12-12-2006;1.3244
13-12-2006;1.3265
14-12-2006;1.3192
15-12-2006;1.3106
18-12-2006;1.3095
19-12-2006;1.3158
20-12-2006;1.3203
21-12-2006;1.3178
22-12-2006;1.3192
25-12-2006;0
26-12-2006;0
27-12-2006;1.3159
28-12-2006;1.3173
29-12-2006;1.317
01-01-2007;0
02-01-2007;1.327
03-01-2007;1.3231
04-01-2007;1.3106
05-01-2007;1.3084
08-01-2007;1.3006
09-01-2007;1.3018
10-01-2007;1.2988
11-01-2007;1.2984
12-01-2007;1.2893
15-01-2007;1.2941
16-01-2007;1.2953
17-01-2007;1.2909
18-01-2007;1.2922
19-01-2007;1.2958
22-01-2007;1.2936
23-01-2007;1.304
24-01-2007;1.3005
25-01-2007;1.2978
26-01-2007;1.2901
29-01-2007;1.2921
30-01-2007;1.2972
31-01-2007;1.2954
01-02-2007;1.302
02-02-2007;1.302
05-02-2007;1.2925
06-02-2007;1.2955
07-02-2007;1.2987
08-02-2007;1.2991
09-02-2007;1.3007
12-02-2007;1.2956
13-02-2007;1.3022
14-02-2007;1.3082
15-02-2007;1.3137
16-02-2007;1.3119
19-02-2007;1.3132
20-02-2007;1.3145
21-02-2007;1.3145
22-02-2007;1.3106
23-02-2007;1.3134
26-02-2007;1.316
27-02-2007;1.323
28-02-2007;1.3211
01-03-2007;1.3225
02-03-2007;1.3163
05-03-2007;1.3083
06-03-2007;1.31
07-03-2007;1.3135
08-03-2007;1.3152
09-03-2007;1.3155
12-03-2007;1.3156
13-03-2007;1.3218
14-03-2007;1.3183
15-03-2007;1.3226
16-03-2007;1.3325
19-03-2007;1.3303
20-03-2007;1.3296
21-03-2007;1.3293
22-03-2007;1.3351
23-03-2007;1.3327
26-03-2007;1.3265
27-03-2007;1.3347
28-03-2007;1.3348
29-03-2007;1.3352
30-03-2007;1.3318
02-04-2007;1.3366
03-04-2007;1.3358
04-04-2007;1.3352
05-04-2007;1.3373
06-04-2007;0
09-04-2007;0
10-04-2007;1.3426
11-04-2007;1.3418
12-04-2007;1.3467
13-04-2007;1.3532
16-04-2007;1.355
17-04-2007;1.3549
18-04-2007;1.3577
19-04-2007;1.3601
20-04-2007;1.3606
23-04-2007;1.3557
24-04-2007;1.3582
25-04-2007;1.3649
26-04-2007;1.3596
27-04-2007;1.3643
30-04-2007;1.3605
01-05-2007;0
02-05-2007;1.3588
03-05-2007;1.3613
04-05-2007;1.3561
07-05-2007;1.3615
08-05-2007;1.3558
09-05-2007;1.3535
10-05-2007;1.3527
11-05-2007;1.3486
14-05-2007;1.3549
15-05-2007;1.3538
16-05-2007;1.3574
17-05-2007;1.3516
18-05-2007;1.3477
21-05-2007;1.3444
22-05-2007;1.3454
23-05-2007;1.349
24-05-2007;1.3448
25-05-2007;1.3441
28-05-2007;1.3453
29-05-2007;1.3509
30-05-2007;1.342
31-05-2007;1.3453
01-06-2007;1.3436
04-06-2007;1.3482
05-06-2007;1.3532
06-06-2007;1.3513
07-06-2007;1.347
08-06-2007;1.3349
11-06-2007;1.3355
12-06-2007;1.3345
13-06-2007;1.3287
14-06-2007;1.3304
15-06-2007;1.3314
18-06-2007;1.3404
19-06-2007;1.3403
20-06-2007;1.3427
21-06-2007;1.3397
22-06-2007;1.3441
25-06-2007;1.3461
26-06-2007;1.346
27-06-2007;1.3438
28-06-2007;1.3467
29-06-2007;1.3505
02-07-2007;1.3588
03-07-2007;1.3601
04-07-2007;1.3618
05-07-2007;1.364
06-07-2007;1.3596
09-07-2007;1.3621
10-07-2007;1.3666
11-07-2007;1.3753
12-07-2007;1.3788
13-07-2007;1.3782
16-07-2007;1.3781
17-07-2007;1.3771
18-07-2007;1.3779
19-07-2007;1.382
20-07-2007;1.3803
23-07-2007;1.3821
24-07-2007;1.3833
25-07-2007;1.3743
26-07-2007;1.3722
27-07-2007;1.3651
30-07-2007;1.3659
31-07-2007;1.3707
01-08-2007;1.3663
02-08-2007;1.3664
03-08-2007;1.3694
06-08-2007;1.3818
07-08-2007;1.3794
08-08-2007;1.3794
09-08-2007;1.3729
10-08-2007;1.365
13-08-2007;1.3651
14-08-2007;1.3591
15-08-2007;1.3476
16-08-2007;1.3405
17-08-2007;1.3454
20-08-2007;1.3476
21-08-2007;1.3508
22-08-2007;1.3493
23-08-2007;1.3574
24-08-2007;1.3615
27-08-2007;1.3658
28-08-2007;1.3664
29-08-2007;1.3631
30-08-2007;1.361
31-08-2007;1.3705
03-09-2007;1.3632
04-09-2007;1.358
05-09-2007;1.3588
06-09-2007;1.3669
07-09-2007;1.3696
10-09-2007;1.3795
11-09-2007;1.3824
12-09-2007;1.3885
13-09-2007;1.3897
14-09-2007;1.386
17-09-2007;1.3877
18-09-2007;1.3867
19-09-2007;1.3975
20-09-2007;1.403
21-09-2007;1.4049
24-09-2007;1.4113
25-09-2007;1.4106
26-09-2007;1.4127
27-09-2007;1.418
28-09-2007;1.4179
01-10-2007;1.4232
02-10-2007;1.4165
03-10-2007;1.4195
04-10-2007;1.4109
05-10-2007;1.4136
08-10-2007;1.4089
09-10-2007;1.4037
10-10-2007;1.4146
11-10-2007;1.4199
12-10-2007;1.4173
15-10-2007;1.4226
16-10-2007;1.415
17-10-2007;1.42
18-10-2007;1.4299
19-10-2007;1.4288
22-10-2007;1.4166
23-10-2007;1.4254
24-10-2007;1.423
25-10-2007;1.4309
26-10-2007;1.4384
29-10-2007;1.4391
30-10-2007;1.4407
31-10-2007;1.4447
01-11-2007;1.4423
02-11-2007;1.4479
05-11-2007;1.4488
06-11-2007;1.4547
07-11-2007;1.4722
08-11-2007;1.4666
09-11-2007;1.4683
12-11-2007;1.4579
13-11-2007;1.4607
14-11-2007;1.47
15-11-2007;1.4639
16-11-2007;1.4651
19-11-2007;1.4654
20-11-2007;1.4785
21-11-2007;1.4814
22-11-2007;1.4829
23-11-2007;1.4809
26-11-2007;1.4845
27-11-2007;1.4874
28-11-2007;1.4747
29-11-2007;1.4738
30-11-2007;1.4761
03-12-2007;1.4666
04-12-2007;1.4741
05-12-2007;1.472
06-12-2007;1.4554
07-12-2007;1.4649
10-12-2007;1.4718
11-12-2007;1.4672
12-12-2007;1.4675
13-12-2007;1.4683
14-12-2007;1.4509
17-12-2007;1.4393
18-12-2007;1.4416
19-12-2007;1.4385
20-12-2007;1.4349
21-12-2007;1.438
24-12-2007;1.4398
25-12-2007;0
26-12-2007;0
27-12-2007;1.4516
28-12-2007;1.4692
31-12-2007;1.4721
01-01-2008;0
02-01-2008;1.4688
03-01-2008;1.4753
04-01-2008;1.4727
07-01-2008;1.4723
08-01-2008;1.4705
09-01-2008;1.468
10-01-2008;1.4662
11-01-2008;1.4792
14-01-2008;1.4895
15-01-2008;1.4886
16-01-2008;1.4792
17-01-2008;1.4691
18-01-2008;1.4674
21-01-2008;1.4482
22-01-2008;1.4494
23-01-2008;1.4574
24-01-2008;1.4663
25-01-2008;1.4705
28-01-2008;1.4755
29-01-2008;1.4773
30-01-2008;1.481
31-01-2008;1.487
01-02-2008;1.4889
04-02-2008;1.4829
05-02-2008;1.4688
06-02-2008;1.4621
07-02-2008;1.4569
08-02-2008;1.4513
11-02-2008;1.4542
12-02-2008;1.4538
13-02-2008;1.4586
14-02-2008;1.4626
15-02-2008;1.4674
18-02-2008;1.4636
19-02-2008;1.4742
20-02-2008;1.4656
21-02-2008;1.4736
22-02-2008;1.4848
25-02-2008;1.4817
26-02-2008;1.4874
27-02-2008;1.5044
28-02-2008;1.5121
29-02-2008;1.5167
03-03-2008;1.5203
04-03-2008;1.5206
05-03-2008;1.5196
06-03-2008;1.5319
07-03-2008;1.5417
10-03-2008;1.534
11-03-2008;1.5379
12-03-2008;1.5477
13-03-2008;1.5577
14-03-2008;1.5561
17-03-2008;1.577
18-03-2008;1.5771
19-03-2008;1.5692
20-03-2008;1.5423
21-03-2008;0
24-03-2008;0
25-03-2008;1.5569
26-03-2008;1.571
27-03-2008;1.5786
28-03-2008;1.5796
31-03-2008;1.5812
01-04-2008;1.566
02-04-2008;1.5632
03-04-2008;1.5526
04-04-2008;1.5722
07-04-2008;1.5693
08-04-2008;1.5694
09-04-2008;1.5726
10-04-2008;1.5875
11-04-2008;1.5833
14-04-2008;1.5869
15-04-2008;1.5828
16-04-2008;1.5928
17-04-2008;1.5872
18-04-2008;1.578
21-04-2008;1.5898
22-04-2008;1.5931
23-04-2008;1.594
24-04-2008;1.5769
25-04-2008;1.5596
28-04-2008;1.5628
29-04-2008;1.5571
30-04-2008;1.554
01-05-2008;0
02-05-2008;1.5458
05-05-2008;1.546
06-05-2008;1.5528
07-05-2008;1.543
08-05-2008;1.5347
09-05-2008;1.5458
12-05-2008;1.543
13-05-2008;1.5473
14-05-2008;1.5439
15-05-2008;1.5474
16-05-2008;1.5498
19-05-2008;1.5577
20-05-2008;1.5639
21-05-2008;1.5753
22-05-2008;1.5755
23-05-2008;1.5742
26-05-2008;1.5761
27-05-2008;1.576
28-05-2008;1.5656
29-05-2008;1.5551
30-05-2008;1.5508
02-06-2008;1.5521
03-06-2008;1.5593
04-06-2008;1.5466
05-06-2008;1.5402
06-06-2008;1.5597
09-06-2008;1.5784
10-06-2008;1.5526
11-06-2008;1.5515
12-06-2008;1.5417
13-06-2008;1.5336
16-06-2008;1.5459
17-06-2008;1.5477
18-06-2008;1.5493
19-06-2008;1.5481
20-06-2008;1.561
23-06-2008;1.5521
24-06-2008;1.5568
25-06-2008;1.5599
26-06-2008;1.5731
27-06-2008;1.5748
30-06-2008;1.5764
01-07-2008;1.5775
02-07-2008;1.5806
03-07-2008;1.5885
04-07-2008;1.5671
07-07-2008;1.5651
08-07-2008;1.5687
09-07-2008;1.5715
10-07-2008;1.5708
11-07-2008;1.5835
14-07-2008;1.5847
15-07-2008;1.599
16-07-2008;1.5888
17-07-2008;1.5849
18-07-2008;1.5816
21-07-2008;1.5858
22-07-2008;1.5919
23-07-2008;1.5741
24-07-2008;1.5677
25-07-2008;1.5734
28-07-2008;1.5746
29-07-2008;1.5705
30-07-2008;1.5589
31-07-2008;1.5611
01-08-2008;1.5574
04-08-2008;1.5566
05-08-2008;1.5487
06-08-2008;1.5478
07-08-2008;1.5471
08-08-2008;1.5074
11-08-2008;1.5012
12-08-2008;1.4907
13-08-2008;1.4903
14-08-2008;1.4907
15-08-2008;1.4729
18-08-2008;1.4704
19-08-2008;1.4677
20-08-2008;1.4734
21-08-2008;1.4814
22-08-2008;1.4808
25-08-2008;1.4767
26-08-2008;1.4598
27-08-2008;1.4767
28-08-2008;1.4771
29-08-2008;1.4735
01-09-2008;1.4621
02-09-2008;1.4516
03-09-2008;1.4441
04-09-2008;1.4488
05-09-2008;1.4247
08-09-2008;1.4214
09-09-2008;1.4144
10-09-2008;1.4094
11-09-2008;1.3934
12-09-2008;1.4066
15-09-2008;1.4151
16-09-2008;1.4267
17-09-2008;1.4224
18-09-2008;1.4502
19-09-2008;1.4236
22-09-2008;1.4571
23-09-2008;1.4731
24-09-2008;1.469
25-09-2008;1.47
26-09-2008;1.464
29-09-2008;1.4349
30-09-2008;1.4303
01-10-2008;1.4081
02-10-2008;1.3903
03-10-2008;1.3834
06-10-2008;1.3634
07-10-2008;1.3632
08-10-2008;1.3731
09-10-2008;1.3682
10-10-2008;1.3579
13-10-2008;1.3639
14-10-2008;1.3752
15-10-2008;1.3625
16-10-2008;1.3507
17-10-2008;1.3404
20-10-2008;1.3424
21-10-2008;1.3184
22-10-2008;1.2843
23-10-2008;1.281
24-10-2008;1.2596
27-10-2008;1.246
28-10-2008;1.2526
29-10-2008;1.277
30-10-2008;1.3035
31-10-2008;1.2757
03-11-2008;1.2822
04-11-2008;1.282
05-11-2008;1.287
06-11-2008;1.277
07-11-2008;1.2756
10-11-2008;1.2891
11-11-2008;1.2747
12-11-2008;1.253
13-11-2008;1.2525
14-11-2008;1.2675
17-11-2008;1.266
18-11-2008;1.2653
19-11-2008;1.2634
20-11-2008;1.2542
21-11-2008;1.2602
24-11-2008;1.2773
25-11-2008;1.2811
26-11-2008;1.2935
27-11-2008;1.29
28-11-2008;1.2727
01-12-2008;1.2608
02-12-2008;1.2697
03-12-2008;1.2623
04-12-2008;1.262
05-12-2008;1.2665
08-12-2008;1.2854
09-12-2008;1.2838
10-12-2008;1.2925
11-12-2008;1.3215
12-12-2008;1.334
15-12-2008;1.351
16-12-2008;1.369
17-12-2008;1.4059
18-12-2008;1.4616
19-12-2008;1.394
22-12-2008;1.397
23-12-2008;1.3978
24-12-2008;1.4005
25-12-2008;0
26-12-2008;0
29-12-2008;1.427
30-12-2008;1.4098
31-12-2008;1.3917
01-01-2009;0
02-01-2009;1.3866
05-01-2009;1.3582
06-01-2009;1.3332
07-01-2009;1.3595
08-01-2009;1.3617
09-01-2009;1.3684
12-01-2009;1.3394
13-01-2009;1.3262
14-01-2009;1.3173
15-01-2009;1.3085
16-01-2009;1.327
